ticker,category,kind,gate_category,extreme_date,extreme_price,transition_date,state,reason,pending_date,sublevel_date,native_date,invalidated_date,invalid_reason
MSFT,vertex,bottom,vertex,2022-08-18,289.08,2022-08-18,pending,,2022-08-18,,,2022-08-19,superseded
MSFT,vertex,bottom,vertex,2022-08-18,289.08,2022-08-19,invalidated,superseded,2022-08-18,,,2022-08-19,superseded
MSFT,point,3B,3B,2022-08-18,289.08,2022-08-18,pending,,2022-08-18,,,2022-08-19,superseded
MSFT,point,3B,3B,2022-08-18,289.08,2022-08-19,invalidated,superseded,2022-08-18,,,2022-08-19,superseded
MSFT,vertex,bottom,vertex,2022-08-19,285.56,2022-08-19,pending,,2022-08-19,,,2022-08-22,superseded
MSFT,vertex,bottom,vertex,2022-08-19,285.56,2022-08-22,invalidated,superseded,2022-08-19,,,2022-08-22,superseded
MSFT,point,3B,3B,2022-08-19,285.56,2022-08-19,pending,,2022-08-19,,,2022-08-22,superseded
MSFT,point,3B,3B,2022-08-19,285.56,2022-08-22,invalidated,superseded,2022-08-19,,,2022-08-22,superseded
MSFT,vertex,bottom,vertex,2022-08-22,277.22,2022-08-22,pending,,2022-08-22,,,2022-08-23,superseded
MSFT,vertex,bottom,vertex,2022-08-22,277.22,2022-08-23,invalidated,superseded,2022-08-22,,,2022-08-23,superseded
MSFT,point,3B,3B,2022-08-22,277.22,2022-08-22,pending,,2022-08-22,,,2022-08-23,superseded
MSFT,point,3B,3B,2022-08-22,277.22,2022-08-23,invalidated,superseded,2022-08-22,,,2022-08-23,superseded
MSFT,vertex,bottom,vertex,2022-08-23,275.4,2022-08-23,pending,,2022-08-23,,,2022-08-24,superseded
MSFT,vertex,bottom,vertex,2022-08-23,275.4,2022-08-24,invalidated,superseded,2022-08-23,,,2022-08-24,superseded
MSFT,point,3B,3B,2022-08-23,275.4,2022-08-23,pending,,2022-08-23,,,2022-08-24,superseded
MSFT,point,3B,3B,2022-08-23,275.4,2022-08-24,invalidated,superseded,2022-08-23,,,2022-08-24,superseded
MSFT,vertex,bottom,vertex,2022-08-24,275.11,2022-08-24,pending,,2022-08-24,2022-08-24,,2022-08-25,superseded
MSFT,vertex,bottom,vertex,2022-08-24,275.11,2022-08-24,confirmed_sublevel,,2022-08-24,2022-08-24,,2022-08-25,superseded
MSFT,vertex,bottom,vertex,2022-08-24,275.11,2022-08-25,invalidated,superseded,2022-08-24,2022-08-24,,2022-08-25,superseded
MSFT,point,3B,3B,2022-08-24,275.11,2022-08-24,pending,,2022-08-24,2022-08-24,,2022-08-25,superseded
MSFT,point,3B,3B,2022-08-24,275.11,2022-08-24,confirmed_sublevel,,2022-08-24,2022-08-24,,2022-08-25,superseded
MSFT,point,3B,3B,2022-08-24,275.11,2022-08-25,invalidated,superseded,2022-08-24,2022-08-24,,2022-08-25,superseded
MSFT,vertex,bottom,vertex,2022-08-25,274.52,2022-08-25,pending,,2022-08-25,,,2022-08-26,superseded
MSFT,vertex,bottom,vertex,2022-08-25,274.52,2022-08-26,invalidated,superseded,2022-08-25,,,2022-08-26,superseded
MSFT,point,3B,3B,2022-08-25,274.52,2022-08-25,pending,,2022-08-25,,,2022-08-26,superseded
MSFT,point,3B,3B,2022-08-25,274.52,2022-08-26,invalidated,superseded,2022-08-25,,,2022-08-26,superseded
MSFT,vertex,bottom,vertex,2022-08-26,267.98,2022-08-26,pending,,2022-08-26,,,2022-08-29,superseded
MSFT,vertex,bottom,vertex,2022-08-26,267.98,2022-08-29,invalidated,superseded,2022-08-26,,,2022-08-29,superseded
MSFT,vertex,bottom,vertex,2022-08-29,263.85,2022-08-29,pending,,2022-08-29,,,2022-08-30,superseded
MSFT,vertex,bottom,vertex,2022-08-29,263.85,2022-08-30,invalidated,superseded,2022-08-29,,,2022-08-30,superseded
MSFT,vertex,bottom,vertex,2022-08-30,260.66,2022-08-30,pending,,2022-08-30,,,2022-09-01,superseded
MSFT,vertex,bottom,vertex,2022-08-30,260.66,2022-09-01,invalidated,superseded,2022-08-30,,,2022-09-01,superseded
MSFT,vertex,top,vertex,2022-08-31,267.11,2022-08-31,pending,,2022-08-31,2022-08-31,,2022-09-01,superseded
MSFT,vertex,top,vertex,2022-08-31,267.11,2022-08-31,confirmed_sublevel,,2022-08-31,2022-08-31,,2022-09-01,superseded
MSFT,vertex,top,vertex,2022-08-31,267.11,2022-09-01,invalidated,superseded,2022-08-31,2022-08-31,,2022-09-01,superseded
MSFT,vertex,bottom,vertex,2022-09-01,255.41,2022-09-01,pending,,2022-09-01,2022-09-01,,2022-09-02,superseded
MSFT,vertex,bottom,vertex,2022-09-01,255.41,2022-09-01,confirmed_sublevel,,2022-09-01,2022-09-01,,2022-09-02,superseded
MSFT,vertex,bottom,vertex,2022-09-01,255.41,2022-09-02,invalidated,superseded,2022-09-01,2022-09-01,,2022-09-02,superseded
MSFT,vertex,bottom,vertex,2022-09-02,254.47,2022-09-02,pending,,2022-09-02,,,2022-09-06,superseded
MSFT,vertex,bottom,vertex,2022-09-02,254.47,2022-09-06,invalidated,superseded,2022-09-02,,,2022-09-06,superseded
MSFT,vertex,bottom,vertex,2022-09-06,251.94,2022-09-06,pending,,2022-09-06,2022-09-06,2022-09-13,,
MSFT,vertex,bottom,vertex,2022-09-06,251.94,2022-09-06,confirmed_sublevel,,2022-09-06,2022-09-06,2022-09-13,,
MSFT,vertex,bottom,vertex,2022-09-06,251.94,2022-09-13,confirmed_native,,2022-09-06,2022-09-06,2022-09-13,,
MSFT,vertex,top,vertex,2022-09-07,258.83,2022-09-07,pending,,2022-09-07,,,2022-09-08,superseded
MSFT,vertex,top,vertex,2022-09-07,258.83,2022-09-08,invalidated,superseded,2022-09-07,,,2022-09-08,superseded
MSFT,vertex,top,vertex,2022-09-08,260.43,2022-09-08,pending,,2022-09-08,,,2022-09-09,superseded
MSFT,vertex,top,vertex,2022-09-08,260.43,2022-09-09,invalidated,superseded,2022-09-08,,,2022-09-09,superseded
MSFT,vertex,top,vertex,2022-09-09,265.23,2022-09-09,pending,,2022-09-09,2022-09-09,,2022-09-12,superseded
MSFT,vertex,top,vertex,2022-09-09,265.23,2022-09-09,confirmed_sublevel,,2022-09-09,2022-09-09,,2022-09-12,superseded
MSFT,vertex,top,vertex,2022-09-09,265.23,2022-09-12,invalidated,superseded,2022-09-09,2022-09-09,,2022-09-12,superseded
MSFT,vertex,top,vertex,2022-09-12,267.45,2022-09-12,pending,,2022-09-12,,2022-09-26,,
MSFT,vertex,top,vertex,2022-09-12,267.45,2022-09-26,confirmed_native,,2022-09-12,,2022-09-26,,
MSFT,vertex,bottom,vertex,2022-09-13,251.59,2022-09-13,pending,,2022-09-13,,,2022-09-14,superseded
MSFT,vertex,bottom,vertex,2022-09-13,251.59,2022-09-14,invalidated,superseded,2022-09-13,,,2022-09-14,superseded
MSFT,divergence,bottom,divergence,2022-09-13,251.59,2022-09-13,pending,,2022-09-13,,,2022-09-14,superseded
MSFT,divergence,bottom,divergence,2022-09-13,251.59,2022-09-14,invalidated,superseded,2022-09-13,,,2022-09-14,superseded
MSFT,vertex,bottom,vertex,2022-09-14,249.86,2022-09-14,pending,,2022-09-14,2022-09-14,,2022-09-15,superseded
MSFT,vertex,bottom,vertex,2022-09-14,249.86,2022-09-14,confirmed_sublevel,,2022-09-14,2022-09-14,,2022-09-15,superseded
MSFT,vertex,bottom,vertex,2022-09-14,249.86,2022-09-15,invalidated,superseded,2022-09-14,2022-09-14,,2022-09-15,superseded
MSFT,divergence,bottom,divergence,2022-09-14,249.86,2022-09-14,pending,,2022-09-14,2022-09-14,,2022-09-15,superseded
MSFT,divergence,bottom,divergence,2022-09-14,249.86,2022-09-14,confirmed_sublevel,,2022-09-14,2022-09-14,,2022-09-15,superseded
MSFT,divergence,bottom,divergence,2022-09-14,249.86,2022-09-15,invalidated,superseded,2022-09-14,2022-09-14,,2022-09-15,superseded
MSFT,vertex,bottom,vertex,2022-09-15,244.02,2022-09-15,pending,,2022-09-15,,,2022-09-16,superseded
MSFT,vertex,bottom,vertex,2022-09-15,244.02,2022-09-16,invalidated,superseded,2022-09-15,,,2022-09-16,superseded
MSFT,divergence,bottom,divergence,2022-09-15,244.02,2022-09-15,pending,,2022-09-15,,,2022-09-16,superseded
MSFT,divergence,bottom,divergence,2022-09-15,244.02,2022-09-16,invalidated,superseded,2022-09-15,,,2022-09-16,superseded
MSFT,vertex,bottom,vertex,2022-09-16,242.0627,2022-09-16,pending,,2022-09-16,,,2022-09-19,superseded
MSFT,vertex,bottom,vertex,2022-09-16,242.0627,2022-09-19,invalidated,superseded,2022-09-16,,,2022-09-19,superseded
MSFT,divergence,bottom,divergence,2022-09-16,242.0627,2022-09-16,pending,,2022-09-16,,,2022-09-19,superseded
MSFT,divergence,bottom,divergence,2022-09-16,242.0627,2022-09-19,invalidated,superseded,2022-09-16,,,2022-09-19,superseded
MSFT,vertex,bottom,vertex,2022-09-19,240.85,2022-09-19,pending,,2022-09-19,2022-09-19,,2022-09-20,superseded
MSFT,vertex,bottom,vertex,2022-09-19,240.85,2022-09-19,confirmed_sublevel,,2022-09-19,2022-09-19,,2022-09-20,superseded
MSFT,vertex,bottom,vertex,2022-09-19,240.85,2022-09-20,invalidated,superseded,2022-09-19,2022-09-19,,2022-09-20,superseded
MSFT,divergence,bottom,divergence,2022-09-19,240.85,2022-09-19,pending,,2022-09-19,2022-09-19,,2022-09-20,superseded
MSFT,divergence,bottom,divergence,2022-09-19,240.85,2022-09-19,confirmed_sublevel,,2022-09-19,2022-09-19,,2022-09-20,superseded
MSFT,divergence,bottom,divergence,2022-09-19,240.85,2022-09-20,invalidated,superseded,2022-09-19,2022-09-19,,2022-09-20,superseded
MSFT,vertex,bottom,vertex,2022-09-20,239.64,2022-09-20,pending,,2022-09-20,2022-09-20,,2022-09-21,superseded
MSFT,vertex,bottom,vertex,2022-09-20,239.64,2022-09-20,confirmed_sublevel,,2022-09-20,2022-09-20,,2022-09-21,superseded
MSFT,vertex,bottom,vertex,2022-09-20,239.64,2022-09-21,invalidated,superseded,2022-09-20,2022-09-20,,2022-09-21,superseded
MSFT,divergence,bottom,divergence,2022-09-20,239.64,2022-09-20,pending,,2022-09-20,2022-09-20,,2022-09-21,superseded
MSFT,divergence,bottom,divergence,2022-09-20,239.64,2022-09-20,confirmed_sublevel,,2022-09-20,2022-09-20,,2022-09-21,superseded
MSFT,divergence,bottom,divergence,2022-09-20,239.64,2022-09-21,invalidated,superseded,2022-09-20,2022-09-20,,2022-09-21,superseded
MSFT,vertex,bottom,vertex,2022-09-21,238.9,2022-09-21,pending,,2022-09-21,,,2022-09-22,superseded
MSFT,vertex,bottom,vertex,2022-09-21,238.9,2022-09-22,invalidated,superseded,2022-09-21,,,2022-09-22,superseded
MSFT,divergence,bottom,divergence,2022-09-21,238.9,2022-09-21,pending,,2022-09-21,,,2022-09-22,superseded
MSFT,divergence,bottom,divergence,2022-09-21,238.9,2022-09-22,invalidated,superseded,2022-09-21,,,2022-09-22,superseded
MSFT,vertex,bottom,vertex,2022-09-22,237.57,2022-09-22,pending,,2022-09-22,,,2022-09-23,superseded
MSFT,vertex,bottom,vertex,2022-09-22,237.57,2022-09-23,invalidated,superseded,2022-09-22,,,2022-09-23,superseded
MSFT,divergence,bottom,divergence,2022-09-22,237.57,2022-09-22,pending,,2022-09-22,,,2022-09-23,superseded
MSFT,divergence,bottom,divergence,2022-09-22,237.57,2022-09-23,invalidated,superseded,2022-09-22,,,2022-09-23,superseded
MSFT,vertex,bottom,vertex,2022-09-23,235.2,2022-09-23,pending,,2022-09-23,,,2022-09-27,breach
MSFT,vertex,bottom,vertex,2022-09-23,235.2,2022-09-27,invalidated,breach,2022-09-23,,,2022-09-27,breach
MSFT,divergence,bottom,divergence,2022-09-23,235.2,2022-09-23,pending,,2022-09-23,,,2022-09-27,breach
MSFT,divergence,bottom,divergence,2022-09-23,235.2,2022-09-27,invalidated,breach,2022-09-23,,,2022-09-27,breach
MSFT,vertex,top,vertex,2022-09-26,241.45,2022-09-26,pending,,2022-09-26,,,2022-09-27,superseded
MSFT,vertex,top,vertex,2022-09-26,241.45,2022-09-27,invalidated,superseded,2022-09-26,,,2022-09-27,superseded
MSFT,point,3S,3S,2022-09-26,241.45,2022-09-26,pending,,2022-09-26,,,2022-09-27,superseded
MSFT,point,3S,3S,2022-09-26,241.45,2022-09-27,invalidated,superseded,2022-09-26,,,2022-09-27,superseded
MSFT,vertex,top,vertex,2022-09-27,241.8,2022-09-27,pending,,2022-09-27,,,2022-09-28,superseded
MSFT,vertex,top,vertex,2022-09-27,241.8,2022-09-28,invalidated,superseded,2022-09-27,,,2022-09-28,superseded
MSFT,point,3S,3S,2022-09-27,241.8,2022-09-27,pending,,2022-09-27,,,2022-09-28,superseded
MSFT,point,3S,3S,2022-09-27,241.8,2022-09-28,invalidated,superseded,2022-09-27,,,2022-09-28,superseded
MSFT,vertex,top,vertex,2022-09-28,242.33,2022-09-28,pending,,2022-09-28,,,2022-09-29,superseded
MSFT,vertex,top,vertex,2022-09-28,242.33,2022-09-29,invalidated,superseded,2022-09-28,,,2022-09-29,superseded
MSFT,point,3S,3S,2022-09-28,242.33,2022-09-28,pending,,2022-09-28,,,2022-09-29,superseded
MSFT,point,3S,3S,2022-09-28,242.33,2022-09-29,invalidated,superseded,2022-09-28,,,2022-09-29,superseded
MSFT,vertex,bottom,vertex,2022-09-29,234.41,2022-09-29,pending,,2022-09-29,,,2022-09-30,superseded
MSFT,vertex,bottom,vertex,2022-09-29,234.41,2022-09-30,invalidated,superseded,2022-09-29,,,2022-09-30,superseded
MSFT,divergence,bottom,divergence,2022-09-29,234.41,2022-09-29,pending,,2022-09-29,,,2022-09-30,superseded
MSFT,divergence,bottom,divergence,2022-09-29,234.41,2022-09-30,invalidated,superseded,2022-09-29,,,2022-09-30,superseded
MSFT,vertex,bottom,vertex,2022-09-30,232.73,2022-09-30,pending,,2022-09-30,,,2022-10-10,superseded
MSFT,vertex,bottom,vertex,2022-09-30,232.73,2022-10-10,invalidated,superseded,2022-09-30,,,2022-10-10,superseded
MSFT,divergence,bottom,divergence,2022-09-30,232.73,2022-09-30,pending,,2022-09-30,,,2022-10-10,superseded
MSFT,divergence,bottom,divergence,2022-09-30,232.73,2022-10-10,invalidated,superseded,2022-09-30,,,2022-10-10,superseded
MSFT,vertex,top,vertex,2022-10-03,241.61,2022-10-03,pending,,2022-10-03,,,2022-10-04,superseded
MSFT,vertex,top,vertex,2022-10-03,241.61,2022-10-04,invalidated,superseded,2022-10-03,,,2022-10-04,superseded
MSFT,point,3S,3S,2022-10-03,241.61,2022-10-03,pending,,2022-10-03,,,2022-10-04,superseded
MSFT,point,3S,3S,2022-10-03,241.61,2022-10-04,invalidated,superseded,2022-10-03,,,2022-10-04,superseded
MSFT,vertex,top,vertex,2022-10-04,250.36,2022-10-04,pending,,2022-10-04,2022-10-04,,2022-10-05,superseded
MSFT,vertex,top,vertex,2022-10-04,250.36,2022-10-04,confirmed_sublevel,,2022-10-04,2022-10-04,,2022-10-05,superseded
MSFT,vertex,top,vertex,2022-10-04,250.36,2022-10-05,invalidated,superseded,2022-10-04,2022-10-04,,2022-10-05,superseded
MSFT,vertex,top,vertex,2022-10-05,250.58,2022-10-05,pending,,2022-10-05,2022-10-06,,2022-10-10,superseded
MSFT,vertex,top,vertex,2022-10-05,250.58,2022-10-06,confirmed_sublevel,,2022-10-05,2022-10-06,,2022-10-10,superseded
MSFT,vertex,top,vertex,2022-10-05,250.58,2022-10-10,invalidated,superseded,2022-10-05,2022-10-06,,2022-10-10,superseded
MSFT,vertex,bottom,vertex,2022-10-10,226.73,2022-10-10,pending,,2022-10-10,,,2022-10-11,superseded
MSFT,vertex,bottom,vertex,2022-10-10,226.73,2022-10-11,invalidated,superseded,2022-10-10,,,2022-10-11,superseded
MSFT,divergence,bottom,divergence,2022-10-10,226.73,2022-10-10,pending,,2022-10-10,,,2022-10-11,superseded
MSFT,divergence,bottom,divergence,2022-10-10,226.73,2022-10-11,invalidated,superseded,2022-10-10,,,2022-10-11,superseded
MSFT,vertex,bottom,vertex,2022-10-11,224.11,2022-10-11,pending,,2022-10-11,,,2022-10-12,superseded
MSFT,vertex,bottom,vertex,2022-10-11,224.11,2022-10-12,invalidated,superseded,2022-10-11,,,2022-10-12,superseded
MSFT,divergence,bottom,divergence,2022-10-11,224.11,2022-10-11,pending,,2022-10-11,,,2022-10-12,superseded
MSFT,divergence,bottom,divergence,2022-10-11,224.11,2022-10-12,invalidated,superseded,2022-10-11,,,2022-10-12,superseded
MSFT,vertex,bottom,vertex,2022-10-12,223.96,2022-10-12,pending,,2022-10-12,2022-10-12,,2022-10-13,superseded
MSFT,vertex,bottom,vertex,2022-10-12,223.96,2022-10-12,confirmed_sublevel,,2022-10-12,2022-10-12,,2022-10-13,superseded
MSFT,vertex,bottom,vertex,2022-10-12,223.96,2022-10-13,invalidated,superseded,2022-10-12,2022-10-12,,2022-10-13,superseded
MSFT,divergence,bottom,divergence,2022-10-12,223.96,2022-10-12,pending,,2022-10-12,2022-10-12,,2022-10-13,superseded
MSFT,divergence,bottom,divergence,2022-10-12,223.96,2022-10-12,confirmed_sublevel,,2022-10-12,2022-10-12,,2022-10-13,superseded
MSFT,divergence,bottom,divergence,2022-10-12,223.96,2022-10-13,invalidated,superseded,2022-10-12,2022-10-12,,2022-10-13,superseded
MSFT,vertex,bottom,vertex,2022-10-13,219.13,2022-10-13,pending,,2022-10-13,,2022-10-26,,
MSFT,vertex,bottom,vertex,2022-10-13,219.13,2022-10-26,confirmed_native,,2022-10-13,,2022-10-26,,
MSFT,divergence,bottom,divergence,2022-10-13,219.13,2022-10-13,pending,,2022-10-13,,2022-10-26,,
MSFT,divergence,bottom,divergence,2022-10-13,219.13,2022-10-26,confirmed_native,,2022-10-13,,2022-10-26,,
MSFT,vertex,top,vertex,2022-10-14,237.24,2022-10-14,pending,,2022-10-14,,,2022-10-17,superseded
MSFT,vertex,top,vertex,2022-10-14,237.24,2022-10-17,invalidated,superseded,2022-10-14,,,2022-10-17,superseded
MSFT,point,3S,3S,2022-10-14,237.24,2022-10-14,pending,,2022-10-14,,,2022-10-17,superseded
MSFT,point,3S,3S,2022-10-14,237.24,2022-10-17,invalidated,superseded,2022-10-14,,,2022-10-17,superseded
MSFT,vertex,top,vertex,2022-10-17,238.96,2022-10-17,pending,,2022-10-17,,,2022-10-18,superseded
MSFT,vertex,top,vertex,2022-10-17,238.96,2022-10-18,invalidated,superseded,2022-10-17,,,2022-10-18,superseded
MSFT,point,3S,3S,2022-10-17,238.96,2022-10-17,pending,,2022-10-17,,,2022-10-18,superseded
MSFT,point,3S,3S,2022-10-17,238.96,2022-10-18,invalidated,superseded,2022-10-17,,,2022-10-18,superseded
MSFT,vertex,top,vertex,2022-10-18,243.93,2022-10-18,pending,,2022-10-18,,,2022-10-24,superseded
MSFT,vertex,top,vertex,2022-10-18,243.93,2022-10-24,invalidated,superseded,2022-10-18,,,2022-10-24,superseded
MSFT,point,3S,3S,2022-10-18,243.93,2022-10-18,pending,,2022-10-18,,,2022-10-24,superseded
MSFT,point,3S,3S,2022-10-18,243.93,2022-10-24,invalidated,superseded,2022-10-18,,,2022-10-24,superseded
MSFT,vertex,top,vertex,2022-10-24,247.84,2022-10-24,pending,,2022-10-24,2022-10-24,,2022-10-25,superseded
MSFT,vertex,top,vertex,2022-10-24,247.84,2022-10-24,confirmed_sublevel,,2022-10-24,2022-10-24,,2022-10-25,superseded
MSFT,vertex,top,vertex,2022-10-24,247.84,2022-10-25,invalidated,superseded,2022-10-24,2022-10-24,,2022-10-25,superseded
MSFT,vertex,top,vertex,2022-10-25,251.04,2022-10-25,pending,,2022-10-25,,2022-11-07,,
MSFT,vertex,top,vertex,2022-10-25,251.04,2022-11-07,confirmed_native,,2022-10-25,,2022-11-07,,
MSFT,vertex,bottom,vertex,2022-10-26,230.06,2022-10-26,pending,,2022-10-26,,,2022-10-27,superseded
MSFT,vertex,bottom,vertex,2022-10-26,230.06,2022-10-27,invalidated,superseded,2022-10-26,,,2022-10-27,superseded
MSFT,vertex,bottom,vertex,2022-10-27,225.78,2022-10-27,pending,,2022-10-27,,,2022-11-02,superseded
MSFT,vertex,bottom,vertex,2022-10-27,225.78,2022-11-02,invalidated,superseded,2022-10-27,,,2022-11-02,superseded
MSFT,vertex,bottom,vertex,2022-11-02,220.04,2022-11-02,pending,,2022-11-02,,,2022-11-03,superseded
MSFT,vertex,bottom,vertex,2022-11-02,220.04,2022-11-03,invalidated,superseded,2022-11-02,,,2022-11-03,superseded
MSFT,vertex,bottom,vertex,2022-11-03,213.98,2022-11-03,pending,,2022-11-03,,,2022-11-04,superseded
MSFT,vertex,bottom,vertex,2022-11-03,213.98,2022-11-04,invalidated,superseded,2022-11-03,,,2022-11-04,superseded
MSFT,divergence,bottom,divergence,2022-11-03,213.98,2022-11-03,pending,,2022-11-03,,,2022-11-04,superseded
MSFT,divergence,bottom,divergence,2022-11-03,213.98,2022-11-04,invalidated,superseded,2022-11-03,,,2022-11-04,superseded
MSFT,vertex,bottom,vertex,2022-11-04,213.431,2022-11-04,pending,,2022-11-04,,2022-11-14,,
MSFT,vertex,bottom,vertex,2022-11-04,213.431,2022-11-14,confirmed_native,,2022-11-04,,2022-11-14,,
MSFT,divergence,bottom,divergence,2022-11-04,213.431,2022-11-04,pending,,2022-11-04,,2022-11-14,,
MSFT,divergence,bottom,divergence,2022-11-04,213.431,2022-11-14,confirmed_native,,2022-11-04,,2022-11-14,,
MSFT,vertex,top,vertex,2022-11-07,228.41,2022-11-07,pending,,2022-11-07,,,2022-11-08,superseded
MSFT,vertex,top,vertex,2022-11-07,228.41,2022-11-08,invalidated,superseded,2022-11-07,,,2022-11-08,superseded
MSFT,point,1B,1B,2022-11-04,213.431,2022-11-07,pending,,2022-11-07,,,2022-11-11,superseded
MSFT,point,1B,1B,2022-11-04,213.431,2022-11-11,invalidated,superseded,2022-11-07,,,2022-11-11,superseded
MSFT,point,3S,3S,2022-11-07,228.41,2022-11-07,pending,,2022-11-07,,,2022-11-08,superseded
MSFT,point,3S,3S,2022-11-07,228.41,2022-11-08,invalidated,superseded,2022-11-07,,,2022-11-08,superseded
MSFT,vertex,top,vertex,2022-11-08,231.65,2022-11-08,pending,,2022-11-08,2022-11-08,,2022-11-10,superseded
MSFT,vertex,top,vertex,2022-11-08,231.65,2022-11-08,confirmed_sublevel,,2022-11-08,2022-11-08,,2022-11-10,superseded
MSFT,vertex,top,vertex,2022-11-08,231.65,2022-11-10,invalidated,superseded,2022-11-08,2022-11-08,,2022-11-10,superseded
MSFT,point,3S,3S,2022-11-08,231.65,2022-11-08,pending,,2022-11-08,2022-11-08,,2022-11-10,superseded
MSFT,point,3S,3S,2022-11-08,231.65,2022-11-08,confirmed_sublevel,,2022-11-08,2022-11-08,,2022-11-10,superseded
MSFT,point,3S,3S,2022-11-08,231.65,2022-11-10,invalidated,superseded,2022-11-08,2022-11-08,,2022-11-10,superseded
MSFT,vertex,top,vertex,2022-11-10,243.33,2022-11-10,pending,,2022-11-10,,,2022-11-11,superseded
MSFT,vertex,top,vertex,2022-11-10,243.33,2022-11-11,invalidated,superseded,2022-11-10,,,2022-11-11,superseded
MSFT,point,3S,3S,2022-11-10,243.33,2022-11-10,pending,,2022-11-10,,,2022-11-11,superseded
MSFT,point,3S,3S,2022-11-10,243.33,2022-11-11,invalidated,superseded,2022-11-10,,,2022-11-11,superseded
MSFT,vertex,top,vertex,2022-11-11,247.99,2022-11-11,pending,,2022-11-11,2022-11-11,,2022-11-23,superseded
MSFT,vertex,top,vertex,2022-11-11,247.99,2022-11-11,confirmed_sublevel,,2022-11-11,2022-11-11,,2022-11-23,superseded
MSFT,vertex,top,vertex,2022-11-11,247.99,2022-11-23,invalidated,superseded,2022-11-11,2022-11-11,,2022-11-23,superseded
MSFT,vertex,bottom,vertex,2022-11-14,239.21,2022-11-14,pending,,2022-11-14,2022-11-14,,2022-11-17,superseded
MSFT,vertex,bottom,vertex,2022-11-14,239.21,2022-11-14,confirmed_sublevel,,2022-11-14,2022-11-14,,2022-11-17,superseded
MSFT,vertex,bottom,vertex,2022-11-14,239.21,2022-11-17,invalidated,superseded,2022-11-14,2022-11-14,,2022-11-17,superseded
MSFT,vertex,bottom,vertex,2022-11-17,237.63,2022-11-17,pending,,2022-11-17,,,2022-11-23,superseded
MSFT,vertex,bottom,vertex,2022-11-17,237.63,2022-11-23,invalidated,superseded,2022-11-17,,,2022-11-23,superseded
MSFT,vertex,top,vertex,2022-11-23,248.28,2022-11-23,pending,,2022-11-23,,,2022-11-25,superseded
MSFT,vertex,top,vertex,2022-11-23,248.28,2022-11-25,invalidated,superseded,2022-11-23,,,2022-11-25,superseded
MSFT,vertex,top,vertex,2022-11-25,248.7,2022-11-25,pending,,2022-11-25,,,2022-11-30,superseded
MSFT,vertex,top,vertex,2022-11-25,248.7,2022-11-30,invalidated,superseded,2022-11-25,,,2022-11-30,superseded
MSFT,vertex,bottom,vertex,2022-11-28,240.8,2022-11-28,pending,,2022-11-28,,,2022-11-29,superseded
MSFT,vertex,bottom,vertex,2022-11-28,240.8,2022-11-29,invalidated,superseded,2022-11-28,,,2022-11-29,superseded
MSFT,vertex,bottom,vertex,2022-11-29,238.21,2022-11-29,pending,,2022-11-29,2022-11-29,,2022-11-30,superseded
MSFT,vertex,bottom,vertex,2022-11-29,238.21,2022-11-29,confirmed_sublevel,,2022-11-29,2022-11-29,,2022-11-30,superseded
MSFT,vertex,bottom,vertex,2022-11-29,238.21,2022-11-30,invalidated,superseded,2022-11-29,2022-11-29,,2022-11-30,superseded
MSFT,vertex,top,vertex,2022-11-30,255.33,2022-11-30,pending,,2022-11-30,,,2022-12-01,superseded
MSFT,vertex,top,vertex,2022-11-30,255.33,2022-12-01,invalidated,superseded,2022-11-30,,,2022-12-01,superseded
MSFT,vertex,top,vertex,2022-12-01,256.12,2022-12-01,pending,,2022-12-01,,2022-12-08,,
MSFT,vertex,top,vertex,2022-12-01,256.12,2022-12-08,confirmed_native,,2022-12-01,,2022-12-08,,
MSFT,vertex,bottom,vertex,2022-12-02,249.69,2022-12-02,pending,,2022-12-02,,,2022-12-05,superseded
MSFT,vertex,bottom,vertex,2022-12-02,249.69,2022-12-05,invalidated,superseded,2022-12-02,,,2022-12-05,superseded
MSFT,vertex,bottom,vertex,2022-12-05,248.06,2022-12-05,pending,,2022-12-05,,,2022-12-06,superseded
MSFT,vertex,bottom,vertex,2022-12-05,248.06,2022-12-06,invalidated,superseded,2022-12-05,,,2022-12-06,superseded
MSFT,vertex,bottom,vertex,2022-12-06,243.78,2022-12-06,pending,,2022-12-06,2022-12-06,,2022-12-07,superseded
MSFT,vertex,bottom,vertex,2022-12-06,243.78,2022-12-06,confirmed_sublevel,,2022-12-06,2022-12-06,,2022-12-07,superseded
MSFT,vertex,bottom,vertex,2022-12-06,243.78,2022-12-07,invalidated,superseded,2022-12-06,2022-12-06,,2022-12-07,superseded
MSFT,vertex,bottom,vertex,2022-12-07,242.205,2022-12-07,pending,,2022-12-07,,,2022-12-19,superseded
MSFT,vertex,bottom,vertex,2022-12-07,242.205,2022-12-19,invalidated,superseded,2022-12-07,,,2022-12-19,superseded
MSFT,vertex,top,vertex,2022-12-08,248.74,2022-12-08,pending,,2022-12-08,2022-12-08,,2022-12-12,superseded
MSFT,vertex,top,vertex,2022-12-08,248.74,2022-12-08,confirmed_sublevel,,2022-12-08,2022-12-08,,2022-12-12,superseded
MSFT,vertex,top,vertex,2022-12-08,248.74,2022-12-12,invalidated,superseded,2022-12-08,2022-12-08,,2022-12-12,superseded
MSFT,vertex,top,vertex,2022-12-12,252.54,2022-12-12,pending,,2022-12-12,,,2022-12-13,superseded
