ticker,category,kind,gate_category,extreme_date,extreme_price,transition_date,state,reason,pending_date,sublevel_date,native_date,invalidated_date,invalid_reason
AAPL,vertex,top,vertex,2021-07-09,145.65,2021-07-12,invalidated,superseded,2021-07-09,2021-07-09,,2021-07-12,superseded
AAPL,vertex,top,vertex,2021-07-12,146.32,2021-07-12,pending,,2021-07-12,2021-07-12,,2021-07-13,superseded
AAPL,vertex,top,vertex,2021-07-12,146.32,2021-07-12,confirmed_sublevel,,2021-07-12,2021-07-12,,2021-07-13,superseded
AAPL,vertex,top,vertex,2021-07-12,146.32,2021-07-13,invalidated,superseded,2021-07-12,2021-07-12,,2021-07-13,superseded
AAPL,vertex,top,vertex,2021-07-13,147.46,2021-07-13,pending,,2021-07-13,2021-07-13,,2021-07-14,superseded
AAPL,vertex,top,vertex,2021-07-13,147.46,2021-07-13,confirmed_sublevel,,2021-07-13,2021-07-13,,2021-07-14,superseded
AAPL,vertex,top,vertex,2021-07-13,147.46,2021-07-14,invalidated,superseded,2021-07-13,2021-07-13,,2021-07-14,superseded
AAPL,vertex,top,vertex,2021-07-14,149.57,2021-07-14,pending,,2021-07-14,,,2021-07-15,superseded
AAPL,vertex,top,vertex,2021-07-14,149.57,2021-07-15,invalidated,superseded,2021-07-14,,,2021-07-15,superseded
AAPL,vertex,top,vertex,2021-07-15,150.0,2021-07-15,pending,,2021-07-15,2021-07-15,2021-08-02,,
AAPL,vertex,top,vertex,2021-07-15,150.0,2021-07-15,confirmed_sublevel,,2021-07-15,2021-07-15,2021-08-02,,
AAPL,vertex,top,vertex,2021-07-15,150.0,2021-08-02,confirmed_native,,2021-07-15,2021-07-15,2021-08-02,,
AAPL,vertex,bottom,vertex,2021-07-16,145.88,2021-07-16,pending,,2021-07-16,,,2021-07-19,superseded
AAPL,vertex,bottom,vertex,2021-07-16,145.88,2021-07-19,invalidated,superseded,2021-07-16,,,2021-07-19,superseded
AAPL,point,3B,3B,2021-07-16,145.88,2021-07-16,pending,,2021-07-16,,,2021-07-19,superseded
AAPL,point,3B,3B,2021-07-16,145.88,2021-07-19,invalidated,superseded,2021-07-16,,,2021-07-19,superseded
AAPL,vertex,bottom,vertex,2021-07-19,141.67,2021-07-19,pending,,2021-07-19,2021-07-19,,2021-08-02,superseded
AAPL,vertex,bottom,vertex,2021-07-19,141.67,2021-07-19,confirmed_sublevel,,2021-07-19,2021-07-19,,2021-08-02,superseded
AAPL,vertex,bottom,vertex,2021-07-19,141.67,2021-08-02,invalidated,superseded,2021-07-19,2021-07-19,,2021-08-02,superseded
AAPL,point,3B,3B,2021-07-19,141.67,2021-07-19,pending,,2021-07-19,2021-07-19,,2021-08-02,superseded
AAPL,point,3B,3B,2021-07-19,141.67,2021-07-19,confirmed_sublevel,,2021-07-19,2021-07-19,,2021-08-02,superseded
AAPL,point,3B,3B,2021-07-19,141.67,2021-08-02,invalidated,superseded,2021-07-19,2021-07-19,,2021-08-02,superseded
AAPL,vertex,bottom,vertex,2021-07-28,142.54,2021-08-02,pending,,2021-08-02,,2021-08-18,,
AAPL,vertex,bottom,vertex,2021-07-28,142.54,2021-08-18,confirmed_native,,2021-08-02,,2021-08-18,,
AAPL,vertex,top,vertex,2021-08-02,146.95,2021-08-02,pending,,2021-08-02,,,2021-08-03,superseded
AAPL,vertex,top,vertex,2021-08-02,146.95,2021-08-03,invalidated,superseded,2021-08-02,,,2021-08-03,superseded
AAPL,point,3B,3B,2021-07-28,142.54,2021-08-02,pending,,2021-08-02,,2021-08-18,,
AAPL,point,3B,3B,2021-07-28,142.54,2021-08-18,confirmed_native,,2021-08-02,,2021-08-18,,
AAPL,vertex,top,vertex,2021-08-03,148.045,2021-08-03,pending,,2021-08-03,2021-08-03,,2021-08-12,superseded
AAPL,vertex,top,vertex,2021-08-03,148.045,2021-08-03,confirmed_sublevel,,2021-08-03,2021-08-03,,2021-08-12,superseded
AAPL,vertex,top,vertex,2021-08-03,148.045,2021-08-12,invalidated,superseded,2021-08-03,2021-08-03,,2021-08-12,superseded
AAPL,vertex,top,vertex,2021-08-12,149.05,2021-08-12,pending,,2021-08-12,2021-08-12,,2021-08-13,superseded
AAPL,vertex,top,vertex,2021-08-12,149.05,2021-08-12,confirmed_sublevel,,2021-08-12,2021-08-12,,2021-08-13,superseded
AAPL,vertex,top,vertex,2021-08-12,149.05,2021-08-13,invalidated,superseded,2021-08-12,2021-08-12,,2021-08-13,superseded
AAPL,vertex,top,vertex,2021-08-13,149.4444,2021-08-13,pending,,2021-08-13,,,2021-08-16,superseded
AAPL,vertex,top,vertex,2021-08-13,149.4444,2021-08-16,invalidated,superseded,2021-08-13,,,2021-08-16,superseded
AAPL,vertex,top,vertex,2021-08-16,151.19,2021-08-16,pending,,2021-08-16,,,2021-08-17,superseded
AAPL,vertex,top,vertex,2021-08-16,151.19,2021-08-17,invalidated,superseded,2021-08-16,,,2021-08-17,superseded
AAPL,divergence,top,divergence,2021-08-16,151.19,2021-08-16,pending,,2021-08-16,,,2021-08-17,superseded
AAPL,divergence,top,divergence,2021-08-16,151.19,2021-08-17,invalidated,superseded,2021-08-16,,,2021-08-17,superseded
AAPL,vertex,top,vertex,2021-08-17,151.68,2021-08-17,pending,,2021-08-17,,2021-08-30,,
AAPL,vertex,top,vertex,2021-08-17,151.68,2021-08-30,confirmed_native,,2021-08-17,,2021-08-30,,
AAPL,divergence,top,divergence,2021-08-17,151.68,2021-08-17,pending,,2021-08-17,,2021-08-30,,
AAPL,divergence,top,divergence,2021-08-17,151.68,2021-08-30,confirmed_native,,2021-08-17,,2021-08-30,,
AAPL,vertex,bottom,vertex,2021-08-18,146.15,2021-08-18,pending,,2021-08-18,,,2021-08-19,superseded
AAPL,vertex,bottom,vertex,2021-08-18,146.15,2021-08-19,invalidated,superseded,2021-08-18,,,2021-08-19,superseded
AAPL,vertex,bottom,vertex,2021-08-19,144.5,2021-08-19,pending,,2021-08-19,,,2021-08-30,superseded
AAPL,vertex,bottom,vertex,2021-08-19,144.5,2021-08-30,invalidated,superseded,2021-08-19,,,2021-08-30,superseded
AAPL,vertex,bottom,vertex,2021-08-27,146.83,2021-08-30,pending,,2021-08-30,,,2021-09-15,superseded
AAPL,vertex,bottom,vertex,2021-08-27,146.83,2021-09-15,invalidated,superseded,2021-08-30,,,2021-09-15,superseded
AAPL,vertex,top,vertex,2021-08-30,153.49,2021-08-30,pending,,2021-08-30,2021-08-30,,2021-09-01,superseded
AAPL,vertex,top,vertex,2021-08-30,153.49,2021-08-30,confirmed_sublevel,,2021-08-30,2021-08-30,,2021-09-01,superseded
AAPL,vertex,top,vertex,2021-08-30,153.49,2021-09-01,invalidated,superseded,2021-08-30,2021-08-30,,2021-09-01,superseded
AAPL,divergence,top,divergence,2021-08-30,153.49,2021-08-30,pending,,2021-08-30,2021-08-30,,2021-09-01,superseded
AAPL,divergence,top,divergence,2021-08-30,153.49,2021-08-30,confirmed_sublevel,,2021-08-30,2021-08-30,,2021-09-01,superseded
AAPL,divergence,top,divergence,2021-08-30,153.49,2021-09-01,invalidated,superseded,2021-08-30,2021-08-30,,2021-09-01,superseded
AAPL,vertex,top,vertex,2021-09-01,154.98,2021-09-01,pending,,2021-09-01,2021-09-01,,2021-09-07,superseded
AAPL,vertex,top,vertex,2021-09-01,154.98,2021-09-01,confirmed_sublevel,,2021-09-01,2021-09-01,,2021-09-07,superseded
AAPL,vertex,top,vertex,2021-09-01,154.98,2021-09-07,invalidated,superseded,2021-09-01,2021-09-01,,2021-09-07,superseded
AAPL,divergence,top,divergence,2021-09-01,154.98,2021-09-01,pending,,2021-09-01,2021-09-01,,2021-09-07,superseded
AAPL,divergence,top,divergence,2021-09-01,154.98,2021-09-01,confirmed_sublevel,,2021-09-01,2021-09-01,,2021-09-07,superseded
AAPL,divergence,top,divergence,2021-09-01,154.98,2021-09-07,invalidated,superseded,2021-09-01,2021-09-01,,2021-09-07,superseded
AAPL,vertex,top,vertex,2021-09-07,157.26,2021-09-07,pending,,2021-09-07,2021-09-07,,2021-09-15,superseded
AAPL,vertex,top,vertex,2021-09-07,157.26,2021-09-07,confirmed_sublevel,,2021-09-07,2021-09-07,,2021-09-15,superseded
AAPL,vertex,top,vertex,2021-09-07,157.26,2021-09-15,invalidated,superseded,2021-09-07,2021-09-07,,2021-09-15,superseded
