config,rebal_date,n_long,n_short,one_way_turnover,longs,shorts,period_ret_net
lt_mom_6_21d,2022-08-12,100,100,0.32999999999999996,"ADI,ADM,ADP,AEE,AEP,AES,AJG,ALB,ALNY,AMT,AZO,BMY,BR,CAH,CASY,CDNS,CEG,CF,CHRW,CI","ABNB,ALGN,AMAT,AMD,APP,APTV,BA,BAC,BALL,BAX,BBY,BKNG,BX,BXP,C,CBRE,CCL,CFG,CHTR,CMCSA",0.027510994737116823
lt_mom_6_21d,2022-09-13,100,100,0.385,"ADP,ADSK,AES,AJG,ALB,ALNY,AMT,APD,ARES,AVY,AZO,BR,CAH,CASY,CDNS,CEG,CHRW,CI,CLX,CMG","AKAM,ALGN,AMAT,AMD,AOS,APP,ARE,ASML,BAC,BALL,BAX,BBY,BKR,BLDR,BXP,CCL,CFG,CHD,CHTR,CIEN",0.03763437625880184
lt_mom_6_21d,2022-10-12,100,100,0.325,"A,ADP,ADSK,AES,AJG,ALB,ALNY,AMGN,APA,AZO,BIIB,BLDR,CAH,CASY,CBOE,CEG,CI,CMG,CMI,COP","ABNB,ADBE,AKAM,ALGN,AMAT,AMD,AMT,APP,ARE,ASML,AVB,BALL,BAX,BBY,BKR,BXP,CCI,CCL,CHD,CHTR",-0.003529448162808868
lt_mom_6_21d,2022-11-10,100,100,0.4,"A,ACGL,ADP,ADSK,AES,AFL,AJG,ALB,ALNY,AMP,ANET,APA,APD,APO,APTV,ARES,AXON,AZO,BA,BIIB","ABNB,ADBE,AIZ,ALGN,AMD,AMZN,APP,AVB,AVGO,BALL,BAX,BBY,BNY,BXP,CCI,CCL,CHD,CHRW,CHTR,CIEN",-0.03579255629554268
lt_mom_6_21d,2022-12-12,100,100,0.275,"A,ACGL,ADP,AES,AFL,AJG,ALNY,AME,AMP,ANET,APD,APO,AXON,BA,BIIB,BSX,CAH,CASY,CEG,CI","ADBE,AIZ,ALGN,AMD,AMT,AMZN,APP,AVB,BALL,BAX,BG,BKR,BNY,BX,BXP,CCI,CCL,CHD,CHTR,CINF",-0.01570925783542365
lt_mom_6_21d,2023-01-12,100,100,0.34500000000000003,"A,ACGL,AES,AFL,AIG,ALNY,AME,AMP,APA,APD,APO,ARES,ASML,AXON,BA,BIIB,BKNG,CAH,CAT,CEG","AAPL,ADBE,AIZ,ALGN,AMD,AMT,AMZN,APP,AVB,BALL,BAX,BMY,BNY,BX,BXP,CCI,CHD,CHTR,CLX,CME",-0.02004007879720371
lt_mom_6_21d,2023-02-13,100,100,0.325,"A,ACGL,AME,AMP,APA,APO,ARES,ASML,AXON,BA,BIIB,BKNG,BKR,BLDR,CAH,CAT,CDW,CINF,CRH,DD","ADBE,ADP,AEP,AIZ,AMD,AMT,AMZN,APP,AVB,BAX,BR,BRO,BX,BXP,CCI,CF,CHRW,CHTR,CMS,CNC",-0.004637871014005479
lt_mom_6_21d,2023-03-15,100,100,0.365,"ACGL,ADI,ALGN,AMAT,AMD,ANET,AOS,APTV,ASML,AVGO,AXON,AZO,BA,BIIB,BKNG,BLDR,BSX,CAT,CCEP,CDNS","ACN,AES,AIZ,AKAM,ALB,AMT,AMZN,APA,APP,ARE,AVB,BAC,BAX,BR,BRO,BXP,CCI,CCL,CF,CFG",-0.01642814552638394
lt_mom_6_21d,2023-04-14,100,100,0.29000000000000004,"ACGL,ADBE,ADI,ALGN,AMAT,AMD,ANET,AOS,APO,APTV,ARES,ASML,AVGO,AXON,BA,BKNG,BLDR,BLK,BSX,CCEP","ADM,ADP,ADSK,AIZ,ALB,ALL,AMZN,APA,APP,ARE,AVB,BAC,BAX,BRO,BX,BXP,CCI,CEG,CF,CFG",0.017363127116751587
lt_mom_6_21d,2023-05-15,100,100,0.37500000000000006,"AAPL,ACGL,ADI,ALGN,AMAT,AMD,AMZN,AOS,APP,ASML,AVGO,BKNG,BLDR,BSX,CBOE,CCEP,CDNS,CHD,CLX,CMCSA","ADM,ADP,AES,AIG,ALB,AMGN,APA,APTV,ARE,BAC,BAX,BLK,BMY,BX,BXP,CCI,CEG,CF,CFG,CI",0.0014043374461734093
