ticker,market_date,rr_10,rr_25,rr_40,rr_slope,deviation_class,drive_class,rr_25d,fwd_ret,mom,mom_decile,exc_mom
AAOI,2026-01-14,0.372056890473358,0.014107615262597184,0.043140503927179163,-0.01001292030610923,NORMAL,CHASE,-0.040226530157351,0.27618218740934153,0.2103230337078652,7,0.27754043376064824
AAOI,2026-01-15,0.05394615896599997,-0.04789598504756942,-0.05457026944225085,-0.015504840605038095,RICH,CHASE,-0.001312591094805082,0.20162162162162156,0.12291350531107725,6,0.1653640731020583
AAOI,2026-01-16,-0.16513163595203628,-0.03866050888778627,-0.06064352979211507,-0.01207049857387199,NORMAL,CHASE,-0.04037505704906885,0.18547516198704095,0.18946692357096984,7,0.24678155939792296
AAOI,2026-01-20,,-0.01010641284700009,-0.03499486725726808,0.0024393463403693527,RICH,CHASE,-0.01092851331590494,0.1064696892511463,0.22994987468671657,7,0.12797952552154745
AAOI,2026-01-21,0.02983611546779552,0.032159280125367284,0.05793139582024798,0.05045135300407211,RICH,CHASE,-0.00469296991858204,0.22407503908285542,0.12419449326303456,6,0.12360201602480834
AAOI,2026-01-22,0.00544282434048049,-0.05637310058715306,-0.09340306946585031,-0.022217793489088367,NORMAL,STRUCTURAL,-0.02090174457137017,0.3546526867627786,0.1422155688622755,7,0.27215156443827454
AAOI,2026-01-23,-0.2168060087235073,-0.027187702783248224,-0.08024313131150362,0.0014898491304019545,NORMAL,STRUCTURAL,-0.0557788011354641,0.5106382978723405,0.19165971643035862,7,0.45388791039356857
AAOI,2026-01-26,,-0.016898893326419806,-0.11242026581515607,-0.012225410349101073,NORMAL,STRUCTURAL,-0.03577317828127402,0.6127830323875036,0.11114649681528666,6,0.4544781717940221
AAOI,2026-01-27,,-0.0006866831947105467,-0.07791869554466979,0.020756080279696665,NORMAL,CHASE,-0.01394168656629002,0.5544263171971113,0.0993825345486623,6,0.541182705362681
AAOI,2026-01-28,,,-0.03831587355300625,,NORMAL,CHASE,-0.0537308256874161,0.1870439973468936,0.21520687802256844,7,0.2003679177821497
AAOI,2026-01-29,,0.12060629921720545,0.09068824669398534,0.07019323904624608,CHEAP,CHASE,-0.1084708101808709,1.1286328026282537,0.07323026851098469,6,0.9392977952009548
AAOI,2026-01-30,,,-0.10725866666830641,,NORMAL,CHASE,-0.048636742718629,1.3506076587938547,0.22914317925591887,8,1.1239888425404518
AAOI,2026-02-02,,-0.061713351056835064,-0.14376331543519005,-0.006812077541534567,NORMAL,CHASE,-0.0616089688104569,1.1589673913043481,0.2591958939264327,8,0.9849805173309178
AAOI,2026-02-03,,0.05759116491998584,0.1274566613594328,0.008959331408091575,NORMAL,CHASE,-0.02062483738653498,1.1619687771032088,0.29696287964004475,8,0.9880747905156042
AAOI,2026-02-04,,-0.026849635569042407,-0.032243147626204616,-0.05349873604107791,CHEAP,CHASE,-0.114122468525361,1.5348370927318298,0.2076271186440677,7,1.3402809787449357
AAOI,2026-02-05,,-0.10989103501870545,-0.06789358081683416,-0.08970334938175806,NORMAL,CHASE,-0.065839653099919,1.5066876475216362,0.2925423728813561,8,1.3248714103519903
AAOI,2026-02-06,,0.0222154109263466,0.03725200209822099,,NORMAL,CHASE,-0.01955940868277817,1.4970654627539508,0.4059028879720723,8,1.3376389258693056
AAOI,2026-02-09,,-0.014558355128679645,-0.01635355954440687,,NORMAL,CHASE,-0.060679805507343,1.5149238154873723,0.6463917525773193,9,1.3594653673888617
AAOI,2026-02-10,,-0.02345437942014117,-0.03474438700206939,,NORMAL,CHASE,-0.04044224122987394,1.6193029490616624,0.6972348617430872,9,1.3768113026836775
AAOI,2026-02-11,,0.042575890256677296,-0.008313064695906203,,NORMAL,CHASE,-0.03338576734403187,1.19400826446281,0.9040125885129817,9,1.0545279224221704
AAOI,2026-02-12,,0.01581850413351038,-0.022278983688159393,0.028878976866477002,NORMAL,CHASE,-0.02809814234169794,1.2007274380541033,0.8522105263157895,9,1.0574785745914757
AAOI,2026-02-13,,-0.04892607562072526,-0.04039993381647977,,NORMAL,CHASE,-0.0554019745168481,1.1158344579397208,0.857142857142857,9,0.9548527980826592
AAOI,2026-02-17,,0.04484941700100653,-0.030207343980166668,0.06667251615524217,RICH,CHASE,-0.00435497679825092,0.9660669551355046,1.0999521759923478,9,0.7768978308220427
AAOI,2026-02-18,,-0.003042529361523938,-0.009301038138004314,-0.02488277310928355,NORMAL,CHASE,-0.02610148388837308,1.132366482504604,1.023759608665269,9,0.9336369893724212
AAOI,2026-02-19,,0.07114744996299827,0.031247808416840384,,RICH,CHASE,0.0934570075518659,1.1694338016177097,1.1719833564493758,9,0.9229954692724048
AAOI,2026-02-20,,,0.024995982030714403,,NORMAL,CHASE,-0.01444147203584589,0.6938854489164088,1.4739109621828623,9,0.5734954503041688
AAOI,2026-02-23,,0.024828506689933638,-0.025497346516123676,,RICH,CHASE,0.01088301539348602,0.7746478873239437,1.5855294681360803,9,0.638687034788879
AAOI,2026-02-24,,0.051014059935477585,0.08257757470967975,,RICH,CHASE,0.00494778404043794,1.02416918429003,1.8871216008209344,9,0.8447543470088387
AAOI,2026-02-25,,,-0.06105078023785815,,NORMAL,CHASE,-0.02041276525236802,0.9685134205092911,1.8241010689990285,9,0.8380331926294428
AAOI,2026-02-26,,-0.06558228134813349,-0.02210339379233095,-0.05841229723243946,RICH,CHASE,0.01184641411060583,0.8144905941516112,1.3894080996884735,9,0.7664057615633894
AAOI,2026-02-27,,,,,NORMAL,STRUCTURAL,-0.01769202083398191,0.16597411848510024,2.705675318961725,9,0.16145532860622558
AAOI,2026-03-02,,,,,RICH,CHASE,-0.00900912689501587,-0.1689591259389328,3.00899491591709,9,-0.03104534727433944
AAOI,2026-03-03,,0.030983124210082424,-0.0038597674443974217,0.007722413557752716,RICH,STRUCTURAL,-0.00959914017577801,-0.1127543528424586,2.5601194921583272,9,-0.07739052808641465
AAOI,2026-03-04,,0.07353257308287642,0.040285437654486334,0.028838344936841454,RICH,STRUCTURAL,-0.003986781467660849,-0.1339885668438472,2.758386732001507,9,-0.12799687778138835
AAOI,2026-03-05,,0.139438447486256,0.09486029283833242,,NORMAL,STRUCTURAL,-0.01991345397106703,0.027387779315799943,2.887009992313605,9,-0.09603711536349913
AAOI,2026-03-06,,-0.014888780656895806,-0.08963617355262965,-0.01858876512171448,NORMAL,STRUCTURAL,-0.01765277273312704,0.1241891609123249,2.7263157894736842,9,-0.06913686633256974
AAOI,2026-03-09,,0.1705070113248608,0.14562587731114052,,RICH,STRUCTURAL,0.0487432846950571,0.06346049538962206,3.2157012195121952,9,-0.07278426424975926
AAOI,2026-03-10,,,-0.038544636182701764,,RICH,STRUCTURAL,0.01379093021445699,0.10133621047389818,3.531402783001128,9,-0.1099289427264836
AAOI,2026-03-11,,0.1059245369306081,0.015667610152416245,,RICH,STRUCTURAL,0.03562900308537298,0.04952365955436577,3.5621408045977017,9,-0.14925947495793662
AAOI,2026-03-12,0.07156309470331612,0.0029049022835374583,-0.03761578732084492,,RICH,STRUCTURAL,0.03024915857825294,0.41821263772483275,2.4953917050691246,9,0.12307726229429389
AAOI,2026-03-13,0.09766893318032355,0.09771515623168003,0.07221045344335009,,RICH,STRUCTURAL,0.02118059677123108,0.5823778535275281,1.7675814751286452,9,0.3010749414433307
AAOI,2026-03-16,0.06825997860627409,0.0648756613001058,-0.00055986190478996,0.0808488393073361,NORMAL,STRUCTURAL,-0.013037687048292,0.5561815669182524,1.5900330396475768,9,0.28228062883800753
AAOI,2026-03-17,-0.04754793943343061,-0.008321162199629972,-0.060160155258373704,0.0017746280452053398,NORMAL,STRUCTURAL,-0.0128898861606499,0.6512220549055949,1.6927635683094198,9,0.4364944579425064
AAOI,2026-03-18,-0.020735124585837594,0.009760055319048,-0.03504861440824558,0.03967041160471574,NORMAL,STRUCTURAL,-0.02715254181829208,0.6983698585771347,2.0979933110367894,9,0.47443678352377816
AAOI,2026-03-19,0.08800952106592996,0.026808143872655066,-0.012718031563228926,,NORMAL,STRUCTURAL,-0.00941912507067788,0.5641679748822603,2.5193370165745854,9,0.37563108613742646
AAOI,2026-03-20,0.0804537136768746,0.04645252022751989,0.052002115831187634,-0.012646417420947964,RICH,STRUCTURAL,0.0539280423903561,0.8673749143248799,2.225497420781135,9,0.5786573206872889
AAOI,2026-03-23,0.05810717277212851,0.05224640124793267,-0.005654634470319664,0.014297817774293176,RICH,STRUCTURAL,0.096880540008464,0.5723684210526314,2.273846153846154,9,0.2655504295798072
AAOI,2026-03-24,,0.056454820345879675,0.05086633890087544,,RICH,CHASE,0.00540971778912902,0.3118525021949077,2.636653895274585,9,0.06460147013505765
AAOI,2026-03-25,,0.07640917220946952,0.050777724334670316,,RICH,STRUCTURAL,0.066273921569576,0.20382833668385625,1.9264611842946668,9,-0.036062263354039115
AAOI,2026-03-26,0.005416708111551705,0.00039408713619448754,-0.04463323041639011,-0.023576128555949705,RICH,STRUCTURAL,0.068152363529471,0.6646479162389651,1.3971456692913384,9,0.27772621758586946
AAOI,2026-03-27,0.09627862219746275,0.11454214466421653,0.06160887326308129,0.06379089452720477,RICH,STRUCTURAL,0.0712813073613299,0.4843702270644539,1.3953658536585363,9,0.12040195795390413
AAOI,2026-03-30,,0.1128044064576661,0.06731826188597712,0.037253372889053615,RICH,PANIC,0.1037070978382562,0.6112219744101419,1.2919020715630882,9,0.38349238892679005
AAOI,2026-03-31,0.08167882017163652,0.05461928110707026,0.004711700185430656,0.020623394553388463,RICH,PANIC,0.0663493925258381,0.8067147416952358,1.3017687074829931,9,0.4095212485683767
AAOI,2026-04-01,0.033703815140925686,0.047403142776498264,-0.006589980518873162,0.01606356436602452,RICH,PANIC,0.0681110762623061,0.9034163288940362,1.397279289283731,9,0.46960113349177457
AAOI,2026-04-02,,0.10169587487130016,0.05183587481163032,0.014140214842317311,RICH,STRUCTURAL,0.0929484044650171,0.7660475411413723,1.980780263912794,9,0.4838617469078989
AAOI,2026-04-06,,0.026989049820085098,-0.04252932773850793,,NORMAL,STRUCTURAL,-0.00562910595200994,0.6098650535132619,1.7133838383838382,9,0.3419078426512805
AAOI,2026-04-07,,,0.04279887041844832,,RICH,CHASE,0.03569921072185189,0.5349370962257736,2.3621034581308944,9,0.2514082810184737
AAOI,2026-04-08,,,0.04961597107932336,,RICH,CHASE,0.049449231705321,0.34544084400904307,2.436933436933437,9,0.026994101842856
AAOI,2026-04-09,,0.1657474227057707,0.029393890059696837,,RICH,CHASE,0.03255745474111005,0.18192048012003004,2.5028248587570623,9,0.031226781458768255
AAOI,2026-04-10,,,0.005163588882108883,,RICH,STRUCTURAL,0.03426628980244195,-0.011022576361221725,3.5622538624659192,9,-0.18327559820136058
AAOI,2026-04-13,,,-0.003969032524975935,,RICH,STRUCTURAL,0.03192579138204299,0.20699784581239,3.5002937720329026,9,-0.05480333395331882
AAOI,2026-04-14,,-0.010670766961161204,-0.04410849900814329,,NORMAL,CHASE,-0.01080129933895413,0.28615342578044967,3.341340450771056,9,0.07466025960544423
AAOI,2026-04-15,,0.036360036145918206,0.025408785538924672,,RICH,CHASE,0.03596112695285592,0.5650648895124517,3.1705675833820948,9,0.24253860945851474
AAOI,2026-04-16,,,-0.00962543114520531,,RICH,CHASE,0.036474225627672,0.2939867785405543,3.563968668407311,9,-0.014517876145761277
AAOI,2026-04-17,,,-0.013302270032850227,,NORMAL,CHASE,-0.00708419585794085,0.19407853468824499,3.3086486486486484,9,0.0005319594773826597
AAOI,2026-04-20,,,0.039864094624956214,,RICH,CHASE,0.0647848152916901,0.05988866458677422,3.4133369330453567,9,-0.08839980926774504
AAOI,2026-04-21,,,-0.06033835685330402,,NORMAL,CHASE,-0.0563455223270981,0.13787607093046428,2.835201222618441,9,0.0065344855368208166
AAOI,2026-04-22,,0.03977973558494674,0.03796872313562116,,NORMAL,CHASE,0.01173153685226902,0.10600990496586804,2.893173527879103,9,-0.025574676149896863
AAOI,2026-04-23,,0.03668859899758026,0.05299326522492165,,RICH,CHASE,0.04464742953671808,0.28374355623321,2.610222804718217,9,0.058675579233311626
AAOI,2026-04-24,,0.010640769414304918,-0.006480605790418981,,NORMAL,CHASE,0.000722199631097986,0.11913424184497767,3.54003359462486,9,-0.0806847070946472
AAOI,2026-04-27,,-0.012256785864778408,-0.03556221458032982,,NORMAL,CHASE,-0.01129591044066003,0.218411304705721,3.178274577242763,9,-0.0532562095457369
AAOI,2026-04-28,,0.008152907094791217,-0.01912822034617645,0.030381917934716007,NORMAL,CHASE,0.02572779081042009,0.31014133760746043,2.6710350361059105,9,-0.02665989605927177
