pricing,delta,dte,fee,ann_return,ann_vol,sharpe,max_drawdown,calmar,cvar5,worst_month,win_rate,breach_rate,mean_credit,n_trades
skew,0.1,63,0.0,0.05392782460011869,0.049077598703406757,0.27975750805264515,-0.11401456620246209,0.4729906572144125,-0.005986212278653598,-0.025340830680919302,0.9713438735177866,0.030632411067193676,1.9629187336244778,1012
skew,0.1,63,0.005,0.04867128562741163,0.0490766249415277,0.17785983972804417,-0.11473502238620537,0.4242060062844717,-0.006005934774441678,-0.025785518556702525,0.9713438735177866,0.030632411067193676,1.9629187336244778,1012
skew,0.1,63,0.01,0.04344086049154905,0.04907565117964871,0.07595812768413468,-0.11545490699483507,0.3762582433459705,-0.006025657270229868,-0.0262300123612087,0.9713438735177866,0.030632411067193676,1.9629187336244778,1012
skew,0.1,63,0.015,0.03823641997656568,0.04907467741776968,-0.025947628318626483,-0.11617422047047832,0.32912998961144013,-0.006045379766017952,-0.026674312175285042,0.9713438735177866,0.030632411067193676,1.9629187336244778,1012
skew,0.15,21,0.0,0.05576458053624456,0.04672356187126079,0.3287663967707092,-0.13170159771764944,0.42341612784224786,-0.0062685023121532915,-0.05849444583920371,0.9392752203721841,0.07149853085210578,1.3947543634926205,1021
skew,0.15,21,0.005,0.050498880614433306,0.04672263481646176,0.22173489757493142,-0.1318738637652167,0.3829331997456268,-0.0062882192069486365,-0.058924007390662836,0.9392752203721841,0.07149853085210578,1.3947543634926205,1021
skew,0.15,21,0.01,0.04525934003993082,0.046721707761662755,0.11469915092830871,-0.13204609905312692,0.3427540863719219,-0.006307936101744092,-0.05935338147229818,0.9392752203721841,0.07149853085210578,1.3947543634926205,1021
skew,0.15,21,0.015,0.0400458293715773,0.04672078070686367,0.007659156579169653,-0.13221830358626008,0.3028765933715913,-0.006327652996539447,-0.059782568162203065,0.9392752203721841,0.07149853085210578,1.3947543634926205,1021
skew,0.15,30,0.0,0.054553886961564935,0.04737332117446888,0.30063560626458635,-0.1361249467462592,0.4007633300548131,-0.0063034961118533794,-0.05913716842406991,0.943081452404318,0.06378802747791953,1.7411865938533446,1019
skew,0.15,30,0.005,0.049294225458903496,0.0473723812276202,0.19507212135649726,-0.13682742344661558,0.3602656851763058,-0.006323212312327317,-0.05956643673359352,0.943081452404318,0.06378802747791953,1.7411865938533446,1019
skew,0.15,30,0.01,0.04406069330542994,0.04737144128077148,0.08950444725439285,-0.1375293428359129,0.32037303746880424,-0.0063429285128013616,-0.059995517701271095,0.943081452404318,0.06378802747791953,1.7411865938533446,1019
skew,0.15,30,0.015,0.038853161208421305,0.04737050133392275,-0.016067416289904702,-0.13823070534524173,0.2810747518894776,-0.006362644713275274,-0.06042441140514121,0.943081452404318,0.06378802747791953,1.7411865938533446,1019
skew,0.15,42,0.0,0.05533432675916106,0.05288005286624277,0.2885566270309788,-0.15577694150962706,0.35521513147529205,-0.007118159126817895,-0.07193297332805693,0.9419862340216323,0.07079646017699115,2.1612369326187424,1017
skew,0.15,42,0.005,0.050070772758251225,0.05287900365884456,0.19398613014632476,-0.1564634378105202,0.3200158034293466,-0.0071378591633431,-0.0723564035564539,0.9419862340216323,0.07079646017699115,2.1612369326187424,1017
skew,0.15,42,0.01,0.04483336744398003,0.05287795445144643,0.09941188031472734,-0.15714938947843227,0.28529138797661774,-0.007157559199868418,-0.07277964899086675,0.9419862340216323,0.07079646017699115,2.1612369326187424,1017
skew,0.15,42,0.015,0.03962198142793816,0.052876905244048304,0.004833877313817352,-0.1578347969346443,0.2510345132850818,-0.007177259236393645,-0.07320270970827447,0.9419862340216323,0.07079646017699115,2.1612369326187424,1017
skew,0.15,63,0.0,0.0558046179174847,0.05306877160576491,0.2960704226286233,-0.13401517105590754,0.416405228436447,-0.007024056068244064,-0.047895063182597286,0.9545454545454546,0.05434782608695652,2.829413519184313,1012
skew,0.15,63,0.005,0.05053871830642431,0.053067718653947334,0.2018362294575864,-0.1349101640183994,0.37461016131839936,-0.007043757971893471,-0.04832946069836874,0.9545454545454546,0.05434782608695652,2.829413519184313,1012
skew,0.15,63,0.01,0.0452989790347047,0.05306666570212976,0.10759829668551464,-0.13592230597324728,0.33327111919084573,-0.007063459875542971,-0.048763668633795665,0.9545454545454546,0.05434782608695652,2.829413519184313,1012
skew,0.15,63,0.015,0.040085270656257777,0.053065612750312234,0.013356624090851914,-0.13693328378533276,0.2927357728388268,-0.007083161779192366,-0.049197687067854656,0.9545454545454546,0.05434782608695652,2.829413519184313,1012
skew,0.2,21,0.0,0.05932701008329211,0.05369365346518994,0.3553407519210533,-0.1520220251821095,0.39025272826239077,-0.0075479779732989805,-0.07706493897844047,0.9138099902056807,0.10871694417238002,1.9212888919162612,1021
skew,0.2,21,0.005,0.054043542294162084,0.05369258811492276,0.2622032477262801,-0.1521902597587963,0.35510513208805056,-0.007567669481672473,-0.07748602774945912,0.9138099902056807,0.10871694417238002,1.9212888919162612,1021
skew,0.2,21,0.01,0.04878632212091194,0.053691522764655546,0.16906204745160253,-0.15235846429568178,0.3202074945191914,-0.007587360990046074,-0.07790693274835636,0.9138099902056807,0.10871694417238002,1.9212888919162612,1021
skew,0.2,21,0.015,0.043555219685614155,0.053690457414388416,0.07591715087804382,-0.15252663879753203,0.2855581164640396,-0.007607052498419584,-0.07832765405168296,0.9138099902056807,0.10871694417238002,1.9212888919162612,1021
skew,0.2,30,0.0,0.05778009380927873,0.05349167377305379,0.3291143281637916,-0.16318970788729614,0.3540670214887783,-0.007483636615217104,-0.07586116339656568,0.9205103042198234,0.10009813542688911,2.3713090615036445,1019
skew,0.2,30,0.005,0.0525043413736026,0.05349061243032018,0.23562514522918615,-0.16387017635390333,0.32040205571153624,-0.007503329400204843,-0.07628280138973653,0.9205103042198234,0.10009813542688911,2.3713090615036445,1019
skew,0.2,30,0.01,0.04725479822488232,0.053489551087586615,0.1421322522586208,-0.16455010496971978,0.287175740383624,-0.007523022185192707,-0.07670425537109271,0.9205103042198234,0.10009813542688911,2.3713090615036445,1019
skew,0.2,30,0.015,0.04203133467485021,0.053488489744853,0.04863564903229586,-0.16525776401684644,0.25433803322284765,-0.007542714970180453,-0.07712552541728623,0.9205103042198234,0.10009813542688911,2.3713090615036445,1019
skew,0.2,42,0.0,0.05745062180293137,0.05859284063905053,0.3000478197756869,-0.1755562098892196,0.32724915762982215,-0.008343024765302489,-0.08550819591078396,0.9144542772861357,0.10619469026548672,2.903523334644715,1017
skew,0.2,42,0.005,0.05217651263200218,0.058591678082688656,0.21469792343502545,-0.1762266222956499,0.29607622249303106,-0.008362700498938058,-0.0859254324490345,0.9144542772861357,0.10619469026548672,2.903523334644715,1017
skew,0.2,42,0.01,0.04692860458449455,0.0585905155263268,0.12934464005885035,-0.17689650282928093,0.265288481309234,-0.00838237623257374,-0.08634248689635904,0.9144542772861357,0.10619469026548672,2.903523334644715,1017
skew,0.2,42,0.015,0.041706768012531814,0.058589352969964884,0.043987969446457505,-0.1775658519015274,0.23488056721436007,-0.0084020519662093,-0.08675935932861101,0.9144542772861357,0.10619469026548672,2.903523334644715,1017
skew,0.2,63,0.0,0.05734189911976606,0.05791017337618417,0.301084468936788,-0.16645873081201312,0.34448117464336553,-0.008105728183562283,-0.06536070729626797,0.9268774703557312,0.09288537549407115,3.721920072352443,1012
skew,0.2,63,0.005,0.05206833221084861,0.057909024364807646,0.21472843538873088,-0.16743394208470608,0.3109783569720102,-0.00812540862546336,-0.06578713611854614,0.9268774703557312,0.09288537549407115,3.721920072352443,1012
skew,0.2,63,0.01,0.04682096373146072,0.05790787535343115,0.12836897487747792,-0.16840803171372387,0.27802096642903285,-0.00814508906736455,-0.06621337883818945,0.9268774703557312,0.09288537549407115,3.721920072352443,1012
skew,0.2,63,0.015,0.04159966404705706,0.057906726342054654,0.0420060871999804,-0.16938100096690278,0.24559817104390402,-0.00816476950926562,-0.06663943553272289,0.9268774703557312,0.09288537549407115,3.721920072352443,1012
skew,0.25,21,0.0,0.06212720239976299,0.060176605659159464,0.36706608523651285,-0.16937958049014046,0.3667927516409181,-0.008737438981073951,-0.08925535433007481,0.8863858961802155,0.14985308521057786,2.4818099556439845,1021
skew,0.25,21,0.005,0.05682976845498122,0.060175411678888485,0.2839624801051,-0.16970912964600915,0.33486571154728456,-0.00875710688903064,-0.08967088122871991,0.8863858961802155,0.14985308521057786,2.4818099556439845,1021
skew,0.25,21,0.01,0.05155865150821759,0.060174217698617444,0.20085557708024146,-0.17103529796155448,0.3014503562873145,-0.008776774796987435,-0.09008622678256228,0.8863858961802155,0.14985308521057786,2.4818099556439845,1021
skew,0.25,21,0.015,0.04631372133823031,0.06017302371834643,0.11774537596657442,-0.17249792512397621,0.2684885705433507,-0.008796442704944108,-0.09050139106714417,0.8863858961802155,0.14985308521057786,2.4818099556439845,1021
skew,0.25,30,0.0,0.060260745285214634,0.059499652388091656,0.34094814571954557,-0.186181324666313,0.32366697032163727,-0.008618342228810968,-0.08813455684344829,0.888125613346418,0.14131501472031405,3.03735085599341,1019
skew,0.25,30,0.005,0.05497262042624973,0.059498471839433145,0.25689903494107263,-0.18779445940230377,0.29272759484604555,-0.008638012499798436,-0.08855059510552044,0.888125613346418,0.14131501472031405,3.03735085599341,1019
skew,0.25,30,0.01,0.04971076631891358,0.05949729129077465,0.17284658874759234,-0.18940442852808703,0.2624583105328073,-0.008657682770786029,-0.08896645179962037,0.888125613346418,0.14131501472031405,3.03735085599341,1019
skew,0.25,30,0.015,0.04447505297079868,0.05949611074211618,0.08879080694151845,-0.19101123819319898,0.2328399804717994,-0.008677353041773509,-0.08938212700138326,0.888125613346418,0.14131501472031405,3.03735085599341,1019
skew,0.25,42,0.0,0.05941600620835641,0.06459087261421873,0.3066508438010511,-0.19314772776526623,0.307619493616643,-0.009482754851181309,-0.0963138617933752,0.887905604719764,0.14454277286135694,3.6822524839650956,1017
skew,0.25,42,0.005,0.05413209454480805,0.06458959104928584,0.22922670208499152,-0.1947470538394931,0.2779610447376663,-0.009502407971124676,-0.09672616825067104,0.887905604719764,0.14454277286135694,3.6822524839650956,1017
skew,0.25,42,0.01,0.048874432702253445,0.06458830948435305,0.15179948786000655,-0.196343241401586,0.24892342793857256,-0.009522061091068177,-0.097138294768634,0.887905604719764,0.14454277286135694,3.6822524839650956,1017
skew,0.25,42,0.015,0.043642890791852684,0.06458702791942023,0.07436920094403693,-0.19793629654843692,0.22048957949040363,-0.009541714211011559,-0.09755024142222013,0.887905604719764,0.14454277286135694,3.6822524839650956,1017
skew,0.25,63,0.0,0.05856651754384612,0.06313472955201575,0.29951286734485627,-0.19307373579400056,0.30333756843206,-0.009181498197477262,-0.07836910111176887,0.900197628458498,0.14130434782608695,4.648653169199519,1012
skew,0.25,63,0.005,0.05328684276461315,0.06313347687881038,0.22030301073609884,-0.1940178085330172,0.274649235384725,-0.009201157294735217,-0.07878959485931036,0.900197628458498,0.14130434782608695,4.648653169199519,1012
skew,0.25,63,0.01,0.04803339675805707,0.06313222420560496,0.14109001075388775,-0.1949607954424848,0.24637464495895206,-0.009220816391993262,-0.07920990509440984,0.900197628458498,0.14130434782608695,4.648653169199519,1012
skew,0.25,63,0.015,0.04280604973948865,0.06313097153239956,0.061873867211988,-0.19590269774975733,0.218506688428397,-0.009240475489251202,-0.07963003189351225,0.900197628458498,0.14130434782608695,4.648653169199519,1012
skew,0.3,21,0.0,0.06473570482411684,0.06629906389994027,0.37602332553452705,-0.18665528381673646,0.3468195676028985,-0.00983659832859848,-0.09779654334149779,0.8550440744368266,0.1851126346718903,3.0782009753284223,1021
skew,0.3,21,0.005,0.05942526079047017,0.06629774844232321,0.3005940120468539,-0.18809029414399392,0.3159400704907012,-0.009856244427837958,-0.0982081733259007,0.8550440744368266,0.1851126346718903,3.0782009753284223,1021
skew,0.3,21,0.01,0.0541411983873592,0.06629643298470614,0.22516170521325832,-0.18952280103418417,0.28567115983893554,-0.00987589052707753,-0.09861962366619814,0.8550440744368266,0.1851126346718903,3.0782009753284223,1021
skew,0.3,21,0.015,0.048883387073725304,0.0662951175270891,0.14972640485638247,-0.19095280880509946,0.2559972140740768,-0.009895536626316995,-0.09903089443722224,0.8550440744368266,0.1851126346718903,3.0782009753284223,1021
skew,0.3,30,0.0,0.06256049202592417,0.06502900750813646,0.35057174474243236,-0.2062091053140923,0.3033837518020054,-0.009611124812082572,-0.09700191007599812,0.8684985279685966,0.17369970559371933,3.7418653950289835,1019
skew,0.3,30,0.005,0.05726089701873205,0.06502771725005098,0.27366925050981583,-0.20778254139284325,0.2755808868006478,-0.009630775385002918,-0.09741390261152594,0.8684985279685966,0.17369970559371933,3.7418653950289835,1019
skew,0.3,30,0.01,0.051987629745448904,0.06502642699196551,0.19676370446938832,-0.2093528897658975,0.2483253505771164,-0.009650425957923382,-0.09782571534472329,0.8684985279685966,0.17369970559371933,3.7418653950289835,1019
skew,0.3,30,0.015,0.046740559931708114,0.06502513673388,0.1198551064403284,-0.210920156431456,0.2216030972217569,-0.00967007653084373,-0.0982373483504888,0.8684985279685966,0.17369970559371933,3.7418653950289835,1019
skew,0.3,42,0.0,0.06118452084362547,0.07104545349797076,0.3084296150085987,-0.22208744896214716,0.2754974273852541,-0.010632391808603746,-0.10617814164585826,0.8623402163225172,0.16912487708947885,4.500963479642399,1017
skew,0.3,42,0.005,0.05589178858924604,0.07104404386595696,0.2380395671079149,-0.22390663976533354,0.24962095205315799,-0.010652022118290052,-0.1065859475292188,0.8623402163225172,0.16912487708947885,4.500963479642399,1017
skew,0.3,42,0.01,0.050625349975468525,0.07104263423394304,0.16764672584013207,-0.22572161226148535,0.22428224514373044,-0.010671652427976443,-0.10699357543739219,0.8623402163225172,0.16912487708947885,4.500963479642399,1017
skew,0.3,42,0.015,0.04538507489662513,0.07104122460192921,0.09725109103974167,-0.22753237614850907,0.19946644809353442,-0.010691282737662738,-0.10740102544451646,0.8623402163225172,0.16912487708947885,4.500963479642399,1017
skew,0.3,63,0.0,0.05943156241754699,0.06895369390988827,0.29165006904516877,-0.21794199931025837,0.27269439853555383,-0.010269004552800031,-0.08878469245224296,0.8636363636363636,0.1808300395256917,5.615144831547128,1012
skew,0.3,63,0.005,0.0541475731663148,0.06895232578104081,0.21912468873150096,-0.21885697713602814,0.24741076969485862,-0.010288642072550912,-0.08920043409019152,0.8636363636363636,0.1808300395256917,5.615144831547128,1012
skew,0.3,63,0.01,0.0488898341215207,0.0689509576521934,0.14659643031192296,-0.2197709025958977,0.22245817596434303,-0.01030827959230192,-0.08961599428961953,0.8636363636363636,0.1808300395256917,5.615144831547128,1012
skew,0.3,63,0.015,0.04365821539242076,0.06894958952334597,0.07406529361594542,-0.2206837768793929,0.19783155794130103,-0.0103279171120528,-0.09003137312611043,0.8636363636363636,0.1808300395256917,5.615144831547128,1012
