pricing,delta,dte,fee,ann_return,ann_vol,sharpe,max_drawdown,calmar,cvar5,worst_month,win_rate,breach_rate,mean_credit,n_trades
flat,0.3,21,0.0,0.058994751658096645,0.0782029032271375,0.26061577235620786,-0.22406253133843734,0.2632959259439387,-0.0117194465875046,-0.10865068788127696,0.8472086190009794,0.1929480901077375,2.8391856147691334,1021
flat,0.3,21,0.005,0.053712941031175854,0.0782013515822322,0.19666810969307724,-0.22587710330408173,0.23779719256832363,-0.011739055328643689,-0.10905736566635682,0.8472086190009794,0.1929480901077375,2.8391856147691334,1021
flat,0.3,21,0.01,0.048457369787556104,0.07819979993732684,0.13271790932321048,-0.22768746767276982,0.2128240534397728,-0.011758664069782881,-0.1094638659685756,0.8472086190009794,0.1929480901077375,2.8391856147691334,1021
flat,0.3,21,0.015,0.04322790809004817,0.07819824829242163,0.06876517109627586,-0.229493634117785,0.18836212279361936,-0.011778272810921982,-0.10987018886186628,0.8472086190009794,0.1929480901077375,2.8391856147691334,1021
flat,0.3,30,0.0,0.05713611644736938,0.07746034761504551,0.23961815031304157,-0.24737476975530492,0.2309698620594435,-0.01154942295429728,-0.10539262256845439,0.8567222767419038,0.18351324828263002,3.404907708263058,1019
flat,0.3,30,0.005,0.05186357589396762,0.0774588107033865,0.17505746825025215,-0.24913482478370075,0.20817473405813763,-0.01156903506892117,-0.10580078684459526,0.8567222767419038,0.18351324828263002,3.404907708263058,1019
flat,0.3,30,0.01,0.04661722867128981,0.07745727379172748,0.11049422415362245,-0.2508907986280382,0.18580684874140346,-0.011588647183545155,-0.10620877298913933,0.8567222767419038,0.18351324828263002,3.404907708263058,1019
flat,0.3,30,0.015,0.041396945170018906,0.07745573688006847,0.04592841787134146,-0.2526427006709746,0.1638556944652503,-0.011608259298169037,-0.10661658107628891,0.8567222767419038,0.18351324828263002,3.404907708263058,1019
flat,0.3,42,0.0,0.055540174998609304,0.08660410629280378,0.20557378367316814,-0.27743463632833576,0.20019192893016838,-0.012987595289290027,-0.11590381095718771,0.8515240904621436,0.176007866273353,4.039745268810879,1017
flat,0.3,42,0.005,0.05027559431516293,0.08660238795736146,0.14782949083399302,-0.27912439472410777,0.18011895508042697,-0.01300717886874853,-0.11630717950761937,0.8515240904621436,0.176007866273353,4.039745268810879,1017
flat,0.3,42,0.01,0.04503716741878594,0.08660066962191913,0.09008290646335845,-0.2808102349383911,0.1603829270278092,-0.013026762448207139,-0.11671037201941004,0.8515240904621436,0.176007866273353,4.039745268810879,1017
flat,0.3,42,0.015,0.03982476489583342,0.08659895128647681,0.032334030425512306,-0.282492165979103,0.14097652852709341,-0.013046346027665646,-0.11711338856589337,0.8515240904621436,0.176007866273353,4.039745268810879,1017
flat,0.3,63,0.0,0.0542432288238186,0.0843579114663701,0.19416428770670455,-0.26406471015314903,0.2054164253616444,-0.012623775041253806,-0.09857830428587888,0.8527667984189723,0.19367588932806323,4.952343173573328,1012
flat,0.3,63,0.005,0.04898511675041761,0.08435623769828542,0.13488243982880452,-0.2657857348483318,0.1843030318326547,-0.012643365839368013,-0.09898957759214744,0.8527667984189723,0.19367588932806323,4.952343173573328,1012
flat,0.3,63,0.01,0.04375312632882933,0.08435456393020076,0.07559823940292629,-0.26750276886229396,0.16356139607419437,-0.012662956637482344,-0.09940067140997333,0.8527667984189723,0.19367588932806323,4.952343173573328,1012
flat,0.3,63,0.015,0.0385471283044212,0.08435289016211617,0.016311686289709623,-0.2692158213696263,0.14318299759766717,-0.012682547435596573,-0.09981158581412208,0.8527667984189723,0.19367588932806323,4.952343173573328,1012
skew,0.05,21,0.0,0.046105783478433304,0.027748486713195422,0.19690001974289834,-0.06404819192251232,0.7198608125302529,-0.003134114103484472,-0.016753931616453777,0.9539666993143977,0.01665034280117532,0.44083090015028775,1021
skew,0.05,21,0.005,0.040888257484645196,0.027747936147982852,0.016677835861817685,-0.06432671032309123,0.6356342066814448,-0.0031538931885220596,-0.017124533593851687,0.9539666993143977,0.01665034280117532,0.44083090015028775,1021
skew,0.05,21,0.01,0.03569665151603618,0.027747385582770276,-0.1635514999780727,-0.06460515136665812,0.552535684243575,-0.003173672273559754,-0.017495003234410222,0.9539666993143977,0.01665034280117532,0.44083090015028775,1021
skew,0.05,21,0.015,0.030530837315657644,0.02774683501755771,-0.3437879882004234,-0.06488351507316314,0.47054844795678596,-0.003193451358597338,-0.01786534058275624,0.9539666993143977,0.01665034280117532,0.44083090015028775,1021
skew,0.05,30,0.0,0.04696111846832962,0.03375783847525767,0.19151447412228262,-0.08150550496648934,0.5761711247312374,-0.0034994255425293413,-0.015271252481919184,0.9833169774288518,0.016683022571148183,0.5797793383149442,1019
