front_dte,long_dte,short_delta,front_vol_mult,year,year_sharpe,stress
0,14,0.2,1.5,2013,-1.579484846511946,0
0,14,0.2,1.5,2014,-0.4973017941030756,0
0,14,0.2,1.5,2015,-1.0084625788272223,1
0,14,0.2,1.5,2016,-1.4622040545206665,0
0,14,0.2,1.5,2017,1.4971972612393007,0
0,14,0.2,1.5,2018,-2.1240674602968186,1
0,14,0.2,1.5,2019,-0.16458136627294936,0
0,14,0.2,1.5,2020,-1.3065310839954867,1
0,14,0.2,1.5,2021,1.7970265265625491,0
0,14,0.2,1.5,2022,0.18068254290891936,1
0,14,0.2,1.5,2023,0.24820472599448126,0
0,14,0.2,1.5,2024,-0.32375432279341726,0
0,14,0.2,1.5,2025,0.11306057674902001,0
0,14,0.2,1.5,2026,-1.574092208548812,0
0,14,0.3,0.85,2010,-6.496105956367489,0
0,14,0.3,0.85,2011,-7.801622787436774,1
0,14,0.3,0.85,2012,-8.26787523998593,0
0,14,0.3,0.85,2013,-6.583041962874295,0
0,14,0.3,0.85,2014,-7.4501254284538705,0
0,14,0.3,0.85,2015,-7.250470193797998,1
0,14,0.3,0.85,2016,-7.4273602603781494,0
0,14,0.3,0.85,2017,-4.817500575394518,0
0,14,0.3,0.85,2018,-8.159652591954393,1
0,14,0.3,0.85,2019,-8.088893897558592,0
0,14,0.3,0.85,2020,-6.629312436444229,1
0,14,0.3,0.85,2021,-5.368089394255095,0
0,14,0.3,0.85,2022,-6.282933640688557,1
0,14,0.3,0.85,2023,-6.101733145266004,0
0,14,0.3,0.85,2024,-7.50259638963276,0
0,14,0.3,0.85,2025,-6.212730115777542,0
0,14,0.3,0.85,2026,-7.117790768742621,0
0,14,0.3,1.0,2010,-4.693645333733347,0
0,14,0.3,1.0,2011,-6.602194711627202,1
0,14,0.3,1.0,2012,-6.495985220636714,0
0,14,0.3,1.0,2013,-5.406167139908505,0
0,14,0.3,1.0,2014,-5.963718364228918,0
0,14,0.3,1.0,2015,-5.924509139713247,1
0,14,0.3,1.0,2016,-6.318183513047354,0
0,14,0.3,1.0,2017,-3.179721219756569,0
0,14,0.3,1.0,2018,-6.886687722089448,1
0,14,0.3,1.0,2019,-6.24895039876987,0
0,14,0.3,1.0,2020,-5.3582338758620605,1
0,14,0.3,1.0,2021,-3.680664622693549,0
0,14,0.3,1.0,2022,-4.960676151000755,1
0,14,0.3,1.0,2023,-4.834001846056737,0
0,14,0.3,1.0,2024,-6.171141778767299,0
0,14,0.3,1.0,2025,-4.7442353251527205,0
0,14,0.3,1.0,2026,-5.998740727718924,0
0,14,0.3,1.15,2010,-3.00932964969288,0
0,14,0.3,1.15,2011,-5.267118284768613,1
0,14,0.3,1.15,2012,-4.573124741086694,0
0,14,0.3,1.15,2013,-4.063633562261402,0
0,14,0.3,1.15,2014,-4.392556462628387,0
0,14,0.3,1.15,2015,-4.554776461373125,1
0,14,0.3,1.15,2016,-5.0563338383083165,0
0,14,0.3,1.15,2017,-1.4884718813333038,0
0,14,0.3,1.15,2018,-5.501754954251313,1
0,14,0.3,1.15,2019,-4.333955450805472,0
0,14,0.3,1.15,2020,-4.016799324953123,1
0,14,0.3,1.15,2021,-1.8889771963753046,0
0,14,0.3,1.15,2022,-3.513643723030128,1
0,14,0.3,1.15,2023,-3.434439749793413,0
0,14,0.3,1.15,2024,-4.733700169522546,0
0,14,0.3,1.15,2025,-3.125210865606985,0
0,14,0.3,1.15,2026,-4.653453069793528,0
0,14,0.3,1.3,2010,-1.384498330892949,0
0,14,0.3,1.3,2011,-3.8467432659143133,1
0,14,0.3,1.3,2012,-2.556846789567458,0
0,14,0.3,1.3,2013,-2.563032621466219,0
0,14,0.3,1.3,2014,-2.827517584640776,0
0,14,0.3,1.3,2015,-3.0724875383867962,1
0,14,0.3,1.3,2016,-3.6701141091356937,0
0,14,0.3,1.3,2017,0.24581994972790425,0
0,14,0.3,1.3,2018,-4.01288871290942,1
0,14,0.3,1.3,2019,-2.404430251826424,0
0,14,0.3,1.3,2020,-2.615873927327921,1
0,14,0.3,1.3,2021,-0.10542594381341718,0
0,14,0.3,1.3,2022,-1.9979180124307514,1
0,14,0.3,1.3,2023,-1.8759172423289414,0
0,14,0.3,1.3,2024,-3.1568134123802496,0
0,14,0.3,1.3,2025,-1.4754429875846213,0
0,14,0.3,1.3,2026,-3.120833361962988,0
0,14,0.3,1.5,2010,0.8269935205795986,0
0,14,0.3,1.5,2011,-1.748632911556283,1
0,14,0.3,1.5,2012,0.15903038754901644,0
0,14,0.3,1.5,2013,-0.47619680107171664,0
0,14,0.3,1.5,2014,-0.5961395773551074,0
0,14,0.3,1.5,2015,-1.0048480557174642,1
0,14,0.3,1.5,2016,-1.734209769019817,0
0,14,0.3,1.5,2017,2.6106550075762107,0
0,14,0.3,1.5,2018,-1.8897111105264601,1
0,14,0.3,1.5,2019,0.1454983612893488,0
0,14,0.3,1.5,2020,-0.6979316206187165,1
0,14,0.3,1.5,2021,2.300075290465944,0
0,14,0.3,1.5,2022,0.11459697605547164,1
0,14,0.3,1.5,2023,0.3067801531947909,0
0,14,0.3,1.5,2024,-0.9036294197601371,0
0,14,0.3,1.5,2025,0.7570059953257822,0
0,14,0.3,1.5,2026,-0.9392164187974,0
0,21,0.1,0.85,2010,-9.271891166584135,0
0,21,0.1,0.85,2011,-5.411830988945093,1
0,21,0.1,0.85,2012,-5.799873861055628,0
0,21,0.1,0.85,2013,-5.670261287363386,0
0,21,0.1,0.85,2014,-6.038290408943781,0
0,21,0.1,0.85,2015,-6.095768261751702,1
0,21,0.1,0.85,2016,-6.141316717547064,0
0,21,0.1,0.85,2017,-4.439483907441929,0
0,21,0.1,0.85,2018,-5.964449435768668,1
0,21,0.1,0.85,2019,-5.806179454510641,0
0,21,0.1,0.85,2020,-6.240428110012944,1
0,21,0.1,0.85,2021,-5.142818733909781,0
0,21,0.1,0.85,2022,-6.383041245591147,1
0,21,0.1,0.85,2023,-6.730383626723381,0
0,21,0.1,0.85,2024,-6.632839830537389,0
0,21,0.1,0.85,2025,-5.433970171024045,0
0,21,0.1,0.85,2026,-5.686264208717798,0
0,21,0.1,1.0,2010,-8.721532470697328,0
0,21,0.1,1.0,2011,-4.439595764929493,1
0,21,0.1,1.0,2012,-5.044300340811656,0
0,21,0.1,1.0,2013,-4.9508875441845355,0
0,21,0.1,1.0,2014,-4.755172464829023,0
0,21,0.1,1.0,2015,-5.2552635422709715,1
0,21,0.1,1.0,2016,-5.165426650973697,0
0,21,0.1,1.0,2017,-3.2927104010532506,0
0,21,0.1,1.0,2018,-4.911536003852917,1
0,21,0.1,1.0,2019,-4.898502506655582,0
0,21,0.1,1.0,2020,-5.56564532472274,1
0,21,0.1,1.0,2021,-4.470971994061732,0
0,21,0.1,1.0,2022,-5.618500460041195,1
0,21,0.1,1.0,2023,-5.203000727508677,0
0,21,0.1,1.0,2024,-5.445060664819053,0
0,21,0.1,1.0,2025,-4.656313146848507,0
0,21,0.1,1.0,2026,-4.4801067422152085,0
0,21,0.1,1.15,2010,-8.281341752178353,0
0,21,0.1,1.15,2011,-3.635485677055791,1
0,21,0.1,1.15,2012,-4.281607008731007,0
0,21,0.1,1.15,2013,-4.0996216724611605,0
0,21,0.1,1.15,2014,-3.741492261364558,0
0,21,0.1,1.15,2015,-4.502456172926262,1
0,21,0.1,1.15,2016,-4.15653256909875,0
0,21,0.1,1.15,2017,-2.2093444396433046,0
0,21,0.1,1.15,2018,-3.9095837955031234,1
0,21,0.1,1.15,2019,-3.715827698028209,0
0,21,0.1,1.15,2020,-5.025476158085829,1
0,21,0.1,1.15,2021,-3.7764453302127525,0
0,21,0.1,1.15,2022,-4.714174288193657,1
0,21,0.1,1.15,2023,-3.4904312294393645,0
0,21,0.1,1.15,2024,-4.191819850243708,0
0,21,0.1,1.15,2025,-3.9414498004599685,0
0,21,0.1,1.15,2026,-3.257646080330524,0
0,21,0.1,1.3,2010,-8.043981303197363,0
0,21,0.1,1.3,2011,-2.940874796408827,1
0,21,0.1,1.3,2012,-3.3359124988480056,0
0,21,0.1,1.3,2013,-3.0308906542472007,0
0,21,0.1,1.3,2014,-2.75236577478567,0
0,21,0.1,1.3,2015,-3.5317679843321135,1
0,21,0.1,1.3,2016,-3.3097525352114388,0
0,21,0.1,1.3,2017,-1.0515636998861553,0
0,21,0.1,1.3,2018,-3.0362914337236155,1
0,21,0.1,1.3,2019,-2.4797833389240225,0
0,21,0.1,1.3,2020,-4.567951636728399,1
0,21,0.1,1.3,2021,-3.1178646427216683,0
0,21,0.1,1.3,2022,-3.779495708814311,1
0,21,0.1,1.3,2023,-1.912665566016129,0
0,21,0.1,1.3,2024,-2.942714744141048,0
0,21,0.1,1.3,2025,-3.363614371263337,0
0,21,0.1,1.3,2026,-2.079818772339111,0
0,21,0.1,1.5,2010,-7.886356276944254,0
0,21,0.1,1.5,2011,-1.9631369011524722,1
0,21,0.1,1.5,2012,-1.9071904330527747,0
0,21,0.1,1.5,2013,-1.6653886310281893,0
0,21,0.1,1.5,2014,-1.5024604552056142,0
0,21,0.1,1.5,2015,-2.0455845760159823,1
0,21,0.1,1.5,2016,-2.2029860206016,0
0,21,0.1,1.5,2017,0.49822657439170814,0
0,21,0.1,1.5,2018,-1.9096202741785937,1
0,21,0.1,1.5,2019,-0.8408959815108143,0
0,21,0.1,1.5,2020,-3.9701018570344364,1
0,21,0.1,1.5,2021,-2.15510192702515,0
0,21,0.1,1.5,2022,-2.488897217672741,1
0,21,0.1,1.5,2023,0.028613657048640422,0
0,21,0.1,1.5,2024,-1.417749072570043,0
0,21,0.1,1.5,2025,-2.546794937835387,0
0,21,0.1,1.5,2026,-0.6994253961548513,0
0,21,0.2,0.85,2010,-9.0373310968498,0
0,21,0.2,0.85,2011,-6.01358395540461,1
0,21,0.2,0.85,2012,-6.40661743261201,0
0,21,0.2,0.85,2013,-5.823692535013835,0
0,21,0.2,0.85,2014,-7.004290221193509,0
0,21,0.2,0.85,2015,-6.385773161096038,1
0,21,0.2,0.85,2016,-6.572728541133927,0
0,21,0.2,0.85,2017,-4.797231048936725,0
0,21,0.2,0.85,2018,-6.595590775995893,1
0,21,0.2,0.85,2019,-5.6967093228347085,0
0,21,0.2,0.85,2020,-6.678636349322825,1
0,21,0.2,0.85,2021,-5.557489722791744,0
0,21,0.2,0.85,2022,-6.756122830221912,1
0,21,0.2,0.85,2023,-7.648997005210918,0
0,21,0.2,0.85,2024,-6.940218920799841,0
0,21,0.2,0.85,2025,-5.88459768242717,0
0,21,0.2,0.85,2026,-5.821039249957691,0
0,21,0.2,1.0,2010,-8.59312543734342,0
0,21,0.2,1.0,2011,-5.000838814091946,1
0,21,0.2,1.0,2012,-5.457850581287397,0
0,21,0.2,1.0,2013,-5.030245962644069,0
0,21,0.2,1.0,2014,-5.680638399032944,0
0,21,0.2,1.0,2015,-5.448477488315067,1
0,21,0.2,1.0,2016,-5.679537068518548,0
0,21,0.2,1.0,2017,-3.455053561576192,0
0,21,0.2,1.0,2018,-5.596317992363464,1
0,21,0.2,1.0,2019,-4.87917190468759,0
0,21,0.2,1.0,2020,-5.842053750125179,1
0,21,0.2,1.0,2021,-4.64137637268737,0
0,21,0.2,1.0,2022,-6.017106610330396,1
0,21,0.2,1.0,2023,-6.464198091674427,0
0,21,0.2,1.0,2024,-5.838098368419497,0
0,21,0.2,1.0,2025,-4.890460414068523,0
0,21,0.2,1.0,2026,-4.689762796214274,0
0,21,0.2,1.15,2010,-8.015454305439615,0
0,21,0.2,1.15,2011,-3.9337704643785156,1
0,21,0.2,1.15,2012,-4.304831464167146,0
0,21,0.2,1.15,2013,-4.08802586847636,0
0,21,0.2,1.15,2014,-4.360166489739562,0
0,21,0.2,1.15,2015,-4.4659803992053755,1
0,21,0.2,1.15,2016,-4.687344816669493,0
0,21,0.2,1.15,2017,-1.947840941068851,0
0,21,0.2,1.15,2018,-4.49371356966243,1
0,21,0.2,1.15,2019,-3.929411199294155,0
0,21,0.2,1.15,2020,-4.976691010252114,1
0,21,0.2,1.15,2021,-3.754085523208548,0
0,21,0.2,1.15,2022,-5.234866753629404,1
0,21,0.2,1.15,2023,-5.109561663371723,0
0,21,0.2,1.15,2024,-4.693228425238692,0
0,21,0.2,1.15,2025,-3.8997796267789626,0
0,21,0.2,1.15,2026,-3.5638957716023008,0
0,21,0.2,1.3,2010,-7.310260025899765,0
0,21,0.2,1.3,2011,-2.7664836025274617,1
0,21,0.2,1.3,2012,-3.126164857510987,0
0,21,0.2,1.3,2013,-3.0530568832034857,0
0,21,0.2,1.3,2014,-2.9717945710242764,0
0,21,0.2,1.3,2015,-3.405554439478924,1
0,21,0.2,1.3,2016,-3.6485136232338466,0
0,21,0.2,1.3,2017,-0.39905255215937924,0
0,21,0.2,1.3,2018,-3.398283308269616,1
0,21,0.2,1.3,2019,-2.826553977025464,0
0,21,0.2,1.3,2020,-4.157132717955018,1
0,21,0.2,1.3,2021,-2.8568946924947487,0
0,21,0.2,1.3,2022,-4.333575945879522,1
0,21,0.2,1.3,2023,-3.6031307636105003,0
0,21,0.2,1.3,2024,-3.469452132379978,0
0,21,0.2,1.3,2025,-2.860038580131856,0
0,21,0.2,1.3,2026,-2.3844312762687423,0
0,21,0.2,1.5,2010,-6.195005910796581,0
0,21,0.2,1.5,2011,-1.2969518813703356,1
0,21,0.2,1.5,2012,-1.605027600719361,0
0,21,0.2,1.5,2013,-1.6001649623220278,0
0,21,0.2,1.5,2014,-1.1994160431814005,0
0,21,0.2,1.5,2015,-1.8917495590287026,1
0,21,0.2,1.5,2016,-2.102147666464787,0
0,21,0.2,1.5,2017,1.5451645793173883,0
0,21,0.2,1.5,2018,-1.854994736965219,1
0,21,0.2,1.5,2019,-1.102910041704478,0
0,21,0.2,1.5,2020,-3.096517082981039,1
0,21,0.2,1.5,2021,-1.6563904398154246,0
0,21,0.2,1.5,2022,-3.0103806313625596,1
0,21,0.2,1.5,2023,-1.391747581644423,0
0,21,0.2,1.5,2024,-1.727687883302799,0
0,21,0.2,1.5,2025,-1.5608251685539374,0
0,21,0.2,1.5,2026,-0.6603651472823558,0
0,21,0.3,0.85,2010,-8.237157863449559,0
0,21,0.3,0.85,2011,-6.464849770601699,1
0,21,0.3,0.85,2012,-6.710966152388481,0
