long_dte,short_delta,front_vol_mult,n_days,sharpe,ann_return,maxdd_frac,win_rate,short_itm_rate,short_leg_sharpe,short_leg_ann_return,long_leg_ann_return,worst_year_sharpe,stress_year_sharpe_mean
45,0.1,0.85,3787,-1.399758585183466,-0.10346034384889873,-1.5608888049904066,0.4121996303142329,0.05862160021124901,-1.882354766577226,-0.08147196674511213,-0.021988377103786576,-5.1037467216732155,-0.6614683815624642
45,0.1,1.0,3787,-0.8316841055221162,-0.06584863936161532,-0.9956713605735358,0.4129918141008714,0.040401373118563504,-1.1283972845294379,-0.0445079431929176,-0.021340696168697708,-4.86634902234399,-0.07007136881949683
45,0.1,1.1,3787,-0.5291480384689949,-0.043705610372272406,-0.6958638042662639,0.4151043041985741,0.031687351465540005,-0.6159825153795313,-0.02284019294726022,-0.020865417425012182,-4.738106344166959,0.24350466405494942
45,0.1,1.2,3787,-0.26360104913862886,-0.02268052918759437,-0.5554310026561577,0.4156324267229997,0.02667018748349617,-0.06665632856615314,-0.0023239683475210033,-0.02035656084007337,-4.597875639090875,0.5120444258941822
45,0.1,1.3,3787,-0.02287964359025741,-0.002048964471055718,-0.43583059028556,0.4172167942962767,0.022181146025878003,0.5412138909811988,0.01776555535915387,-0.01981451983020959,-4.444669992715093,0.7563506446386412
45,0.2,0.85,3787,-1.6933397139414355,-0.10601640711414755,-1.5994370905842503,0.4333245312912596,0.10905730129390019,-1.6241951418543263,-0.08295436288335571,-0.023062044230791834,-5.206798570082432,-1.0786781056793233
45,0.2,1.0,3787,-0.7348622669876901,-0.04875074474531261,-0.740570427051213,0.44573541061526273,0.09242144177449169,-0.5408246898083103,-0.026023072448699926,-0.02272767229661268,-4.493896043406855,-0.08367668705985398
45,0.2,1.1,3787,-0.1674838597707195,-0.011535680977038698,-0.3696252412592362,0.45365724848164773,0.07895431740163718,0.23646503532850655,0.010954570548109234,-0.022490251525147928,-3.981164217251101,0.49242576423967693
45,0.2,1.2,3787,0.3451566814502927,0.024638379198044465,-0.1660914449580476,0.45709004489041455,0.068127805650911,1.049431085492806,0.04687860751303709,-0.022240228314992616,-3.445985291585511,1.0073254262374847
45,0.2,1.3,3787,0.811604653771205,0.05993548316839538,-0.11958541529349065,0.46105096382360705,0.05862160021124901,1.8986203601791358,0.08191374790143148,-0.021978264733036105,-2.9393743257945584,1.4690959659695075
45,0.3,0.85,3787,-1.9289007992419527,-0.10440056406692359,-1.5753285522997016,0.4526010034327964,0.1542117771322947,-1.4120879108802298,-0.08070661428664595,-0.023693949780277637,-5.036478874301233,-1.4813476849626996
45,0.3,1.0,3787,-0.6315931622246918,-0.035574238355545414,-0.5466427520341638,0.4721415368365461,0.14153683654607868,-0.21863415772696593,-0.012053056828109901,-0.023521181527435514,-3.9978666421549858,-0.1549067169444252
45,0.3,1.1,3787,0.18601352583764316,0.010774959508639584,-0.1525097943990811,0.4834961711116979,0.1320306311064167,0.6337600877061187,0.03417596819408517,-0.023401008685445587,-3.2837184600505194,0.6604884708321164
45,0.3,1.2,3787,0.9647413287799608,0.05752697624899439,-0.08021777616848014,0.4953789279112754,0.12410879324003168,1.5290108728695904,0.08080378599292523,-0.02327680974393083,-2.5386982120760493,1.4320812364681514
45,0.3,1.3,3787,1.7040262865738038,0.10462907663460458,-0.07181078530135554,0.5091101135463427,0.11539477158700819,2.462563110502804,0.127777634826567,-0.02314855819196241,-1.7817204034049907,2.1572937256216638
60,0.1,0.85,3846,-1.3036944461191198,-0.08450012784300305,-1.2930695470975622,0.4110764430577223,0.04966198647945918,-1.7530636970539832,-0.06100217597320988,-0.023497951869793154,-5.325231994978605,-0.7268141384325972
60,0.1,1.0,3846,-0.8264229678147592,-0.05676541053129738,-0.8697407612404165,0.4123764950598024,0.03380135205408216,-1.0591770869819779,-0.0335079398544862,-0.023257470676811186,-5.255029185347072,-0.18474861768932704
60,0.1,1.1,3846,-0.5681547693728447,-0.04046451892213185,-0.6209279359806833,0.4131565262610504,0.02704108164326573,-0.5851180849093243,-0.017386704276688838,-0.02307781464544301,-5.202230457909352,0.1124182820496312
60,0.1,1.2,3846,-0.3397388040463007,-0.025055825539475954,-0.39902000898709,0.4139365574622985,0.0218408736349454,-0.0778611488145621,-0.002175708959619947,-0.02288011657985601,-5.144058326646209,0.3601932425594073
60,0.1,1.3,3846,-0.13395310709029346,-0.010219801958132482,-0.2723871468242533,0.41445657826313054,0.017420696827873113,0.4726955157844777,0.012446726299594578,-0.022666528257727064,-5.079954320914445,0.5787064048877065
60,0.2,0.85,3846,-1.5730617737018817,-0.08757139150173018,-1.3400257132689533,0.42875715028601147,0.09750390015600624,-1.5386499341490827,-0.0637042934493165,-0.023867098052413688,-4.863679518518308,-1.1575179506962343
60,0.2,1.0,3846,-0.7171796461161176,-0.04210084406437241,-0.6460316548398183,0.43551742069682786,0.08502340093603744,-0.4720095665450893,-0.018345235689158107,-0.023755608375214305,-4.665114609829085,-0.22383505150779773
60,0.2,1.1,3846,-0.20811584042332876,-0.01264356188702443,-0.27172751055246497,0.43993759750390016,0.0720228809152366,0.29516306923479996,0.011030262073470654,-0.02367382396049508,-4.516846845079891,0.3218692684403758
60,0.2,1.2,3846,0.2490727841983203,0.015630914119950153,-0.1455436808541079,0.4459178367134685,0.059542381695267814,1.088634268104784,0.039216759906683385,-0.023585845786733225,-4.354568231909603,0.8119137834970394
60,0.2,1.3,3846,0.6583311567809993,0.04255009448797921,-0.11083090383679184,0.44929797191887677,0.04966198647945918,1.8976571672179936,0.06604117206525123,-0.023491077577272014,-4.177146452709134,1.2456534588317303
60,0.3,0.85,3846,-1.7602092176674509,-0.08583293582432557,-1.3135499472101346,0.4425377015080603,0.13624544981799272,-1.3199958127272435,-0.061775458430546534,-0.024057477393779024,-4.318647293624007,-1.5403800842593092
60,0.3,1.0,3846,-0.6298769851077894,-0.03179546758531108,-0.48881954582251314,0.4594383775351014,0.12558502340093602,-0.172982331023055,-0.007788627835886216,-0.02400683974942486,-3.9236151694444823,-0.3202985445273044
