ticker,asset_class,market_date,expiry,strike,horizon,gap,d_iv,d_s,pnl_vega,pnl_delta,pnl_theta,gross,vega,harvest_vp,breakeven_spread_vp
AMD,single_name,2026-02-11,2027-03-19,260.0,40,0.28464,0.00059,31.46,0.0529,15.8024,-3.8947,11.9605,0.893533034371909,0.0592,0.0592
AMD,single_name,2026-02-12,2027-03-19,250.0,20,0.29767,-0.01205,-12.55,-1.0369,-6.2866,-1.8597,-9.1832,0.860232815974621,-1.2054,1.2054
AMD,single_name,2026-02-12,2027-03-19,250.0,40,0.29767,0.00675,40.89,0.5806,20.4827,-3.8476,17.2157,0.860232815974621,0.6749,0.6749
AMD,single_name,2026-02-13,2027-03-19,250.0,20,0.29626,-0.01317,-10.74,-1.1385,-5.4114,-1.9976,-8.5475,0.864249573846315,-1.3174,1.3174
AMD,single_name,2026-02-13,2027-03-19,250.0,40,0.29626,0.00614,47.75,0.5306,24.059,-3.8663,20.7233,0.864249573846315,0.614,0.614
AMD,single_name,2026-02-17,2027-03-19,250.0,20,0.29158,-0.02581,-6.77,-2.1718,-3.3149,-1.7801,-7.2669,0.841444619725873,-2.5811,2.5811
AMD,single_name,2026-02-17,2027-03-19,250.0,40,0.29158,-0.0001,55.04,-0.0082,26.9505,-3.6238,23.3184,0.841444619725873,-0.0097,0.0097
AMD,single_name,2026-02-18,2027-03-19,240.0,20,0.29598,-0.01051,-0.66,-0.8713,-0.3331,-1.744,-2.9484,0.828958370025186,-1.051,1.051
AMD,single_name,2026-02-18,2027-03-19,240.0,40,0.29598,0.03232,78.14,2.6793,39.4337,-3.5503,38.5626,0.828958370025186,3.2321,3.2321
AMD,single_name,2026-02-19,2027-03-19,240.0,20,0.25678,0.00259,1.9,0.2181,0.9713,-1.7461,-0.5567,0.841166564080453,0.2593,0.2593
AMD,single_name,2026-02-19,2027-03-19,240.0,40,0.25678,0.04373,75.02,3.6782,38.35,-3.5546,38.4736,0.841166564080453,4.3727,4.3727
AMD,single_name,2026-02-20,2027-03-19,240.0,20,0.24819,0.00194,1.18,0.1603,0.5922,-1.7329,-0.9804,0.82685880996166,0.1938,0.1938
AMD,single_name,2026-02-20,2027-03-19,240.0,40,0.24819,0.04553,74.8,3.7644,37.5384,-3.6514,37.6513,0.82685880996166,4.5526,4.5526
AMD,single_name,2026-02-23,2027-03-19,240.0,20,0.23651,-0.00276,6.08,-0.2228,2.9706,-1.7053,1.0425,0.80841553910905,-0.2756,0.2756
AMD,single_name,2026-02-23,2027-03-19,240.0,40,0.23651,0.05551,87.89,4.4875,42.9411,-3.4715,43.957,0.80841553910905,5.5509,5.5509
AMD,single_name,2026-02-24,2027-03-19,260.0,20,0.28617,-0.02525,-8.47,-2.22,-4.2273,-1.9179,-8.3651,0.879105820066574,-2.5252,2.5252
AMD,single_name,2026-02-24,2027-03-19,260.0,40,0.28617,0.05107,89.62,4.4897,44.7284,-3.9043,45.3139,0.879105820066574,5.1071,5.1071
AMD,single_name,2026-02-25,2027-03-19,260.0,20,0.29,-0.00514,9.41,-0.4447,4.5816,-1.8708,2.2662,0.865511790584339,-0.5138,0.5138
AMD,single_name,2026-02-25,2027-03-19,260.0,40,0.29,0.04892,94.47,4.2343,45.9964,-3.8083,46.4224,0.865511790584339,4.8922,4.8922
AMD,single_name,2026-02-26,2027-03-19,250.0,20,0.29653,0.0003,0.09,0.0249,0.044,-1.8069,-1.738,0.835241811537873,0.0298,0.0298
AMD,single_name,2026-02-26,2027-03-19,250.0,40,0.29653,0.0872,144.13,7.2831,70.507,-3.6783,74.1118,0.835241811537873,8.7198,8.7198
AMD,single_name,2026-02-27,2027-03-19,240.0,20,0.29588,0.00567,1.78,0.4653,0.8999,-1.7848,-0.4196,0.82117323108703,0.5666,0.5666
AMD,single_name,2026-02-27,2027-03-19,240.0,40,0.29588,0.08839,134.42,7.2582,67.9542,-3.7608,71.4516,0.82117323108703,8.8388,8.8388
AMD,single_name,2026-03-02,2027-03-19,240.0,20,0.27706,0.0086,-2.58,0.6972,-1.2835,-1.7673,-2.3536,0.810602452269733,0.8601,0.8601
AMD,single_name,2026-03-02,2027-03-19,240.0,40,0.27706,0.07135,124.59,5.7839,61.9823,-3.5976,64.1685,0.810602452269733,7.1353,7.1353
AMD,single_name,2026-03-03,2027-03-19,230.0,20,0.2711,0.00618,12.48,0.4809,6.1961,-1.681,4.9959,0.77851072020815,0.6177,0.6177
AMD,single_name,2026-03-03,2027-03-19,230.0,40,0.2711,0.1031,146.16,8.0262,72.5655,-3.422,77.1697,0.77851072020815,10.3097,10.3097
AMD,single_name,2026-03-04,2027-03-19,240.0,20,0.3153,0.01229,8.14,1.0119,4.0857,-1.7533,3.3443,0.823035453095991,1.2295,1.2295
AMD,single_name,2026-03-04,2027-03-19,240.0,40,0.3153,0.12139,152.42,9.991,76.5034,-3.5691,82.9253,0.823035453095991,12.1393,12.1393
AMD,single_name,2026-05-06,2027-06-17,540.0,20,0.185,0.09475,101.81,16.8103,50.6504,-4.1803,63.2804,1.774145678147925,9.4752,9.4752
AMD,single_name,2026-05-07,2027-06-17,520.0,20,0.21056,0.08926,57.92,15.3414,29.0789,-4.0708,40.3495,1.718794051445785,8.9257,8.9257
AMD,single_name,2026-05-08,2027-06-17,590.0,20,0.23494,0.07234,35.14,13.8372,17.5902,-5.0129,26.4145,1.912735031195169,7.2343,7.2343
AMD,single_name,2026-05-11,2027-06-17,600.0,20,0.22098,0.05151,28.81,9.8968,14.422,-4.8416,19.4773,1.921463530128265,5.1507,5.1507
AMD,single_name,2026-05-12,2027-06-17,580.0,20,0.24546,0.06014,4.11,11.2651,2.0699,-4.7004,8.6345,1.873128114190067,6.014,6.014
AMD,single_name,2026-05-13,2027-06-17,580.0,20,0.24818,0.05865,21.73,10.909,10.8992,-4.7032,17.105,1.8601239566604,5.8646,5.8646
AMD,single_name,2026-05-14,2027-06-17,590.0,20,0.23273,0.06621,61.87,12.4283,30.7815,-4.7577,38.4521,1.877207056432345,6.6207,6.6207
AMD,single_name,2026-05-15,2027-06-17,550.0,20,0.28301,0.09215,123.16,16.2905,61.6047,-4.7485,73.1467,1.767826914925192,9.215,9.215
AMD,single_name,2026-05-18,2027-06-17,550.0,20,0.28103,0.08087,86.3,14.1518,42.7522,-4.4275,52.4765,1.749870885118491,8.0873,8.0873
AMD,single_name,2026-05-19,2027-06-17,540.0,20,0.28718,0.08467,98.43,14.5338,48.8074,-4.3636,58.9776,1.716550454975757,8.4669,8.4669
AMD,single_name,2026-05-20,2027-06-17,580.0,20,0.28319,0.06769,89.79,12.5403,45.2984,-4.8144,53.0244,1.852716936734308,6.7686,6.7686
