ticker,asset_class,market_date,expiry,strike,dte,hv20,hv60,atm_iv,entry_iv_fixed,gap,horizon,iv_fwd,fwd_ret,d_iv,entry_idx
SPY,etf,2026-01-22,2027-03-19,705,421,0.10667409320722515,0.11871039015679452,0.20865567699490145,0.2094691275422428,-0.08995,20,0.212088908602271,0.00065,0.00262,17
SPY,etf,2026-01-22,2027-03-19,705,421,0.10667409320722515,0.11871039015679452,0.20865567699490145,0.2094691275422428,-0.08995,40,0.2183798389530853,-0.05865,0.00891,17
SPY,etf,2026-01-23,2027-03-19,705,420,0.10548583506613333,0.11629169900755779,0.20921233018690652,0.2099626959242728,-0.09292,20,0.2115575491597378,-0.00992,0.00159,18
SPY,etf,2026-01-23,2027-03-19,705,420,0.10548583506613333,0.11629169900755779,0.20921233018690652,0.2099626959242728,-0.09292,40,0.2171563756572372,-0.04911,0.00719,18
SPY,etf,2026-01-26,2027-03-19,710,417,0.10629493155384326,0.11662283607184051,0.20869500517629117,0.2087621889753645,-0.09207,20,0.2087342025271876,-0.00777,-3e-05,19
SPY,etf,2026-01-26,2027-03-19,710,417,0.10629493155384326,0.11662283607184051,0.20869500517629117,0.2087621889753645,-0.09207,40,0.2135243492678616,-0.05709,0.00476,19
SPY,etf,2026-01-27,2027-03-19,715,416,0.10713905148484058,0.116886578731359,0.20893570635100644,0.2074977149137698,-0.09205,20,0.2057998882098525,-0.00336,-0.0017,20
SPY,etf,2026-01-27,2027-03-19,715,416,0.10713905148484058,0.116886578731359,0.20893570635100644,0.2074977149137698,-0.09205,40,0.208839351601702,-0.0556,0.00134,20
SPY,etf,2026-01-28,2027-03-19,715,415,0.10614844962325747,0.11451337342950291,0.20958740156869862,0.2085457585683032,-0.09507,20,0.2042504811692171,-0.0088,-0.0043,21
SPY,etf,2026-01-28,2027-03-19,715,415,0.10614844962325747,0.11451337342950291,0.20958740156869862,0.2085457585683032,-0.09507,40,0.2099394561277114,-0.07237,0.00139,21
SPY,etf,2026-01-29,2027-03-19,710,414,0.10635192504484992,0.11445248514600584,0.2100035319722199,0.2108866992675702,-0.09555,20,0.2068024079493645,-0.0116,-0.00408,22
SPY,etf,2026-01-29,2027-03-19,710,414,0.10635192504484992,0.11445248514600584,0.2100035319722199,0.2108866992675702,-0.09555,40,0.2114615692104289,-0.08638,0.00057,22
SPY,etf,2026-01-30,2027-03-19,710,413,0.10306495211586965,0.11459858163723809,0.21045137747334886,0.2098160290398463,-0.09585,20,0.2096340982706058,-0.00808,-0.00018,23
SPY,etf,2026-01-30,2027-03-19,710,413,0.10306495211586965,0.11459858163723809,0.21045137747334886,0.2098160290398463,-0.09585,40,0.2107963605644419,-0.08671,0.00098,23
SPY,etf,2026-02-02,2027-03-19,715,410,0.10410036981806246,0.11216100387812994,0.20891382686630217,0.2075732167352678,-0.09675,20,0.2047531436192199,-0.02169,-0.00282,24
SPY,etf,2026-02-02,2027-03-19,715,410,0.10410036981806246,0.11216100387812994,0.20891382686630217,0.2075732167352678,-0.09675,40,0.2061328077505837,-0.06481,-0.00144,24
SPY,etf,2026-02-03,2027-03-19,705,409,0.10683317394174517,0.1134762359294272,0.21119829078108457,0.2124835480174336,-0.09772,20,0.2112023573857237,-0.00638,-0.00128,25
SPY,etf,2026-02-03,2027-03-19,705,409,0.10683317394174517,0.1134762359294272,0.21119829078108457,0.2124835480174336,-0.09772,40,0.2125622449780041,-0.04973,8e-05,25
SPY,etf,2026-02-04,2027-03-19,705,408,0.10592528406883568,0.11163900267468681,0.212027371442961,0.2122553304709784,-0.10039,20,0.2121923362847943,-0.00711,-6e-05,26
SPY,etf,2026-02-04,2027-03-19,705,408,0.10592528406883568,0.11163900267468681,0.212027371442961,0.2122553304709784,-0.10039,40,0.2108961029309317,-0.04424,-0.00136,26
SPY,etf,2026-02-05,2027-03-19,695,407,0.11409633771192337,0.11474264886347643,0.216085648900459,0.2160565335989802,-0.10134,20,0.2221002548670892,-0.00773,0.00604,27
SPY,etf,2026-02-05,2027-03-19,695,407,0.11409633771192337,0.11474264886347643,0.216085648900459,0.2160565335989802,-0.10134,40,0.2184333599589061,-0.02758,0.00238,27
SPY,etf,2026-02-06,2027-03-19,710,406,0.1341964150975983,0.11695488671609301,0.2101906619653996,0.2085568671389699,-0.07599,20,0.2106584190480176,-0.01788,0.0021,28
SPY,etf,2026-02-06,2027-03-19,710,406,0.1341964150975983,0.11695488671609301,0.2101906619653996,0.2085568671389699,-0.07599,40,0.2088650997542794,-0.04547,0.00031,28
SPY,etf,2026-02-09,2027-03-19,710,403,0.13319525521796124,0.11725901599021593,0.2087104843088054,0.2094892277177057,-0.07552,20,0.212334700427428,-0.02417,0.00285,29
SPY,etf,2026-02-09,2027-03-19,710,403,0.13319525521796124,0.11725901599021593,0.2087104843088054,0.2094892277177057,-0.07552,40,0.2077486293539884,-0.02585,-0.00174,29
SPY,etf,2026-02-10,2027-03-19,710,402,0.1333719478336655,0.11740804059393566,0.20978431506994127,0.2094454627775332,-0.07641,20,0.2108912894642024,-0.02281,0.00145,30
SPY,etf,2026-02-10,2027-03-19,710,402,0.1333719478336655,0.11740804059393566,0.20978431506994127,0.2094454627775332,-0.07641,40,0.2069666394028456,-0.01764,-0.00248,30
SPY,etf,2026-02-11,2027-03-19,710,401,0.13320609319488955,0.11198080200859288,0.21022510542902892,0.2097780991711824,-0.07702,20,0.2123791820327778,-0.03743,0.0026,31
SPY,etf,2026-02-11,2027-03-19,710,401,0.13320609319488955,0.11198080200859288,0.21022510542902892,0.2097780991711824,-0.07702,40,0.2072245806025434,-0.01806,-0.00255,31
