variant,basis,sharpe,ann_return,ann_return_excess,ann_return_gross,cagr,cagr_excess,cagr_gross,maxdd_pct,maxdd_dollars,util_mean,util_peak,skip_rate,fill_rate,win_rate,breach_rate,n_rungs,n_skipped_rungs,contracts_desired_total,contracts_filled_total,total_return_excess,years
base_noncomp,floor,1.6799501117798388,,0.5408754144892349,0.580875414489235,,0.1359987810048131,0.1416107272161462,-0.8986421501951686,-128505.8274779091,0.4034508491314938,0.9999275739955928,0.0,0.9723981900452489,0.9106382978723404,0.1127659574468085,470,0,2210,2149,10.276632875295464,19.0
contract_overlay_noncomp,floor,1.6680009665471796,,0.6145235783262886,0.6545235783262886,,0.14301413882949077,0.14806142400427413,-1.167353218805123,-166931.5102891326,0.44905172153605716,0.999344550647724,0.04680851063829787,0.865462587541467,0.9084821428571429,0.11383928571428571,448,22,2713,2348,11.675947988199484,19.0
staggered_tranche_noncomp,floor,1.7049447327970617,,0.610521034695909,0.650521034695909,,0.14265219224430004,0.14772715084770272,-1.1805632213904382,-168820.54065883267,0.4401325706920214,0.999344550647724,0.0831858407079646,0.8668407310704961,0.9131274131274131,0.10617760617760617,518,47,2681,2324,11.599899659222272,19.0
base_comp,floor,1.4571449677277104,0.5395914047285717,,,0.5700679738583263,,,-981.132095472272,-140301889.6525349,200.67500814004356,4662.969146664018,0.0078125,0.9455677378236332,0.8996062992125984,0.12598425196850394,508,4,433052,409480,,19.0
contract_overlay_comp,floor,1.2973092107318795,0.5800459434903266,,,0.5326361628164016,,,-1239.0527937549284,-177184549.50695476,154.2961757427823,2986.949118083808,0.05708661417322835,0.809268411939501,0.8977035490605428,0.12734864300626306,479,29,396767,321091,,19.0
staggered_tranche_comp,floor,1.293847388009713,0.5571488590637352,,,0.5047065839610809,,,-873.329183196639,-124886073.19711937,106.33555069987423,2106.3703056311483,0.08828522920203735,0.8118743527787367,0.8994413407821229,0.12104283054003724,537,52,263627,214032,,19.0
baseline_iter3_spx,floor,1.6799501117798388,,0.5408754144892349,0.580875414489235,,0.1359987810048131,0.1416107272161462,-0.8986421501951686,-128505.8274779091,0.4034508491314938,0.9999275739955928,0.0,0.9723981900452489,0.9106382978723404,0.1127659574468085,470,0,2210,2149,10.276632875295464,19.0
baseline_spy_buyhold,floor,0.6202475749011619,0.09677490510257467,,,0.08777321146931127,,,-0.8153307759606974,-116592.30096237973,,,,,,,,,,,,19.069130732375086
