ticker,market_date,expiry,dte,n_strikes,a,b,rho,m,sigma,rmse_volpts,min_butterfly_g,liquid,calendar_viol_on_date
SPY,2026-04-10,2026-07-17,98,59,1.0000000019410672e-08,0.06093606215659258,-0.9989999999999999,-0.0702612838757405,0.17539451712074225,0.5171,0.15711,True,0
SPY,2026-04-30,2026-05-07,7,57,2.7780685367106758e-05,0.006418462059269021,-0.9989886142927807,-0.004654910631290478,0.04322249994440132,0.2214,0.312198,True,0
SPY,2026-04-30,2026-05-29,29,157,1.0000000000006638e-08,0.025783729631198012,-0.9128267690064545,-0.03964146160967663,0.0903125915558898,0.4208,0.168218,True,0
SPY,2026-04-30,2026-07-31,92,190,0.003056717263845294,0.0491623938920788,-0.9989999999921636,-0.052223384155063675,0.09835341379736166,0.6166,0.180481,True,0
SPY,2026-05-21,2026-05-28,7,57,8.661147175228088e-05,0.00776178052481718,-0.9985469073628598,-0.024892657190013517,0.04378772143106609,0.2295,0.300889,True,0
SPY,2026-05-21,2026-06-18,28,135,1.000000000021436e-08,0.026351472877390463,-0.9145264433863137,-0.04540721932006389,0.09125262373100641,0.2747,0.158218,True,0
SPY,2026-05-21,2026-08-21,92,64,0.0002506534320465528,0.059571439365941496,-0.8030755898332199,-0.0615137346283729,0.13275082680083347,0.5397,0.147414,True,0
SPY,2026-06-11,2026-06-18,7,71,1.6792577561686468e-08,0.027364836137789665,0.535438639814005,0.047668017263848374,0.019893244906382185,0.3036,0.522054,True,0
SPY,2026-06-11,2026-07-10,29,140,1.0000000000213909e-08,0.027925924538568552,-0.9989999999999999,-0.05242103025922563,0.115538375516704,0.1418,0.285979,True,0
SPY,2026-06-11,2026-08-31,81,210,0.003413217423843557,0.04839642820116312,-0.9989999999999999,-0.06391613208535198,0.09838642793689541,0.5708,0.17101,True,0
SPY,2026-07-02,2026-07-09,7,46,3.181246993887234e-05,0.00519315514404645,-0.8576896017749132,0.0012583089069510254,0.031024408601621877,0.1014,0.383997,True,0
SPY,2026-07-02,2026-07-31,29,168,1.0000000000025734e-08,0.02780204691255472,-0.9989999999999564,-0.06491099615433618,0.09758007134099057,0.3623,0.111695,True,0
SPY,2026-07-02,2026-09-30,90,254,0.00010715760763591256,0.05595417905807624,-0.8450421171265792,-0.06327679134720282,0.13379311725246285,0.5956,0.144039,True,0
QQQ,2025-12-26,2026-01-02,7,44,1.899977129809547e-08,0.011702281522073745,-0.993966544388007,-0.037877299726671,0.03966549486260422,0.2234,0.188982,True,0
QQQ,2025-12-26,2026-01-23,28,78,0.0006715102214949343,0.02220296662013849,-0.9018508053027304,-0.03562486870766993,0.0668802738733375,0.4887,0.197499,True,0
QQQ,2025-12-26,2026-03-31,95,157,0.006306605363466791,0.04538444119616863,-0.9989999999999999,-0.06167630281810484,0.08736151439321396,0.8276,0.224645,True,0
QQQ,2026-01-16,2026-01-23,7,42,2.624211836837749e-08,0.0062854849347808925,-0.9903089522743497,-0.004066404545638054,0.05986487015663384,0.2161,0.488275,True,0
QQQ,2026-01-16,2026-02-13,28,79,1.0000002178020346e-08,0.029027881345674827,-0.998999999999991,-0.06111549058084289,0.1322468968364561,0.5111,0.186678,True,0
QQQ,2026-01-16,2026-04-17,91,62,1.0000000000075035e-08,0.058466815473960015,-0.9108336621455619,-0.08814821725223862,0.2219929329785918,0.6125,0.185235,True,0
QQQ,2026-02-06,2026-02-13,7,68,1.0017107848762781e-08,0.007741437339542121,-0.9989999999957574,0.045910162410627425,0.05295661979408242,0.2329,0.487375,True,0
QQQ,2026-02-06,2026-03-06,28,91,1.0000000000000002e-08,0.02710556239188862,-0.9989999999999999,-0.018800613919584205,0.14394875470288165,0.5497,0.265226,True,0
QQQ,2026-02-06,2026-04-30,83,147,0.0025693436942550905,0.05270081646032512,-0.9989999999999252,-0.0668820896704912,0.1936020357684332,0.7568,0.230488,True,0
QQQ,2026-03-02,2026-03-09,7,60,0.00040471741068983806,0.008786834770358739,-0.9749403203653881,0.03046992834770034,0.0039092146091535334,0.2178,0.41616,True,0
QQQ,2026-03-02,2026-03-31,29,105,1.0000000298010694e-08,0.02358307856735543,-0.998999999056569,0.05804239347001213,0.07979701841202179,0.267,0.353914,True,0
QQQ,2026-03-02,2026-05-29,88,148,0.0036394041432336994,0.054647852779693105,-0.9989999999999999,-0.04185038805867641,0.17636144013086022,0.8182,0.266115,True,0
QQQ,2026-03-20,2026-03-27,7,64,1.9820239993456414e-08,0.006752317472465658,-0.9568706130094882,0.10474587062219237,0.00010068686947558659,0.3642,0.631654,True,0
QQQ,2026-03-20,2026-04-17,28,123,1.0000000000000002e-08,0.022994317195712516,-0.9989999999999999,0.07357913694214396,0.12715439296536432,0.4282,0.42,True,0
QQQ,2026-03-20,2026-06-18,90,82,1.0000000000000002e-08,0.06560399566977251,-0.9989999999999999,-0.05679624164963495,0.28181393044127356,0.7476,0.260728,True,0
QQQ,2026-04-10,2026-04-17,7,59,1.0000049598821874e-08,0.007122661232695286,-0.9989999999999326,0.009764008309694257,0.07358056475548101,0.2049,0.463983,True,0
QQQ,2026-04-10,2026-05-08,28,131,1.0000024298385702e-08,0.02755093335420278,-0.9542881758919011,-0.021511627536838517,0.12994880560085903,0.3703,0.248501,True,0
