ticker,market_date,expiry,dte,n_strikes,a,b,rho,m,sigma,rmse_volpts,min_butterfly_g,liquid,calendar_viol_on_date
MU,2026-03-02,2026-04-02,31,64,0.043143208899626334,0.056235143947840766,-0.6455402473812212,-0.11316528420833191,0.16999665691337426,0.7228,0.524182,True,0
MU,2026-03-02,2026-05-15,74,55,0.09992639301709143,0.06226755363141627,-0.6836858005228692,-0.13614207694235125,0.02967566205121639,0.7926,0.57884,True,0
MU,2026-03-20,2026-03-27,7,60,1.0000000000197122e-08,0.04225547076151103,-0.24229668448588748,0.018816075989617934,0.19968649149353893,0.496,0.520363,True,0
MU,2026-03-20,2026-04-17,28,29,0.002749756724995139,0.07904252076843936,-0.5208580258122808,-0.12315134176697635,0.43397036879640244,0.3621,0.555729,True,0
MU,2026-03-20,2026-06-18,90,58,0.11087101181496163,0.05559435174878938,-0.7406417125295794,-0.11606080079413815,0.025071774608847467,0.8011,0.630459,True,0
MU,2026-04-10,2026-04-17,7,59,0.0017031508608209376,0.0376542782941121,-0.34999390652121004,-0.0534088194353938,0.1872832064650183,0.3561,0.559317,True,0
MU,2026-04-10,2026-05-08,28,58,0.03471290213297454,0.04334602506104837,-0.5716560953704312,-0.11234829299275174,0.09304121393193973,0.6662,0.568839,True,0
MU,2026-04-10,2026-07-17,98,66,0.12319528594845947,0.07053393745728974,-0.49853853299298645,-0.17290855435857794,0.039909739075455294,0.8086,0.597575,True,0
MU,2026-04-30,2026-05-08,8,84,0.00705213965462331,0.0384271101090724,-0.4755086401761331,-0.08062944868840159,0.15517425435912,0.2126,0.594435,True,0
MU,2026-04-30,2026-05-29,29,70,0.03046723250149668,0.07176872131651062,-0.5894270652999072,-0.19049484206872952,0.1648349780774426,0.47,0.434231,True,0
MU,2026-04-30,2026-07-17,78,76,0.10499823095678258,0.07563001647141984,-0.4521130078471395,-0.2528992848788852,0.10380527280753447,0.6888,0.565213,True,0
MU,2026-05-21,2026-05-29,8,105,0.0076206214565349185,0.05283355874336019,-0.5043495303858613,-0.10658420232212269,0.14071778402629506,0.3991,0.406138,True,0
MU,2026-05-21,2026-06-18,28,95,0.0032088942490489073,0.1313151556870341,-0.47480455067675476,-0.30918394178018666,0.4275262834204394,0.6377,0.513627,True,0
MU,2026-05-21,2026-08-21,92,126,0.1600459381595643,0.07866968099972857,0.01279197890881061,-0.19214779727015982,0.07154510138518612,0.7134,0.721111,True,0
MU,2026-06-11,2026-06-18,7,124,0.012289921191707994,0.07603503294157334,-0.7465837811039807,-0.18054220113471214,0.18157247888942776,0.3903,0.298848,True,0
MU,2026-06-11,2026-07-10,29,182,0.048380043932408315,0.14556892754703343,-0.5928656140989997,-0.29293210195532005,0.33103757253946603,0.7063,0.379382,True,0
MU,2026-06-11,2026-09-18,99,174,0.22810190751679654,0.0990935528423034,-0.2928905788733045,-0.2910524419205588,0.10297934416461786,0.9958,0.640867,True,0
MU,2026-07-02,2026-07-10,8,133,1.0000000003134465e-08,0.06871631742419675,-0.2546320559402449,0.017817433080959236,0.35557540632306694,0.4026,0.551258,True,0
MU,2026-07-02,2026-07-31,29,166,0.012155378270784159,0.12327989357119419,-0.25966349216040324,-0.03587802448308162,0.563014994946769,0.2813,0.558431,True,0
MU,2026-07-02,2026-09-18,78,190,1.0000005376568576e-08,0.253247161964548,-0.6027823831776001,-0.7030521136269103,0.956521174947987,0.7383,0.61294,True,0
BKSY,2025-12-26,2026-01-02,7,18,0.010382584019246164,0.018383294134390212,-0.6510477251756493,-0.09454515012730853,0.00010168240639745808,5.045,0.518779,False,0
BKSY,2025-12-26,2026-01-23,28,20,0.05390725685078086,0.08068843994837459,0.1361943046045744,-0.07610747911533317,0.00010000002200177698,2.7822,0.580131,False,0
BKSY,2025-12-26,2026-02-20,56,12,1.0000000000000002e-08,0.3857187000919994,-0.4107909745005265,-0.3476980583323268,0.315388546861469,2.5557,-0.017393,False,0
BKSY,2026-01-16,2026-01-23,7,25,0.016299793859775605,0.0556031693215234,-0.6236788999795131,-0.08179073638812254,0.009244627635998622,4.8254,0.308583,False,0
BKSY,2026-01-16,2026-02-20,35,9,1.0000000001204567e-08,0.296507082901313,-0.6601096919250167,-0.5705828178207426,0.40795620359843215,1.2628,0.377215,False,0
BKSY,2026-01-16,2026-03-20,63,8,0.18816718772309945,0.07401754235897298,0.5502501345525049,-0.18277849334222837,0.00010000000000000026,4.4655,0.866379,False,0
BKSY,2026-02-06,2026-05-15,98,9,0.1563738544079701,9.997421546216739,-0.9837939025443728,-0.8640171531005354,0.08927957119407694,1.7741,0.836789,False,0
BKSY,2026-03-02,2026-05-15,74,10,0.2323677546841252,0.08075472920889097,-0.6461402671937014,-0.08356296700136268,0.19258709611119593,1.4316,0.734382,False,0
BKSY,2026-03-20,2026-05-15,56,10,0.11305946881763332,0.5166046307553498,-0.7952873458064746,-0.7406108496696199,0.2119272310426464,2.3464,0.538603,False,0
BKSY,2026-04-10,2026-05-15,35,9,0.1418550975073966,0.17376622181008966,-0.8681770812733517,-0.5096608278348617,0.11319126632929431,1.2321,0.186263,False,0
BKSY,2026-04-10,2026-07-17,98,9,0.3228582337075771,0.031000319682435266,0.9233230043198815,-1.3686779229366923,0.00010011097724132401,3.1161,0.971798,False,0
BKSY,2026-04-30,2026-05-15,15,8,1.0000000532631154e-08,0.13962961580099115,0.05871772569564035,-0.010168931070859864,0.48062459150957143,2.7962,0.560493,False,0
BKSY,2026-04-30,2026-07-17,78,10,0.20819237772016888,0.17795628308226077,-0.6755324664803966,-0.33171975177758595,0.22917384288447104,1.4278,0.498882,False,0
BKSY,2026-05-21,2026-06-18,28,9,0.1056133578373926,0.11773477406286362,-0.9545255257795505,-0.45641264305625673,0.0001474171018481032,2.0783,0.127994,False,0
BKSY,2026-05-21,2026-08-21,92,11,0.33593017361482297,0.2974773046693107,-0.8695139085609064,-0.9095456374655378,0.02270991366566632,1.3875,-0.088026,False,0
BKSY,2026-06-11,2026-07-17,36,10,0.1547791736941931,0.11074250275401742,0.9989999999999999,0.46903115656534095,0.00010000000000000002,3.6136,0.330728,False,0
BKSY,2026-06-11,2026-09-18,99,13,0.43158852733476655,0.056067365253719914,0.12922657025518144,0.02108568789794923,0.00012549397744569268,2.1362,0.918404,False,0
BKSY,2026-07-02,2026-07-17,15,8,1.0000000003647342e-08,0.14186019698705463,0.22970387745012072,0.09189919680588766,0.2301951353086641,2.455,0.3356,False,0
BKSY,2026-07-02,2026-09-18,78,15,1.0000000000000128e-08,0.5616859377132064,-0.5515863934057967,-0.5089719471420451,0.36318878820223643,4.0214,0.213911,False,0
NOV,2025-12-26,2026-02-20,56,10,1.0000013023552414e-08,0.1650364485229467,-0.5150786579623876,-0.15884059894418925,0.1185690332967371,2.1722,0.049209,False,0
NOV,2026-01-16,2026-02-20,35,9,0.009527505182377782,0.07333658073750464,-0.3956979570839094,-0.04656837348328647,0.03593523237569776,0.6849,0.263056,False,0
NOV,2026-01-16,2026-03-20,63,15,1.0000000000000002e-08,0.1784544898955502,-0.42445975405934294,-0.08659160696944086,0.12887899971160266,2.7159,0.04446,False,0
NOV,2026-02-06,2026-03-20,42,8,1.0000000114104907e-08,0.11007638281829471,0.393967943836575,0.14397784890541562,0.13831181899001257,0.4553,0.617112,False,0
NOV,2026-02-06,2026-05-15,98,8,0.00146776450010009,9.896249623286709,0.9924818796515454,0.4105528017708378,0.02662456888658009,0.1733,0.715282,False,0
NOV,2026-03-02,2026-03-20,18,11,0.006185234814608927,0.07497797492262513,-0.6140634783011985,-0.04897724266085571,0.05527092090508093,2.6391,0.173614,False,0
NOV,2026-03-02,2026-05-15,74,18,0.017033798743723058,0.13872193684531484,-0.508029127978822,-0.1274968603808503,0.18909909151627555,1.2267,0.187967,False,0
NOV,2026-03-20,2026-04-17,28,8,0.006484730319159225,0.07698293553608526,0.02766074367030275,0.04493469358710649,0.00010008632952518664,1.5401,0.250163,False,0
NOV,2026-03-20,2026-05-15,56,15,0.006502568645042299,0.19937046026485541,-0.7687486153455166,-0.25600159404896344,0.16010400217539847,1.4581,-0.081301,False,0
NOV,2026-04-10,2026-05-15,35,12,0.010216328170524725,0.0695811336591212,-0.3730357567933735,-0.0784939437863245,0.04875268268289871,1.833,0.238557,False,0
NOV,2026-04-10,2026-08-21,133,18,1.0000000000022672e-08,0.21599613231881504,-0.335275698171811,-0.09514856514247713,0.22543097226733866,1.6299,0.160819,False,0
NOV,2026-04-30,2026-05-15,15,9,0.0022816327478456556,0.038771650868684705,-0.08273280991776687,-0.011328784432288791,0.07304248624466202,1.6194,0.340472,False,0
NOV,2026-04-30,2026-08-21,113,17,0.04152445774938536,0.09313694962031761,-0.858521066970997,-0.22539448677874688,0.00010000194864839567,1.5063,0.104699,False,0
NOV,2026-05-21,2026-06-18,28,10,0.007213607712118796,0.05323322201632032,0.014255643179465205,0.053522754905267395,0.00010000000000074035,2.058,0.377434,False,0
NOV,2026-05-21,2026-08-21,92,15,0.03167591986768783,0.16249648884933432,-0.9989999999999999,-0.28656661042680437,0.07527498718991879,1.361,-0.133863,False,0
NOV,2026-06-11,2026-07-17,36,10,0.008801486537343474,0.06155336611998541,-0.5441069413478062,0.022422153575047923,0.0266961572913458,1.4087,0.357965,False,0
NOV,2026-06-11,2026-08-21,71,14,1.0000000000168161e-08,0.12867873499384652,-0.5112584538922247,-0.1874180786329228,0.2856200061376343,1.4682,0.380478,False,0
NOV,2026-07-02,2026-08-21,50,14,1.0000000000000002e-08,0.10425025382704148,0.41739065834390277,0.013188991267410037,0.17356735825107245,1.4872,0.240484,False,0
