spread_vp,n_trades,n_months,sharpe,maxdd,annror,mean_ret,hit_rate,mean_net_dollars,median_net_dollars,mean_gross_dollars,mean_ivonly_dollars,mean_capital,mean_holdout_ret,n_holdout,survives_walkforward,survives_quarter_gate,variant,threshold,horizon,breakeven_spread_vp_dollars,breakeven_spread_vp_sharpe0,breakeven_spread_vp_sharpe1
0.3,3271,9,-0.31422937713795857,-0.18994494471404572,-0.0860439785801504,0.007144381515295511,0.5025985937022317,13.377657660156608,1.1055383068726967,59.35381722220614,-61.685633951453305,2671.8997248547844,-0.01402269628591572,1308,False,False,resid,1.0,2,0.3925,0.181,
0.4,3271,9,-0.5727916883361259,-0.21722530195473233,-0.1583348031542054,0.0013846563510643776,0.48242127789666767,-1.0810621938599076,-11.004446309240484,59.35381722220614,-61.685633951453305,2671.8997248547844,-0.01946736238186291,1308,False,False,resid,1.0,2,0.3925,0.181,
0.5,3271,9,-0.8264689194865368,-0.2653237979842537,-0.23062562772826034,-0.004375068813166748,0.46621828187098746,-15.539782047876415,-21.314974892720883,59.35381722220614,-61.685633951453305,2671.8997248547844,-0.0249120284778101,1308,True,False,resid,1.0,2,0.3925,0.181,
0.0,3133,8,1.8950185430160915,-0.10491793426806129,0.7709283346763007,0.044980423928488354,0.5512288541334185,115.86909141266378,43.25952177060406,118.46909141266376,-2.929485247077704,2667.358442387488,-9.898626409752249e-05,1253,False,True,resid,1.0,5,0.7886,1.0,0.5144
0.02,3133,8,1.859777136073254,-0.10717346355327906,0.7569868183056572,0.04380864757702271,0.5499521225662305,112.93051556464032,41.20358001991824,118.46909141266376,-2.929485247077704,2667.358442387488,-0.0012176910153072432,1253,False,True,resid,1.0,5,0.7886,1.0,0.5144
0.05,3133,8,1.8069813439216795,-0.11055675748110569,0.7360745437496918,0.04205098304982421,0.5461219278646664,108.52265179260522,38.20868270677139,118.46909141266376,-2.929485247077704,2667.358442387488,-0.002895748142121826,1253,False,True,resid,1.0,5,0.7886,1.0,0.5144
0.1,3133,8,1.7191654471910616,-0.11619558069415009,0.7012207528230827,0.039121542171160054,0.5394190871369294,101.17621217254668,32.37328982579466,118.46909141266376,-2.929485247077704,2667.358442387488,-0.00569251002014613,1253,False,True,resid,1.0,5,0.7886,1.0,0.5144
0.15,3133,8,1.6315712954989112,-0.12183440390719447,0.6663669618964738,0.03619210129249589,0.5323970635173955,93.82977255248808,25.89307554525636,118.46909141266376,-2.929485247077704,2667.358442387488,-0.008489271898170432,1253,False,True,resid,1.0,5,0.7886,1.0,0.5144
0.2,3133,8,1.5441993160539513,-0.12747322712023884,0.6315131709698647,0.03326266041383173,0.5250558570060645,86.48333293242952,20.051380037017704,118.46909141266376,-2.929485247077704,2667.358442387488,-0.011286033776194738,1253,False,True,resid,1.0,5,0.7886,1.0,0.5144
0.3,3133,8,1.370123506218934,-0.13875087354632765,0.5618055891166467,0.02740377865650341,0.5116501755505904,71.7904536923124,8.023011285593048,118.46909141266376,-2.929485247077704,2667.358442387488,-0.016879557532243343,1253,False,True,resid,1.0,5,0.7886,1.0,0.5144
0.4,3133,8,1.1969411311643172,-0.15002851997241642,0.49209800726342856,0.021544896899175103,0.4976061283115225,57.09757445219529,-0.6798555860116182,118.46909141266376,-2.929485247077704,2667.358442387488,-0.02247308128829195,1253,False,True,resid,1.0,5,0.7886,1.0,0.5144
0.5,3133,8,1.0246550655769933,-0.16130616639850517,0.42239042541021055,0.015686015141846792,0.4873922757740185,42.404695212078174,-9.810656515806658,118.46909141266376,-2.929485247077704,2667.358442387488,-0.028066605044340557,1253,False,False,resid,1.0,5,0.7886,1.0,0.5144
0.0,2571,9,0.6307851634128436,-0.05363917134214075,0.06728149229366348,0.010554752995858037,0.558926487747958,24.601635252475,22.051156265259998,27.201635252475,-54.28227550736197,2711.7790742901593,0.0018779543406793242,1028,True,False,resid,1.5,1,0.156,0.086,
0.02,2571,9,0.4823383365480073,-0.055452128664320297,0.05162748255745142,0.00930313779470406,0.5507584597432905,21.448304534545436,19.63904905599372,27.201635252475,-54.28227550736197,2711.7790742901593,0.0006887910780155018,1028,True,False,resid,1.5,1,0.156,0.086,
0.05,2571,9,0.2615816566344001,-0.058171564647589616,0.028146467953133383,0.007425714992973104,0.5406456631660832,16.718308457651094,15.881376212282051,27.201635252475,-54.28227550736197,2711.7790742901593,-0.00109495381598023,1028,False,False,resid,1.5,1,0.156,0.086,
0.1,2571,9,-0.10122174345356873,-0.06270395795303849,-0.010988556387396773,0.0042966769900881635,0.5223648385842085,8.834981662827191,10.523956739211213,27.201635252475,-54.28227550736197,2711.7790742901593,-0.004067861972639786,1028,False,False,resid,1.5,1,0.156,0.086,
0.15,2571,9,-0.4575946778137719,-0.07210460652101709,-0.050123580727926886,0.0011676389872032284,0.5087514585764294,0.9516548680033055,3.8230289254259815,27.201635252475,-54.28227550736197,2711.7790742901593,-0.007040770129299339,1028,False,False,resid,1.5,1,0.156,0.086,
0.2,2571,9,-0.8075215425075434,-0.08997791129946758,-0.08925860506845702,-0.001961399015681708,0.49202644885258656,-6.931671926820621,-3.3641664027832214,27.201635252475,-54.28227550736197,2711.7790742901593,-0.010013678285958895,1028,True,False,resid,1.5,1,0.156,0.086,
0.3,2571,9,-1.4880421114531805,-0.14281170722764067,-0.1675286537495173,-0.00821947502145158,0.4616880591209646,-22.698325516468422,-15.745195612023474,27.201635252475,-54.28227550736197,2711.7790742901593,-0.015959494599278003,1028,True,True,resid,1.5,1,0.156,0.086,
0.4,2571,9,-2.142914133299596,-0.19564550315581372,-0.24579870243057755,-0.014477551027221452,0.4325165305328666,-38.46497910611624,-27.882815006698515,27.201635252475,-54.28227550736197,2711.7790742901593,-0.021905310912597113,1028,True,True,resid,1.5,1,0.156,0.086,
0.5,2571,9,-2.7724392536101354,-0.24847929908398675,-0.3240687511116378,-0.020735627032991324,0.40062232594321273,-54.23163269576405,-39.874967528953356,27.201635252475,-54.28227550736197,2711.7790742901593,-0.027851127225916223,1028,True,True,resid,1.5,1,0.156,0.086,
0.0,2556,9,0.04431269477759974,-0.16858146265322305,0.011952560561479534,0.015220116442262663,0.5500782472613458,38.714723993447876,26.25537741455053,41.314723993447885,-72.13772339453014,2707.5054773082943,-0.009511989211498432,1022,False,False,resid,1.5,2,0.2452,0.0153,
0.02,2556,9,-0.013645597846922639,-0.17034136427815197,-0.003686389557191534,0.013965903948893238,0.545774647887324,35.55719205077786,23.566509240859048,41.314723993447885,-72.13772339453014,2707.5054773082943,-0.010704486230112518,1022,False,False,resid,1.5,2,0.2452,0.0153,
0.05,2556,9,-0.10024519576894947,-0.17298121671554542,-0.02714481473519832,0.012084585208839102,0.5387323943661971,30.82089413677285,19.64175343254758,41.314723993447885,-72.13772339453014,2707.5054773082943,-0.012493231758033643,1022,False,False,resid,1.5,2,0.2452,0.0153,
0.1,2556,9,-0.24367899431527598,-0.1775081849311412,-0.06624219003187612,0.008949053975415544,0.5242566510172144,22.927064280097788,14.276533027316555,41.314723993447885,-72.13772339453014,2707.5054773082943,-0.015474474304568856,1022,False,False,resid,1.5,2,0.2452,0.0153,
0.15,2556,9,-0.3859926820235464,-0.19197668424960504,-0.10533956532855404,0.005813522741991983,0.5144757433489828,15.03323442342275,7.969689928593583,41.314723993447885,-72.13772339453014,2707.5054773082943,-0.018455716851104066,1022,False,False,resid,1.5,2,0.2452,0.0153,
0.2,2556,9,-0.5271904596539044,-0.2064451835680689,-0.1444369406252319,0.0026779915085684176,0.5043035993740219,7.139404566747703,2.0953631945747833,41.314723993447885,-72.13772339453014,2707.5054773082943,-0.02143695939763928,1022,False,False,resid,1.5,2,0.2452,0.0153,
0.3,2556,9,-0.8062561281967985,-0.2423907000628186,-0.22263169121858767,-0.0035930709582786976,0.4816118935837246,-8.648255146602377,-9.980634644306539,41.314723993447885,-72.13772339453014,2707.5054773082943,-0.0273994444907097,1022,True,False,resid,1.5,2,0.2452,0.0153,
0.4,2556,9,-1.0809136378285518,-0.2952172352386654,-0.3008264418119434,-0.009864133425125819,0.460093896713615,-24.435914859952454,-22.293599925789316,41.314723993447885,-72.13772339453014,2707.5054773082943,-0.03336192958378013,1022,True,False,resid,1.5,2,0.2452,0.0153,
0.5,2556,9,-1.351203547050336,-0.34804377041451207,-0.3790211924052991,-0.01613519589197294,0.4417057902973396,-40.22357457330252,-34.31674305822822,41.314723993447885,-72.13772339453014,2707.5054773082943,-0.03932441467685055,1022,True,True,resid,1.5,2,0.2452,0.0153,
0.0,2507,8,1.486059111586955,-0.1385335011595411,0.743171118833222,0.032931529269024984,0.5345033905065816,97.24693106061746,25.625232911350416,99.84693106061744,-24.989565578706483,2705.1990426804946,-0.00742150399343852,1003,False,True,resid,1.5,5,0.6128,0.9945,0.3201
0.02,2507,8,1.455470632170908,-0.14092378278633771,0.7282257824392546,0.03167091575226998,0.5333067411248504,94.07299963967964,23.20066678740522,99.84693106061744,-24.989565578706483,2705.1990426804946,-0.008625893563815346,1003,False,True,resid,1.5,5,0.6128,0.9945,0.3201
0.05,2507,8,1.4096419983903783,-0.1445092052265326,0.7058077778483034,0.02977999547713749,0.5293179098524132,89.31210250827284,19.566755699632203,99.84693106061744,-24.989565578706483,2705.1990426804946,-0.010432477919380583,1003,False,True,resid,1.5,5,0.6128,0.9945,0.3201
0.1,2507,8,1.3334052017802234,-0.15048490929352415,0.6684444368633847,0.026628461685249977,0.5213402473075389,81.37727395592829,13.496369654551097,99.84693106061744,-24.989565578706483,2705.1990426804946,-0.013443451845322647,1003,False,True,resid,1.5,5,0.6128,0.9945,0.3201
0.15,2507,8,1.2573487774252075,-0.1564606133605157,0.6310810958784661,0.023476927893362483,0.5129637016354208,73.44244540358372,8.84678915163581,99.84693106061744,-24.989565578706483,2705.1990426804946,-0.01645442577126471,1003,False,True,resid,1.5,5,0.6128,0.9945,0.3201
0.2,2507,8,1.181472774069408,-0.16243631742750722,0.5937177548935471,0.020325394101474978,0.5045871559633027,65.50761685123912,4.116246436878859,99.84693106061744,-24.989565578706483,2705.1990426804946,-0.019465399697206773,1003,False,True,resid,1.5,5,0.6128,0.9945,0.3201
0.3,2507,8,1.0302621911266419,-0.1743877255614903,0.5189910729237097,0.014022326517699975,0.4902273633825289,49.637959746549946,-6.741012798282133,99.84693106061744,-24.989565578706483,2705.1990426804946,-0.025487347549090895,1003,False,False,resid,1.5,5,0.6128,0.9945,0.3201
0.4,2507,8,0.8797737070561984,-0.18633913369547334,0.44426439095387243,0.007719258933924967,0.4754686876745114,33.768302641860764,-18.94848668121581,99.84693106061744,-24.989565578706483,2705.1990426804946,-0.031509295400975024,1003,False,False,resid,1.5,5,0.6128,0.9945,0.3201
0.5,2507,8,0.7300074696106033,-0.19829054182945638,0.3695377089840348,0.001416191350149971,0.46390107698444355,17.89864553717158,-27.77573830544575,99.84693106061744,-24.989565578706483,2705.1990426804946,-0.03753124325285914,1003,False,False,resid,1.5,5,0.6128,0.9945,0.3201
0.0,1376,9,-1.2996709567576767,-0.12936159592316612,-0.1530466392055473,-0.0047160939854980245,0.5290697674418605,-17.84467265301645,9.61410205087743,-15.244672653016444,-79.29561640391776,2643.047965116279,-0.021969884988058765,550,True,False,resid,2.0,1,,,
0.02,1376,9,-1.4477768319421938,-0.13331863435730962,-0.1705772514724088,-0.006132405593811827,0.5188953488372093,-21.282072437899874,6.055505735713605,-15.244672653016444,-79.29561640391776,2643.047965116279,-0.0233285692408786,550,True,True,resid,2.0,1,,,
0.05,1376,9,-1.6695466062355846,-0.1476548774045257,-0.19687316987270093,-0.008256873006282537,0.5065406976744186,-26.438172115225026,2.109523666039383,-15.244672653016444,-79.29561640391776,2643.047965116279,-0.025366595620108345,550,True,True,resid,2.0,1,,,
0.1,1376,9,-2.0380158262629324,-0.18052477540489098,-0.24069970053985462,-0.011797652027067063,0.48546511627906974,-35.03167157743359,-4.50801029165559,-15.244672653016444,-79.29561640391776,2643.047965116279,-0.028763306252157925,550,True,True,resid,2.0,1,,,
0.15,1376,9,-2.4048759126717387,-0.21339467340525622,-0.28452623120700826,-0.015338431047851576,0.4694767441860465,-43.62517103964217,-11.175365021175422,-15.244672653016444,-79.29561640391776,2643.047965116279,-0.032160016884207505,550,True,True,resid,2.0,1,,,
0.2,1376,9,-2.7699289356807126,-0.24626457140562147,-0.32835276187416196,-0.0188792100686361,0.4563953488372093,-52.21867050185074,-17.688276440265955,-15.244672653016444,-79.29561640391776,2643.047965116279,-0.03555672751625708,550,True,True,resid,2.0,1,,,
0.3,1376,9,-3.493848876493802,-0.31200436740635196,-0.41600582320846935,-0.025960768110205135,0.42151162790697677,-69.40566942626785,-30.5426160266593,-15.244672653016444,-79.29561640391776,2643.047965116279,-0.04235014878035624,550,True,True,resid,2.0,1,,,
0.4,1376,9,-4.20830561733054,-0.37774416340708244,-0.5036588845427766,-0.03304232615177418,0.39171511627906974,-86.59266835068502,-42.85597439980114,-15.244672653016444,-79.29561640391776,2643.047965116279,-0.0491435700444554,550,True,True,resid,2.0,1,,,
0.5,1376,9,-4.911933444737089,-0.44348395940781304,-0.591311945877084,-0.04012388419334321,0.3553779069767442,-103.77966727510216,-53.76344942945448,-15.244672653016444,-79.29561640391776,2643.047965116279,-0.05593699130855456,550,True,True,resid,2.0,1,,,
0.0,1373,9,-0.6710759560507841,-0.22855037621320418,-0.1953918268572738,-0.0034543290421856555,0.5243991260014567,-11.897679285694988,11.169248332573625,-9.297679285694974,-96.25402807995096,2640.8113619810633,-0.04010554358617752,549,True,False,resid,2.0,2,,,
0.02,1373,9,-0.7304264369798239,-0.24032242251260472,-0.21287654696093106,-0.0048710448846914995,0.5193008011653314,-15.333106605051677,8.627861776773116,-9.297679285694974,-96.25402807995096,2640.8113619810633,-0.041464060972618066,549,True,False,resid,2.0,2,,,
0.05,1373,9,-0.8192342371777607,-0.2579804919617057,-0.2391036271164171,-0.006996118648450262,0.5120174799708667,-20.48624758408671,5.617473397274875,-9.297679285694974,-96.25402807995096,2640.8113619810633,-0.0435018370522789,549,True,False,resid,2.0,2,,,
0.1,1373,9,-0.9666643433022549,-0.2874106077102072,-0.2828154273755604,-0.010537908254714885,0.4959941733430444,-29.074815882478426,-1.246033554018171,-9.297679285694974,-96.25402807995096,2640.8113619810633,-0.04689813051838028,549,True,False,resid,2.0,2,,,
0.15,1373,9,-1.1133630835560173,-0.3168407234587088,-0.32652722763470376,-0.014079697860979502,0.4865258557902403,-37.66338418087016,-7.619489626874261,-9.297679285694974,-96.25402807995096,2640.8113619810633,-0.05029442398448166,549,True,True,resid,2.0,2,,,
0.2,1373,9,-1.2593274645774133,-0.3462708392072103,-0.370239027893847,-0.017621487467244117,0.4763292061179898,-46.25195247926189,-14.029600832899527,-9.297679285694974,-96.25402807995096,2640.8113619810633,-0.05369071745058305,549,True,True,resid,2.0,2,,,
0.3,1373,9,-1.5490421447208271,-0.4051310707042133,-0.45766262841213357,-0.024705066679773343,0.45520757465404227,-63.42908907604536,-25.981637627633148,-9.297679285694974,-96.25402807995096,2640.8113619810633,-0.060483304382785805,549,True,True,resid,2.0,2,,,
0.4,1373,9,-1.8357882704906257,-0.4639913022012163,-0.5450862289304202,-0.031788645892302576,0.4319009468317553,-80.60622567282881,-37.19199491815865,-9.297679285694974,-96.25402807995096,2640.8113619810633,-0.06727589131498858,549,True,True,resid,2.0,2,,,
0.5,1373,9,-2.1195486905886374,-0.5228515336982194,-0.6325098294487068,-0.038872225104831806,0.4144209759650401,-97.78336226961227,-49.91555837955307,-9.297679285694974,-96.25402807995096,2640.8113619810633,-0.07406847824719134,549,True,True,resid,2.0,2,,,
0.0,1362,8,0.8056506773113227,-0.22557639336746413,0.4968771686423636,0.005840116845662117,0.4889867841409692,27.445342965432886,-9.123585417396304,30.045342965432916,-74.49583233723078,2633.2114537444936,-0.04941984743121263,545,False,False,resid,2.0,5,0.1598,0.5849,
0.02,1362,8,0.7778965177533302,-0.2282667923827178,0.4798872970110831,0.004420749346247028,0.48751835535976507,24.010314479433884,-11.033156803077016,30.045342965432916,-74.49583233723078,2633.2114537444936,-0.0507838588146656,545,False,False,resid,2.0,5,0.1598,0.5849,
0.05,1362,8,0.7362923759513104,-0.23230239090559823,0.4544024895641626,0.0022916980971243706,0.48237885462555063,18.857771750435475,-15.899417665916566,30.045342965432916,-74.49583233723078,2633.2114537444936,-0.05282987588984506,545,False,False,resid,2.0,5,0.1598,0.5849,
0.1,1362,8,0.6670245493439231,-0.2390283884437323,0.41192781048596194,-0.0012567206514133807,0.47283406754772395,10.270200535438004,-20.891553396730366,30.045342965432916,-74.49583233723078,2633.2114537444936,-0.0562399043484775,545,True,False,resid,2.0,5,0.1598,0.5849,
0.15,1362,8,0.5978474760102005,-0.24575438598186639,0.3694531314077615,-0.004805139399951111,0.4654919236417034,1.6826293204405731,-28.65866448137504,30.045342965432916,-74.49583233723078,2633.2114537444936,-0.05964993280710992,545,True,False,resid,2.0,5,0.1598,0.5849,
0.2,1362,8,0.5287614313278599,-0.25248038352000046,0.32697845232956096,-0.008353558148488852,0.4566813509544787,-6.904941894556857,-35.10931856260697,30.045342965432916,-74.49583233723078,2633.2114537444936,-0.06305996126574236,545,True,False,resid,2.0,5,0.1598,0.5849,
0.3,1362,8,0.39086351375626643,-0.2659323785962686,0.24202909417315976,-0.015450395645564354,0.4419970631424376,-24.080084324551763,-49.523024660114416,30.045342965432916,-74.49583233723078,2633.2114537444936,-0.06988001818300721,545,True,False,resid,2.0,5,0.1598,0.5849,
0.4,1362,8,0.2533329370700989,-0.29398672850237995,0.15707973601675868,-0.02254723314263983,0.4265785609397944,-41.25522675454664,-61.12109758765125,30.045342965432916,-74.49583233723078,2633.2114537444936,-0.07670007510027207,545,True,True,resid,2.0,5,0.1598,0.5849,
0.5,1362,8,0.11617179190703607,-0.3441571542669837,0.0721303778603575,-0.029644070639715317,0.41629955947136565,-58.43036918454157,-73.76162552316924,30.045342965432916,-74.49583233723078,2633.2114537444936,-0.08352013201753693,545,True,True,resid,2.0,5,0.1598,0.5849,
