date,score,level,vix_c,vvix_c,corr_c,trend_c,fired,vix,vvix,cor1m,spx_distance_pct
2007-01-03,8.2,LOW,1.0,7.2,0.0,0.0,False,12.04,87.63,24.65,4.24
2007-01-04,8.3,LOW,0.4,7.9,0.0,0.0,False,11.51,88.19,21.5,4.25
2007-01-05,13.0,LOW,2.3,9.1,1.5,0.0,False,12.14,90.17,24.53,3.52
2007-01-08,10.5,LOW,1.5,9.0,0.0,0.0,False,12.0,92.04,21.83,3.65
2007-01-09,10.3,LOW,0.5,9.8,0.0,0.0,False,11.91,92.76,22.68,3.49
2007-01-10,11.0,LOW,0.0,11.0,0.0,0.0,False,11.47,93.78,20.59,3.59
2007-01-11,7.0,LOW,0.0,7.0,0.0,0.0,False,10.87,85.97,18.9,4.13
2007-01-12,7.0,LOW,0.0,7.0,0.0,0.0,False,10.15,85.18,16.16,4.53
2007-01-16,6.9,LOW,0.0,6.9,0.0,0.0,False,10.74,85.3,16.26,4.51
2007-01-17,7.0,LOW,0.0,7.0,0.0,0.0,False,10.59,84.93,16.46,4.32
2007-01-18,6.3,LOW,0.0,6.3,0.0,0.0,False,10.85,83.66,16.79,3.91
2007-01-19,6.8,LOW,0.0,6.8,0.0,0.0,False,10.4,82.49,17.37,4.11
2007-01-22,8.9,LOW,1.0,6.6,1.3,0.0,False,10.77,84.43,19.38,3.46
2007-01-23,7.7,LOW,0.0,6.7,1.0,0.0,False,10.34,81.48,18.78,3.73
2007-01-24,7.0,LOW,0.0,6.6,0.4,0.0,False,9.89,77.51,17.42,4.51
2007-01-25,7.9,LOW,0.6,5.1,2.3,0.0,False,11.22,80.45,22.58,3.24
2007-01-26,8.8,LOW,1.2,5.4,2.3,0.0,False,11.13,81.36,23.06,3.03
2007-01-29,8.1,LOW,1.1,5.0,2.0,0.0,False,11.45,81.68,24.48,2.84
2007-01-30,7.9,LOW,1.0,5.1,1.8,0.0,False,10.96,78.9,23.24,3.34
2007-01-31,8.1,LOW,0.9,5.6,1.6,0.0,False,10.42,77.28,21.3,3.92
2007-02-01,5.0,LOW,0.0,5.0,0.0,0.0,False,10.31,73.5,22.47,4.36
2007-02-02,5.1,LOW,0.0,5.1,0.0,0.0,False,10.08,72.44,21.18,4.43
2007-02-05,3.9,LOW,0.0,3.9,0.0,0.0,False,10.55,70.29,21.95,4.21
2007-02-06,3.4,LOW,0.0,3.4,0.0,0.0,False,10.65,68.55,22.33,4.19
2007-02-07,4.7,LOW,0.0,4.2,0.4,0.0,False,10.32,70.32,22.41,4.23
2007-02-08,5.1,LOW,0.2,4.7,0.2,0.0,False,10.44,73.18,23.0,4.01
2007-02-09,8.9,LOW,1.7,4.6,2.6,0.0,False,11.1,74.39,26.35,3.19
2007-02-12,12.5,LOW,1.7,7.2,3.6,0.0,False,11.61,79.12,28.05,2.77
2007-02-13,8.0,LOW,0.0,7.9,0.0,0.0,False,10.34,75.72,22.4,3.45
2007-02-14,6.8,LOW,0.0,6.5,0.3,0.0,False,10.23,74.0,23.18,4.15
2007-02-15,4.8,LOW,0.0,4.4,0.4,0.0,False,10.22,70.34,23.93,4.15
2007-02-16,4.8,LOW,0.0,4.8,0.0,0.0,False,10.02,70.74,23.36,3.96
2007-02-20,3.4,LOW,0.0,3.3,0.1,0.0,False,10.24,65.87,25.28,4.15
2007-02-21,6.4,LOW,0.0,3.7,2.6,0.0,False,10.2,67.37,27.05,3.92
2007-02-22,6.0,LOW,0.0,3.5,2.5,0.0,False,10.18,66.05,27.26,3.74
2007-02-23,7.8,LOW,0.6,4.1,3.2,0.0,False,10.58,70.71,28.56,3.29
2007-02-26,9.6,LOW,1.9,3.1,4.6,0.0,False,11.15,70.33,30.13,3.08
2007-02-27,48.1,ELEVATED,12.0,15.2,19.6,1.4,False,18.31,110.42,55.64,-0.55
2007-02-28,34.5,ELEVATED,8.8,10.0,15.6,0.1,False,15.42,91.64,46.08,-0.05
2007-03-01,38.6,ELEVATED,9.7,12.9,15.2,0.9,False,15.82,99.47,45.66,-0.35
2007-03-02,48.2,ELEVATED,12.2,12.5,19.7,3.8,False,18.61,104.17,56.1,-1.51
2007-03-05,49.6,ELEVATED,12.8,10.7,20.0,6.1,False,19.63,101.2,56.74,-2.45
2007-03-06,14.1,LOW,0.6,4.3,6.8,2.4,False,15.96,93.65,42.93,-0.97
2007-03-07,15.6,LOW,0.1,6.0,6.3,3.1,False,15.24,94.41,41.68,-1.24
2007-03-08,12.0,LOW,0.0,6.1,4.5,1.4,False,14.29,93.97,36.94,-0.57
2007-03-09,11.3,LOW,0.0,5.4,4.6,1.3,False,14.09,91.82,37.11,-0.54
2007-03-12,8.2,LOW,0.0,4.7,2.8,0.7,False,13.99,90.02,32.38,-0.3
2007-03-13,21.5,LOW,4.1,3.3,8.2,5.8,False,18.13,94.53,44.81,-2.34
2007-03-14,18.8,LOW,3.6,6.0,4.9,4.2,False,17.27,98.08,38.03,-1.7
2007-03-15,18.9,LOW,3.4,7.8,4.4,3.4,False,16.43,99.55,36.55,-1.35
2007-03-16,25.4,ELEVATED,4.3,10.2,6.6,4.4,False,16.79,102.74,39.73,-1.75
2007-03-19,16.4,LOW,0.7,6.8,7.2,1.7,False,14.59,93.9,38.03,-0.7
2007-03-20,8.4,LOW,0.0,5.3,2.9,0.2,False,13.27,89.55,32.58,-0.09
2007-03-21,10.4,LOW,0.0,8.8,1.7,0.0,False,12.19,94.13,29.37,1.57
2007-03-22,10.9,LOW,0.0,8.4,2.6,0.0,False,12.93,95.52,31.78,1.5
2007-03-23,11.6,LOW,0.0,8.7,2.9,0.0,False,12.95,96.37,32.58,1.58
2007-03-26,11.6,LOW,0.0,8.8,2.8,0.0,False,13.16,95.95,32.44,1.63
2007-03-27,17.3,LOW,0.3,13.2,3.9,0.0,False,13.48,101.0,33.85,0.97
2007-03-28,26.2,ELEVATED,3.8,12.7,9.7,0.0,False,14.98,104.79,39.76,0.13
2007-03-29,23.3,LOW,2.9,10.4,10.0,0.0,False,15.14,102.31,41.32,0.47
2007-03-30,18.4,LOW,2.2,9.0,7.2,0.0,False,14.64,99.78,38.13,0.31
2007-04-02,15.9,LOW,1.7,8.7,5.5,0.0,False,14.53,98.92,35.86,0.53
2007-04-03,8.9,LOW,0.0,7.5,1.5,0.0,False,13.46,94.98,28.93,1.42
2007-04-04,9.4,LOW,0.0,8.2,1.2,0.0,False,13.24,96.12,28.14,1.5
2007-04-05,8.0,LOW,0.0,7.1,0.8,0.0,False,13.23,93.6,27.18,1.76
2007-04-09,7.3,LOW,0.0,6.7,0.6,0.0,False,13.14,92.3,26.61,1.78
2007-04-10,5.2,LOW,0.0,5.0,0.2,0.0,False,12.68,87.37,25.53,1.99
2007-04-11,7.8,LOW,0.0,6.8,1.0,0.0,False,13.49,93.47,27.72,1.28
2007-04-12,7.1,LOW,0.0,6.8,0.3,0.0,False,12.71,91.38,25.89,1.87
2007-04-13,6.3,LOW,0.0,6.3,0.0,0.0,False,12.2,88.71,22.86,2.19
2007-04-16,4.7,LOW,0.0,4.7,0.0,0.0,False,11.98,83.98,21.33,3.24
2007-04-17,4.4,LOW,0.0,4.4,0.0,0.0,False,12.14,83.68,21.16,3.4
2007-04-18,3.5,LOW,0.0,3.5,0.0,0.0,False,12.42,80.59,23.95,3.42
2007-04-19,3.1,LOW,0.0,2.8,0.3,0.0,False,12.54,77.91,25.8,3.24
2007-04-20,5.2,LOW,0.0,3.6,1.5,0.0,False,12.07,79.18,25.88,4.14
2007-04-23,9.7,LOW,1.5,2.5,5.7,0.0,False,13.04,79.33,30.5,3.84
2007-04-24,10.3,LOW,1.3,2.2,6.7,0.0,False,13.12,77.83,31.7,3.74
2007-04-25,11.0,LOW,1.1,2.7,7.3,0.0,False,13.21,80.79,33.79,4.71
2007-04-26,8.4,LOW,0.3,4.4,3.7,0.0,False,12.79,81.67,30.15,4.56
2007-04-27,7.9,LOW,0.5,3.9,3.5,0.0,False,12.45,80.66,29.95,4.48
2007-04-30,14.2,LOW,1.5,4.2,8.5,0.0,False,14.22,85.33,38.71,3.6
2007-05-01,8.9,LOW,0.5,3.4,5.0,0.0,False,13.51,81.28,34.81,3.81
2007-05-02,6.6,LOW,0.0,3.6,3.0,0.0,False,13.08,82.59,32.94,4.43
2007-05-03,7.4,LOW,0.4,2.4,4.6,0.0,False,13.09,78.81,33.62,4.81
2007-05-04,6.7,LOW,0.6,2.3,3.8,0.0,False,12.91,77.1,32.47,4.97
2007-05-07,5.0,LOW,0.0,2.3,2.7,0.0,False,13.15,78.51,32.15,5.16
2007-05-08,5.6,LOW,0.0,2.4,3.1,0.0,False,13.21,79.9,33.3,4.97
2007-05-09,8.3,LOW,0.0,5.1,3.3,0.0,False,12.88,85.89,33.27,5.24
2007-05-10,9.4,LOW,0.6,4.1,4.6,0.0,False,13.6,83.58,35.35,3.71
2007-05-11,7.3,LOW,0.1,3.4,3.9,0.0,False,12.95,79.47,33.81,4.65
2007-05-14,11.3,LOW,1.0,3.1,7.1,0.0,False,13.96,82.02,37.83,4.41
2007-05-15,9.0,LOW,1.0,1.1,6.9,0.0,False,14.01,76.68,38.13,4.22
2007-05-16,7.3,LOW,0.8,0.5,6.0,0.0,False,13.5,70.26,37.0,5.05
2007-05-17,5.0,LOW,0.0,0.9,4.1,0.0,False,13.51,72.94,35.54,4.89
2007-05-18,4.7,LOW,0.0,2.1,2.6,0.0,False,12.76,75.43,31.8,5.51
2007-05-21,4.6,LOW,0.0,0.9,3.6,0.0,False,13.3,71.82,34.66,5.58
2007-05-22,4.6,LOW,0.0,1.3,3.4,0.0,False,13.06,72.36,33.96,5.44
2007-05-23,5.5,LOW,0.0,1.3,4.2,0.0,False,13.24,71.44,36.1,5.24
2007-05-24,9.9,LOW,0.7,1.1,8.1,0.0,False,14.08,74.36,40.86,4.16
2007-05-25,9.4,LOW,0.8,1.0,7.6,0.0,False,13.34,72.42,38.29,4.66
2007-05-29,7.1,LOW,0.3,1.1,5.7,0.0,False,13.53,72.48,37.33,4.75
2007-05-30,5.2,LOW,0.0,1.4,3.8,0.0,False,12.83,71.61,34.52,5.5
2007-05-31,5.1,LOW,0.0,1.5,3.6,0.0,False,13.05,72.2,34.53,5.44
2007-06-01,4.6,LOW,0.0,1.1,3.5,0.0,False,12.78,70.19,34.14,5.75
2007-06-04,3.7,LOW,0.0,0.8,2.9,0.0,False,13.29,70.74,32.76,5.85
2007-06-05,3.5,LOW,0.1,0.2,3.2,0.0,False,13.63,69.24,33.49,5.2
2007-06-06,10.7,LOW,2.7,0.2,7.9,0.0,False,14.87,72.06,39.99,4.2
2007-06-07,21.6,LOW,6.4,1.2,14.1,0.0,False,17.06,75.83,47.98,2.33
2007-06-08,10.1,LOW,2.7,0.2,7.3,0.0,False,14.84,70.69,39.04,3.44
2007-06-11,8.8,LOW,1.8,0.0,7.0,0.0,False,14.71,68.73,37.99,3.48
2007-06-12,17.1,LOW,4.7,0.1,12.3,0.0,False,16.67,69.48,45.19,2.33
2007-06-13,5.3,LOW,0.0,0.0,5.3,0.0,False,14.73,68.81,39.01,3.82
2007-06-14,3.3,LOW,0.0,0.0,3.3,0.0,False,13.64,63.52,33.8,4.25
2007-06-15,4.0,LOW,0.0,0.0,4.0,0.0,False,13.94,64.03,35.7,4.86
2007-06-18,4.0,LOW,0.0,0.0,4.0,0.0,False,13.42,66.76,35.6,4.66
2007-06-19,3.2,LOW,0.0,0.5,2.6,0.0,False,12.85,67.24,31.95,4.77
2007-06-20,10.6,LOW,0.0,3.3,7.3,0.0,False,14.67,76.8,41.59,3.28
2007-06-21,12.4,LOW,0.7,4.9,6.9,0.0,False,14.21,74.76,38.34,3.84
2007-06-22,17.6,LOW,2.6,5.4,9.6,0.0,False,15.75,78.35,42.83,2.45
2007-06-25,20.3,LOW,5.0,4.1,11.3,0.0,False,16.65,78.07,44.92,2.08
2007-06-26,35.7,ELEVATED,10.2,5.3,20.2,0.0,False,18.89,82.01,57.42,1.72
2007-06-27,7.7,LOW,1.3,0.6,5.8,0.0,False,15.53,78.48,40.26,2.6
2007-06-28,9.1,LOW,1.9,0.4,6.8,0.0,False,15.54,76.04,40.64,2.51
2007-06-29,7.7,LOW,1.2,0.0,6.5,0.0,False,16.23,76.94,42.13,2.31
2007-07-02,5.3,LOW,0.2,0.0,5.0,0.0,False,15.4,75.56,38.32,3.36
2007-07-03,3.3,LOW,0.0,0.0,3.3,0.0,False,14.92,74.63,33.71,3.67
2007-07-05,3.9,LOW,0.3,0.0,3.6,0.0,False,15.48,75.86,34.47,3.65
2007-07-06,2.4,LOW,0.0,0.2,2.2,0.0,False,14.72,74.85,30.9,3.92
2007-07-09,2.9,LOW,0.1,0.0,2.8,0.0,False,15.16,73.05,32.33,3.96
2007-07-10,11.4,LOW,3.9,1.4,6.1,0.0,False,17.57,79.99,39.75,2.44
2007-07-11,8.8,LOW,2.9,2.2,3.7,0.0,False,16.64,81.55,34.25,2.99
2007-07-12,2.8,LOW,0.4,0.2,2.2,0.0,False,15.54,76.6,30.71,4.88
2007-07-13,3.0,LOW,0.6,0.7,1.7,0.0,False,15.15,76.65,29.55,5.14
2007-07-16,2.4,LOW,0.8,0.0,1.6,0.0,False,15.59,72.56,29.26,4.88
2007-07-17,1.9,LOW,0.4,0.0,1.5,0.0,False,15.63,72.41,29.03,4.8
2007-07-18,2.5,LOW,0.6,0.0,1.9,0.0,False,16.0,73.57,30.05,4.52
2007-07-19,0.8,LOW,0.1,0.0,0.7,0.0,False,15.23,72.02,26.86,4.91
2007-07-20,8.3,LOW,3.2,0.0,5.2,0.0,False,16.95,73.76,34.01,3.53
2007-07-23,8.0,LOW,2.4,0.7,5.0,0.0,False,16.81,74.56,33.61,3.94
2007-07-24,17.2,LOW,5.2,2.3,9.7,0.0,False,18.55,79.32,39.51,1.81
2007-07-25,14.0,LOW,4.0,0.6,9.4,0.0,False,18.1,75.31,39.67,2.19
2007-07-26,30.7,ELEVATED,9.5,5.8,14.9,0.7,False,20.74,87.38,45.05,-0.26
2007-07-27,47.1,ELEVATED,12.6,9.3,20.5,4.8,False,24.17,97.23,58.17,-1.9
2007-07-30,30.1,ELEVATED,7.5,9.3,10.8,2.4,False,20.87,97.45,43.33,-0.95
2007-07-31,41.1,ELEVATED,9.6,11.1,14.9,5.6,False,23.52,104.08,51.61,-2.24
2007-08-01,38.4,ELEVATED,10.3,12.4,11.8,3.9,False,23.67,108.86,47.71,-1.57
2007-08-02,20.7,LOW,4.1,7.9,5.8,3.0,False,21.22,100.8,40.27,-1.18
2007-08-03,32.5,ELEVATED,6.8,6.8,9.3,9.6,False,25.16,104.05,49.6,-3.85
2007-08-06,19.5,LOW,6.4,2.7,6.4,3.9,False,22.94,95.22,41.98,-1.58
2007-08-07,13.9,LOW,3.9,0.3,7.2,2.6,False,21.56,85.96,43.97,-1.03
2007-08-08,11.9,LOW,3.9,0.0,8.0,0.0,False,21.45,82.52,46.26,0.29
2007-08-09,39.8,ELEVATED,11.0,4.0,18.0,6.8,False,26.48,99.87,55.97,-2.72
2007-08-10,43.1,ELEVATED,10.1,7.5,18.8,6.8,False,28.3,108.91,61.8,-2.71
2007-08-13,40.4,ELEVATED,9.6,9.7,14.3,6.9,False,26.57,108.57,52.11,-2.77
2007-08-14,54.4,HIGH,12.3,14.0,16.8,11.3,False,27.68,114.96,56.32,-4.53
2007-08-15,68.8,HIGH,16.6,15.8,21.8,14.6,False,30.67,121.67,63.99,-5.84
2007-08-16,57.4,HIGH,12.2,18.0,13.4,13.8,False,30.83,142.99,58.19,-5.51
2007-08-17,55.5,HIGH,10.0,17.5,20.0,8.0,True,29.99,133.87,69.63,-3.2
2007-08-20,50.6,HIGH,6.8,14.3,21.3,8.1,True,26.33,125.04,66.39,-3.25
2007-08-21,46.8,ELEVATED,6.1,11.6,21.1,7.9,False,25.25,122.6,68.22,-3.16
2007-08-22,33.2,ELEVATED,4.7,9.0,14.3,5.1,True,22.89,117.47,62.9,-2.05
2007-08-23,35.0,ELEVATED,4.6,9.1,15.9,5.5,False,22.62,117.42,62.46,-2.18
2007-08-24,25.7,ELEVATED,3.4,8.1,11.4,2.7,False,20.72,111.95,55.24,-1.08
2007-08-27,32.1,ELEVATED,4.6,8.2,14.3,4.9,False,22.72,115.24,62.95,-1.94
2007-08-28,46.0,ELEVATED,7.5,9.3,18.7,10.6,False,26.3,119.79,72.38,-4.24
2007-08-29,37.2,ELEVATED,6.0,7.5,18.4,5.4,True,23.81,113.22,68.13,-2.15
2007-08-30,41.2,ELEVATED,7.8,7.4,19.6,6.4,True,25.06,112.66,69.42,-2.56
2007-08-31,39.5,ELEVATED,7.2,6.5,22.2,3.7,False,23.38,109.27,69.04,-1.49
2007-09-04,24.9,LOW,4.7,5.3,13.7,1.2,False,22.78,104.87,61.26,-0.49
2007-09-05,31.1,ELEVATED,5.7,6.1,15.1,4.1,False,24.58,107.91,65.1,-1.65
2007-09-06,28.9,ELEVATED,5.5,5.8,14.6,3.1,False,23.99,106.6,63.53,-1.24
2007-09-07,37.0,ELEVATED,7.5,6.2,16.1,7.2,False,26.23,108.22,67.58,-2.9
2007-09-10,40.3,ELEVATED,10.3,5.9,16.6,7.5,False,27.38,107.07,68.93,-3.01
2007-09-11,32.1,ELEVATED,8.0,5.0,14.9,4.2,False,25.27,103.75,62.75,-1.68
2007-09-12,29.7,ELEVATED,6.2,5.9,13.4,4.2,False,24.96,106.95,60.48,-1.67
2007-09-13,27.8,ELEVATED,6.4,5.2,14.1,2.1,False,24.76,104.63,62.26,-0.84
2007-09-14,27.4,ELEVATED,6.0,5.2,14.2,2.1,False,24.92,104.39,62.55,-0.83
2007-09-17,29.1,ELEVATED,6.9,4.6,14.3,3.3,False,26.48,102.22,62.77,-1.32
2007-09-18,14.2,LOW,3.2,2.0,9.1,0.0,False,20.35,92.33,48.99,1.54
2007-09-19,13.9,LOW,3.0,3.4,7.5,0.0,False,20.03,97.7,44.74,2.14
2007-09-20,14.6,LOW,3.3,3.3,8.0,0.0,False,20.45,97.38,46.29,1.42
2007-09-21,13.0,LOW,2.4,3.9,6.7,0.0,False,19.0,98.14,42.84,1.87
2007-09-24,11.6,LOW,2.6,2.5,6.5,0.0,False,19.37,94.27,42.29,1.32
2007-09-25,11.5,LOW,2.2,3.2,6.2,0.0,False,18.6,94.33,41.34,1.27
2007-09-26,8.0,LOW,1.6,1.4,5.0,0.0,False,17.63,89.49,38.3,1.81
2007-09-27,7.0,LOW,1.2,1.0,4.7,0.0,False,17.0,87.57,37.51,2.19
2007-09-28,8.7,LOW,1.8,0.6,6.3,0.0,False,18.0,87.13,41.7,1.87
2007-10-01,7.0,LOW,1.7,0.0,5.3,0.0,False,17.84,84.48,39.01,3.2
2007-10-02,8.9,LOW,2.1,1.0,5.9,0.0,False,18.49,88.74,40.5,3.13
2007-10-03,10.7,LOW,3.4,0.7,6.6,0.0,False,18.8,87.65,40.36,2.64
2007-10-04,11.1,LOW,3.5,1.7,6.0,0.0,False,18.44,89.38,39.14,2.83
2007-10-05,5.0,LOW,1.1,0.0,3.8,0.0,False,16.91,83.91,35.07,3.77
2007-10-08,5.0,LOW,1.5,0.1,3.4,0.0,False,17.46,84.96,34.02,3.41
2007-10-09,2.1,LOW,0.7,0.0,1.4,0.0,False,16.12,79.93,28.83,4.21
2007-10-10,4.2,LOW,1.0,1.2,1.9,0.0,False,16.67,87.46,30.11,4.01
2007-10-11,12.0,LOW,2.7,4.8,4.5,0.0,False,18.88,95.78,36.85,3.45
2007-10-12,9.4,LOW,2.4,3.7,3.2,0.0,False,17.73,90.63,33.53,3.92
2007-10-15,9.5,LOW,4.3,0.7,4.6,0.0,False,19.25,86.18,35.49,3.03
2007-10-16,20.9,LOW,7.0,5.2,8.7,0.0,False,20.02,91.47,38.1,2.33
2007-10-17,10.3,LOW,4.0,1.7,4.5,0.0,False,18.54,89.48,33.44,2.49
2007-10-18,5.7,LOW,2.1,0.0,3.6,0.0,False,18.5,83.37,34.41,2.4
2007-10-19,25.4,ELEVATED,9.7,2.0,13.2,0.5,False,22.96,91.56,46.3,-0.2
2007-10-22,19.0,LOW,6.1,1.4,11.6,0.0,False,21.64,88.17,45.28,0.19
2007-10-23,14.1,LOW,3.6,0.4,10.1,0.0,False,20.41,86.42,44.75,1.08
2007-10-24,18.5,LOW,5.5,1.1,11.9,0.0,False,20.8,89.14,44.68,0.85
2007-10-25,20.4,LOW,6.1,3.7,10.6,0.0,False,21.17,90.82,43.51,0.77
2007-10-26,11.9,LOW,2.7,3.8,5.4,0.0,False,19.56,95.36,39.36,2.14
2007-10-29,13.6,LOW,2.9,4.5,6.1,0.0,False,19.87,95.01,41.18,2.49
2007-10-30,19.6,LOW,4.2,8.0,7.4,0.0,False,21.07,100.37,44.7,1.81
2007-10-31,10.0,LOW,2.1,3.6,4.3,0.0,False,18.53,93.62,36.29,3.0
2007-11-01,20.4,LOW,6.5,5.1,8.7,0.0,False,23.21,97.53,45.72,0.27
2007-11-02,20.3,LOW,7.7,3.9,8.7,0.0,False,23.01,97.46,43.52,0.36
2007-11-05,23.3,LOW,9.3,3.9,9.8,0.3,False,24.31,97.29,45.91,-0.13
2007-11-06,12.0,LOW,4.1,2.1,5.9,0.0,False,21.39,92.7,40.62,1.08
2007-11-07,40.0,ELEVATED,14.1,4.7,16.6,4.6,False,26.49,98.17,52.15,-1.85
2007-11-08,26.4,ELEVATED,8.8,3.3,9.6,4.7,False,26.16,97.36,48.06,-1.87
2007-11-09,38.2,ELEVATED,12.1,3.5,14.5,8.1,False,28.5,97.86,53.15,-3.23
2007-11-12,43.3,ELEVATED,14.3,3.7,14.9,10.4,False,31.09,98.09,54.91,-4.14
2007-11-13,21.6,LOW,7.6,2.0,8.6,3.4,False,24.1,92.58,44.1,-1.34
2007-11-14,23.4,LOW,6.6,2.5,9.3,5.1,False,25.94,94.39,49.57,-2.02
2007-11-15,31.1,ELEVATED,9.0,2.1,11.7,8.2,False,28.06,92.96,51.91,-3.29
2007-11-16,29.8,ELEVATED,6.3,2.1,14.5,6.9,False,25.49,92.8,58.16,-2.75
2007-11-19,31.2,ELEVATED,6.6,1.6,12.0,11.0,False,26.01,91.13,55.75,-4.4
2007-11-20,35.1,ELEVATED,6.5,1.7,17.1,9.8,False,24.88,91.34,56.79,-3.93
2007-11-21,42.5,ELEVATED,7.7,2.6,18.8,13.5,False,26.84,94.49,61.8,-5.4
2007-11-23,32.2,ELEVATED,6.4,1.2,15.2,9.4,False,25.61,89.62,58.37,-3.75
2007-11-26,43.1,ELEVATED,10.6,1.7,15.9,14.8,False,28.91,91.55,62.56,-5.91
2007-11-27,34.4,ELEVATED,6.9,1.5,14.8,11.1,False,26.28,90.7,59.89,-4.44
2007-11-28,23.7,LOW,5.5,1.8,12.2,4.2,False,24.11,91.62,57.08,-1.67
2007-11-29,22.9,LOW,5.4,1.6,11.9,4.0,False,23.97,91.08,56.59,-1.6
2007-11-30,18.5,LOW,4.7,1.0,10.7,2.0,False,22.87,88.88,53.28,-0.81
2007-12-03,19.1,LOW,5.2,0.7,9.9,3.4,False,23.61,87.45,51.24,-1.34
2007-12-04,21.6,LOW,5.3,0.5,11.0,4.8,False,23.79,86.85,54.18,-1.93
2007-12-05,14.8,LOW,4.5,0.0,9.3,1.0,False,22.53,83.08,49.69,-0.39
2007-12-06,12.1,LOW,3.6,0.0,8.5,0.0,False,20.96,81.51,47.59,1.13
2007-12-07,11.9,LOW,3.5,0.0,8.4,0.0,False,20.85,82.47,47.33,0.98
2007-12-10,11.4,LOW,3.4,0.0,8.0,0.0,False,20.74,81.5,46.13,1.76
2007-12-11,19.3,LOW,5.2,0.0,12.2,1.9,False,23.59,82.58,55.68,-0.77
2007-12-12,16.4,LOW,4.5,3.0,8.6,0.3,False,22.47,89.41,47.77,-0.13
2007-12-13,18.1,LOW,5.8,2.8,9.5,0.0,False,22.56,88.19,48.85,0.0
2007-12-14,22.9,LOW,6.9,1.2,11.5,3.3,False,23.27,85.82,51.28,-1.34
2007-12-17,31.3,ELEVATED,8.7,1.2,14.3,7.0,False,24.52,85.38,54.26,-2.79
2007-12-18,18.6,LOW,4.6,0.0,8.6,5.5,False,22.64,80.83,47.69,-2.18
2007-12-19,17.6,LOW,4.0,0.0,7.9,5.8,False,21.68,83.47,45.79,-2.3
2007-12-20,14.6,LOW,3.3,0.0,6.7,4.6,False,20.58,79.44,42.66,-1.83
2007-12-21,6.7,LOW,2.1,0.0,4.1,0.5,False,18.47,82.87,35.88,-0.2
2007-12-24,6.4,LOW,2.2,0.0,4.3,0.0,False,18.6,79.85,36.33,0.59
2007-12-26,6.4,LOW,2.2,0.0,4.3,0.0,False,18.66,80.79,36.26,0.63
2007-12-27,11.7,LOW,3.2,0.3,6.3,2.0,False,20.26,84.36,41.65,-0.82
2007-12-28,13.8,LOW,3.6,1.4,7.1,1.7,False,20.74,84.03,43.24,-0.67
2007-12-31,24.6,LOW,8.1,0.0,13.1,3.3,False,22.5,82.19,47.45,-1.33
2008-01-02,27.9,ELEVATED,9.0,0.2,11.8,6.9,False,23.17,80.58,45.96,-2.75
2008-01-03,25.4,ELEVATED,7.9,0.0,10.6,6.9,False,22.49,79.33,44.41,-2.75
2008-01-04,31.6,ELEVATED,8.4,0.0,10.5,12.8,False,23.94,81.46,47.02,-5.11
2008-01-07,26.5,ELEVATED,7.7,0.0,6.8,12.0,False,23.79,79.51,43.02,-4.8
2008-01-08,32.4,ELEVATED,8.4,0.0,7.7,16.3,False,25.43,79.59,45.35,-6.53
2008-01-09,29.1,ELEVATED,6.2,3.8,6.1,13.1,False,24.12,89.37,41.03,-5.26
2008-01-10,24.4,LOW,5.8,1.7,5.6,11.2,False,23.45,84.98,39.94,-4.49
2008-01-11,25.4,ELEVATED,5.2,0.9,4.9,14.4,False,23.68,84.66,37.9,-5.76
2008-01-14,24.2,LOW,4.7,2.8,4.9,11.8,False,22.9,86.96,37.86,-4.71
2008-01-15,28.1,ELEVATED,5.0,0.5,5.1,17.6,False,23.34,81.13,38.46,-7.04
2008-01-16,30.4,ELEVATED,5.8,0.0,5.8,18.8,False,24.38,80.51,40.47,-7.5
2008-01-17,47.9,ELEVATED,11.6,0.0,11.3,25.0,False,28.46,84.99,47.19,-10.11
2008-01-18,43.7,ELEVATED,9.8,0.0,8.9,25.0,False,27.18,77.24,43.09,-10.56
2008-01-22,56.0,HIGH,15.5,0.4,15.0,25.0,False,31.01,86.58,50.95,-11.48
2008-01-23,48.2,ELEVATED,12.5,0.5,11.5,23.8,False,29.02,82.68,46.72,-9.51
2008-01-24,43.0,ELEVATED,10.0,0.2,11.5,21.3,False,27.78,81.31,47.68,-8.53
2008-01-25,47.6,ELEVATED,8.8,0.0,14.0,24.7,False,29.08,79.0,54.41,-9.9
2008-01-28,43.2,ELEVATED,8.0,0.0,14.6,20.6,False,27.78,76.43,53.12,-8.23
2008-01-29,39.9,ELEVATED,7.4,0.0,13.5,19.0,False,27.32,77.46,55.75,-7.6
2008-01-30,47.0,ELEVATED,7.6,0.0,19.5,19.9,False,27.62,76.41,61.27,-7.96
2008-01-31,36.0,ELEVATED,6.7,0.0,13.3,15.9,False,26.2,75.21,53.79,-6.37
2008-02-01,26.9,ELEVATED,5.4,0.0,8.5,13.0,False,24.02,73.94,47.42,-5.19
2008-02-04,31.7,ELEVATED,6.6,0.0,9.8,15.3,False,25.99,73.9,50.82,-6.12
2008-02-05,41.5,ELEVATED,8.5,0.0,10.4,22.6,False,28.24,75.06,52.53,-9.04
2008-02-06,44.7,ELEVATED,9.2,0.0,11.4,24.1,False,28.97,74.63,55.24,-9.64
2008-02-07,41.1,ELEVATED,8.5,0.0,10.5,22.1,False,27.66,72.0,52.76,-8.83
