strategy,date,horizon_days,longs,shorts,long_return,short_return,long_short_return
momentum_continuation_2w,2025-07-01,5,"HOOD,RKLB,NKE,PL,GS","OKLO,ALAB,HIMS,TSLA,APP",0.052817869124529945,-0.053730121887372764,-0.0004561263814214095
momentum_continuation_2w,2025-07-02,5,"COIN,IREN,RIOT,RKLB,MARA","ALAB,CRWV,OKLO,PANW,NOK",0.07601622149214018,-0.007010229606376495,0.034502995942881844
momentum_continuation_2w,2025-07-03,5,"IREN,SOXL,SOFI,AAOI,ORCL","NOV,OXY,NOK,APP,SNDK",0.020306229635094188,-0.007335408948541078,0.006485410343276555
momentum_continuation_2w,2025-07-07,5,"RKLB,BKSY,NKE,COIN,SOFI","NOV,HIMS,CRWV,TSLA,ALAB",0.07749354566704744,-0.0060511072495885495,0.03572121920872945
momentum_continuation_2w,2025-07-08,5,"SOFI,HOOD,SOXL,IREN,BKSY","CRCL,COST,GLD,CRWV,TLT",0.06503553359370909,0.02796426086933714,0.04649989723152312
momentum_continuation_2w,2025-07-09,5,"IREN,SOFI,HIMS,MARA,HOOD","ASTS,SNDK,TSLA,KORU,ASML",0.0471246256729748,-0.040475920854119087,0.0033243524094278554
momentum_continuation_2w,2025-07-10,5,"SOFI,HOOD,SOXL,ORCL,MARA","PANW,CRWV,NOK,IBM,OKLO",0.0459070285505518,-0.023017514969891528,0.011444756790330137
momentum_continuation_2w,2025-07-11,5,"MARA,IREN,MSTR,RIOT,HUT","ASTS,CRWV,ARM,NOK,ISRG",0.04097474909445984,-0.05805380205628554,-0.00853952648091285
momentum_continuation_2w,2025-07-14,5,"MARA,HOOD,MSTR,SOFI,IREN","SNDK,NET,ISRG,CRWD,PANW",0.002311989348398513,-0.023903100628788265,-0.010795555640194876
momentum_continuation_2w,2025-07-15,5,"AMD,SOXL,NVDA,AAOI,BKSY","UNH,PANW,NOK,ISRG,SNOW",-0.07673879418285387,0.013049053540653999,-0.031844870321099936
momentum_continuation_2w,2025-07-16,5,"CRCL,RKLB,MSTR,MARA,COIN","SNDK,MRVL,NOK,ISRG,ASML",-0.05868289092905503,0.009039395767792401,-0.024821747580631312
momentum_continuation_2w,2025-07-17,5,"RKLB,OKLO,AMD,PLTR,COIN","CRWV,ISRG,QCOM,MU,SNDK",0.006045690177857011,0.02108158897061869,0.01356363957423785
momentum_continuation_2w,2025-07-18,5,"CRCL,COIN,HOOD,SOFI,MARA","SNDK,UNH,NOK,CRWV,NKE",-0.07870512203700822,0.018978009539989692,-0.02986355624850926
momentum_continuation_2w,2025-07-21,5,"COIN,ASTS,ALAB,RIOT,AMD","SNDK,ASML,NOK,ISRG,MU",0.006603066467764584,0.02850891803428155,0.017555992251023066
momentum_continuation_2w,2025-07-22,5,"COIN,RIOT,OKLO,MARA,TSLA","SNDK,NOK,ASML,SNOW,MU",-0.0335719899539497,-0.009875763076901856,-0.021723876515425778
momentum_continuation_2w,2025-07-23,5,"OKLO,RKLB,AMD,ASTS,ALAB","NOK,TXN,SNDK,CRWD,SNOW",0.04113362582874698,0.004846037059427544,0.022989831444087262
momentum_continuation_2w,2025-07-24,5,"GOOGL,AMD,ALAB,NBIS,RKLB","NOK,IBM,BKSY,TER,CRWV",0.041482091639660476,0.004725568993222762,0.023103830316441618
momentum_continuation_2w,2025-07-25,5,"HIMS,AMD,BE,PLTR,NBIS","NOK,ASML,TXN,INTC,BKSY",0.033891437051624805,0.04615641944314708,0.040023928247385945
momentum_continuation_2w,2025-07-28,5,"AMD,OKLO,ALAB,HIMS,BE","NOK,CRWV,BKSY,COST,KORU",0.05188930390613922,0.0006845224069906175,0.026286913156564916
momentum_continuation_2w,2025-07-29,5,"AMD,ALAB,SNPS,GLW,CDNS","NOK,CRWV,ASML,MARA,TXN",0.023800626686283067,0.024807937761381148,0.02430428222383211
momentum_continuation_2w,2025-07-30,5,"HIMS,ALAB,BE,MRVL,OKLO","NOK,BKSY,CRWV,IBM,HUT",0.03733346018903043,-0.01557957967043988,0.010876940259295274
momentum_continuation_2w,2025-07-31,5,"HIMS,ALAB,OKLO,AMD,WDC","TXN,NOK,BKSY,MARA,UNH",-0.003865077517222071,0.019809755440387277,0.007972338961582602
momentum_continuation_2w,2025-08-01,5,"HIMS,TLT,CDNS,MSFT,SNPS","AAOI,COIN,RIOT,BKSY,CRWV",-0.038423787305372215,-0.02885627321886588,-0.03364003026211905
momentum_continuation_2w,2025-08-04,5,"HIMS,OKLO,AMD,BE,ALAB","ASTS,TXN,MARA,NOK,UNH",0.009552254593662223,0.01497687560181502,0.01226456509773862
momentum_continuation_2w,2025-08-05,5,"PLTR,OKLO,BE,AMD,ALAB","MARA,COIN,CRCL,RIOT,CRWV",0.10584891697534911,-0.10144413175001929,0.0022023926126649093
momentum_continuation_2w,2025-08-06,5,"ALAB,ANET,BE,APP,CRDO","RIOT,CRCL,CRWV,COIN,INTC",0.0828818011786557,-0.035039992700333686,0.02392090423916101
momentum_continuation_2w,2025-08-07,5,"APP,NBIS,PLTR,GLW,AMD","BKSY,ASTS,LLY,INTC,PL",0.019528901561418132,-0.08698501433319832,-0.03372805638589009
momentum_continuation_2w,2025-08-08,5,"APP,PLTR,NBIS,CRWV,CRDO","SNOW,RIOT,COIN,ARM,IBM",-0.06156427125225825,-0.015181351841741852,-0.03837281154700005
momentum_continuation_2w,2025-08-11,5,"CRWV,NBIS,MU,HOOD,IREN","ASTS,BKSY,HIMS,CRM,AAOI",-0.022318500267981413,-0.05231392408197002,-0.037316212174975716
momentum_continuation_2w,2025-08-12,5,"NBIS,PLTR,ALAB,META,MU","HIMS,SNOW,RIOT,CRM,IBM",-0.0933560048145847,-0.0024680979725150375,-0.04791205139354987
momentum_continuation_2w,2025-08-13,5,"PLTR,BE,APP,AAPL,ALAB","CRCL,RIOT,NOV,ARM,XOM",-0.07221551073384432,0.019444336991021393,-0.02638558687141146
momentum_continuation_2w,2025-08-14,5,"AAPL,MU,UNH,PLTR,NBIS","AAOI,BKSY,RIOT,HIMS,COHR",-0.03256998609524906,0.018792119171535913,-0.006888933461856574
momentum_continuation_2w,2025-08-15,5,"UNH,INTC,BE,AAPL,TSLA","COHR,HIMS,CRWD,AMAT,BKSY",0.021007038711140135,0.02611301214302717,0.02356002542708365
momentum_continuation_2w,2025-08-18,5,"UNH,MU,IREN,BE,AAPL","COHR,BKSY,HIMS,OKLO,LLY",0.018459502660573744,0.0024735442999167744,0.010466523480245259
momentum_continuation_2w,2025-08-19,5,"INTC,UNH,AAPL,IREN,SOFI","FN,COHR,ASTS,HIMS,CRWV",0.05954443782945189,-0.07674439607515457,-0.00859997912285134
momentum_continuation_2w,2025-08-20,5,"UNH,TXN,HUT,ASML,PANW","COHR,CRWV,BKSY,OKLO,CRDO",0.052515205859877366,-0.09549128058125808,-0.021488037360690358
momentum_continuation_2w,2025-08-21,5,"UNH,INTC,LLY,PANW,PFE","CRCL,MSTR,KORU,BKSY,NET",0.01725235339593656,-0.06169015904166057,-0.022218902822862006
momentum_continuation_2w,2025-08-22,5,"INTC,UNH,BAC,LLY,TSEM","CRDO,COHR,HIMS,PLTR,MSTR",0.023877370498723804,0.008678999100198714,0.01627818479946126
momentum_continuation_2w,2025-08-25,5,"INTC,UNH,SOFI,AAOI,LLY","COHR,CRCL,TGT,MSTR,PLTR",-0.006338509868862352,0.024790920677470442,0.009226205404304045
momentum_continuation_2w,2025-08-26,5,"LLY,INTC,SOFI,AAOI,UNH","KORU,CRWV,PLTR,TGT,COHR",-0.02260151648975104,0.022280271700907163,-0.0001606223944219387
momentum_continuation_2w,2025-08-27,5,"IREN,UNH,RKLB,LLY,HUT","KORU,COHR,AMAT,MSTR,CRCL",0.020718133935883887,0.01681900145494586,0.01876856769541487
momentum_continuation_2w,2025-08-28,5,"SNOW,BE,IREN,RIOT,TSEM","AMAT,WMT,TGT,COST,KLAC",0.02302084604382044,-0.0049874626078905806,0.00901669171796493
momentum_continuation_2w,2025-08-29,5,"IREN,SOFI,SNDK,LITE,HUT","MRVL,KORU,ORCL,MSTR,HOOD",0.08545388325037573,-0.058725121600334315,0.013364380825020707
momentum_continuation_2w,2025-09-02,5,"XOM,SNOW,SLV,GLD,XLE","MRVL,HOOD,CRCL,TGT,SNPS",-0.015060071814782106,-0.039246960131062346,-0.027153515972922225
momentum_continuation_2w,2025-09-03,5,"IREN,GOOGL,HUT,APP,TSEM","MRVL,SBUX,SNPS,TGT,COST",0.11956361716989124,0.06569151056438804,0.09262756386713963
momentum_continuation_2w,2025-09-04,5,"APP,SNDK,CRDO,FN,LITE","TXN,MRVL,CRCL,ISRG,ORCL",0.1684613875793385,-0.1089162883710699,0.029772549604134307
momentum_continuation_2w,2025-09-05,5,"SNDK,AVGO,IREN,LITE,CRDO","FLY,MRVL,TXN,TGT,NKE",0.17415374845953605,-0.002924511451391254,0.0856146185040724
momentum_continuation_2w,2025-09-08,5,"APP,AVGO,CRDO,ALAB,IREN","ASTS,FLY,CRCL,NBIS,TGT",0.14750265357214337,-0.12198361172341557,0.012759520924363901
momentum_continuation_2w,2025-09-09,5,"IREN,CRDO,AVGO,NBIS,UNH","ASTS,BKSY,TXN,AAOI,NKE",0.05816177850218078,-0.08039018843962238,-0.0111142049687208
momentum_continuation_2w,2025-09-10,5,"ORCL,AVGO,CRDO,IREN,ALAB","SNPS,FLY,TXN,TGT,BKSY",0.01342188561874622,-0.06175875610148529,-0.024168435241369534
momentum_continuation_2w,2025-09-11,5,"ORCL,MU,SNDK,PL,CRDO","FLY,OXY,MRVL,ASTS,TGT",0.08734757464721825,-0.05065529006617799,0.018346142290520128
momentum_continuation_2w,2025-09-12,5,"MU,NBIS,IREN,SNDK,AVGO","TXN,TER,ISRG,TGT,FLY",0.08328751095196248,-0.007707959642519646,0.037789775654721414
momentum_continuation_2w,2025-09-15,5,"ORCL,IREN,NBIS,TSLA,PL","TXN,ISRG,KO,MCD,SBUX",0.11438273069222013,-0.01338281466169473,0.0504999580152627
momentum_continuation_2w,2025-09-16,5,"ORCL,BE,TSLA,CRWV,KORU","ASTS,ISRG,SNOW,TER,NKE",0.043162375802144035,-0.1156366357490809,-0.03623712997346843
momentum_continuation_2w,2025-09-17,5,"NBIS,CRWV,ORCL,BE,ALAB","ASTS,NOV,TER,SNPS,FLY",0.004429971803502264,-0.10885820052717085,-0.05221411436183429
momentum_continuation_2w,2025-09-18,5,"OKLO,SNDK,MU,SOXL,NBIS","MCD,TGT,SBUX,ISRG,JNJ",0.034048240402682506,-0.0018044001025724564,0.016121920150055025
momentum_continuation_2w,2025-09-19,5,"OKLO,BE,ORCL,IREN,CRWV","NOV,SNPS,NKE,TGT,MCD",-0.07783724830888046,-0.007303667188488539,-0.0425704577486845
momentum_continuation_2w,2025-09-22,5,"NBIS,IREN,ORCL,SNDK,TSLA","NOV,SNPS,ISRG,TGT,COST",0.023068961279814237,0.005321734634221542,0.014195347957017889
momentum_continuation_2w,2025-09-23,5,"IREN,CRWV,SNDK,TSLA,SOXL","SNPS,ISRG,COST,FLY,TGT",0.05672683009385593,0.05688160267928442,0.05680421638657017
momentum_continuation_2w,2025-09-24,5,"IREN,TSLA,OKLO,NBIS,MRVL","NKE,LITE,ALAB,CRDO,KO",-0.0022688954558139464,-0.017302415810445292,-0.009785655633129619
momentum_continuation_2w,2025-09-25,5,"INTC,AAPL,AMAT,TSLA,ASML","FLY,CRDO,ALAB,ARM,LITE",0.06665418776670781,0.012543818201372936,0.03959900298404037
momentum_continuation_2w,2025-09-26,5,"INTC,NBIS,ASTS,APP,TSLA","FLY,AAOI,COST,ALAB,LITE",0.1202688658571646,0.024420325664008737,0.07234459576058667
momentum_continuation_2w,2025-09-29,5,"OKLO,IREN,APP,SNDK,HOOD","FLY,COST,HD,ARM,AAOI",0.07867002889077983,-0.03154588926020578,0.023562069815287023
momentum_continuation_2w,2025-09-30,5,"NBIS,SNDK,CRWV,APP,WDC","FLY,AAOI,KORU,LITE,MSTR",-0.01079664801568334,-0.057130850644166585,-0.033963749329924964
momentum_continuation_2w,2025-10-01,5,"INTC,ASTS,SNDK,NBIS,OKLO","AAOI,ALAB,META,CRDO,AMZN",0.1548283839787053,-0.06207039062962867,0.04637899667453831
momentum_continuation_2w,2025-10-02,5,"NBIS,ASTS,WDC,SNDK,IREN","HD,COST,CVX,FLY,CDNS",0.1360191661410604,-0.019824882271345445,0.05809714193485748
momentum_continuation_2w,2025-10-03,5,"INTC,IREN,NBIS,SNDK,HOOD","CDNS,HD,OKLO,AAOI,COST",0.0059290773222987255,-0.007254415539239068,-0.0006626691084701711
momentum_continuation_2w,2025-10-06,5,"IREN,AMD,SOXL,SNDK,MU","HD,WFC,META,CDNS,SNPS",0.04636460343123221,0.034090473730014545,0.040227538580623376
momentum_continuation_2w,2025-10-07,5,"AMD,IREN,BKSY,SOXL,HOOD","CRDO,CDNS,HD,COST,FLY",0.004456926747861467,0.0032752946378101777,0.0038661106928358224
momentum_continuation_2w,2025-10-08,5,"AMD,ASTS,RKLB,BKSY,MU","HD,SBUX,CVX,OXY,WFC",0.05609232737358814,-0.010126262355329697,0.02298303250912922
momentum_continuation_2w,2025-10-09,5,"AMD,IREN,MARA,OKLO,BKSY","HD,APP,MCD,SBUX,QCOM",0.0045876177997810075,-0.02428791942760744,-0.009850150813913217
momentum_continuation_2w,2025-10-10,5,"IREN,RKLB,ASTS,BKSY,HUT","OXY,QCOM,WFC,NOV,CVX",0.01802043807189526,-0.03279298977197418,-0.00738627585003946
momentum_continuation_2w,2025-10-13,5,"OKLO,BE,IREN,ASTS,RKLB","FLY,SBUX,OXY,HD,CDNS",-0.041969785603810525,0.010321939031444294,-0.015823923286183116
momentum_continuation_2w,2025-10-14,5,"AMD,RKLB,OKLO,IREN,ARM","CRDO,KLAC,CDNS,ALAB,SNPS",-0.06915031977161878,-0.0525737738772651,-0.06086204682444194
momentum_continuation_2w,2025-10-15,5,"OKLO,AMD,ASTS,IREN,HUT","OXY,PFE,SNPS,MSTR,NOV",-0.22127786356764378,-0.0073328440401440485,-0.11430535380389392
momentum_continuation_2w,2025-10-16,5,"OKLO,IREN,BE,GLD,MU","OXY,PFE,NKE,NOV,ALAB",-0.09402993201546266,-0.043113699855799714,-0.06857181593563119
momentum_continuation_2w,2025-10-17,5,"AMD,GLD,WMT,KORU,NOK","PL,ALAB,CRCL,COIN,MSTR",0.051533639117669214,-0.0491315539358433,0.0012010425909129568
momentum_continuation_2w,2025-10-20,5,"SNDK,BE,RKLB,HUT,AMD","ALAB,OXY,FLY,PFE,CDNS",0.047733432601881676,-0.04064425883873648,0.0035445868815725985
momentum_continuation_2w,2025-10-21,5,"RKLB,FN,KO,CRM,AMD","PL,BKSY,ALAB,NBIS,HIMS",0.012193390735097709,-0.008009018136949897,0.0020921862990739056
momentum_continuation_2w,2025-10-22,5,"ISRG,KORU,WFC,GOOGL,KO","BKSY,PL,ALAB,FLY,COIN",0.07280402492684597,-0.03296797498172806,0.019918024972558956
momentum_continuation_2w,2025-10-23,5,"NOK,SNDK,FN,WFC,GOOGL","FLY,ALAB,CRWV,BKSY,PL",0.10271902821944309,0.021115526317303866,0.06191727726837348
momentum_continuation_2w,2025-10-24,5,"SNDK,SOXL,MU,AMD,KORU","BKSY,FLY,PL,SLV,ALAB",0.07486398536246522,0.017022401127015384,0.045943193244740305
momentum_continuation_2w,2025-10-27,5,"SOXL,SNDK,KORU,LITE,MU","BKSY,FLY,SLV,PL,COST",0.10262929529284848,0.047640359667563324,0.0751348274802059
momentum_continuation_2w,2025-10-28,5,"NOK,SOFI,CRDO,NOV,LITE","FLY,BKSY,IREN,OXY,PL",-0.049435554902481485,0.041037416774027904,-0.00419906906422679
momentum_continuation_2w,2025-10-29,5,"SNDK,SOXL,MU,KORU,LITE","FLY,BKSY,BLK,TXN,IREN",0.023144606219664098,-0.01076820091925954,0.006188202650202279
momentum_continuation_2w,2025-10-30,5,"LRCX,GOOGL,MU,ISRG,AAPL","BKSY,FLY,OKLO,ORCL,ASTS",0.022074779099833953,0.15731945263876512,0.08969711586929954
momentum_continuation_2w,2025-10-31,5,"SNDK,SOXL,CRDO,WDC,KORU","TXN,FLY,BLK,WMT,SBUX",-0.02743372473283765,0.024092162820824093,-0.0016707809560067791
momentum_continuation_2w,2025-11-03,5,"SNDK,KORU,SOXL,AMZN,WDC","FLY,BKSY,BLK,MSTR,OKLO",0.027652392013829387,0.11662011328269536,0.07213625264826237
momentum_continuation_2w,2025-11-04,5,"AMZN,ISRG,APP,NVDA,NOK","BKSY,FLY,MSTR,CRCL,OKLO",0.004754588593774511,0.11118344303341207,0.05796901581359329
momentum_continuation_2w,2025-11-05,5,"SNDK,BE,IREN,LITE,MU","FLY,UNH,BLK,NKE,WMT",0.010868468565640698,0.01593066091802,0.01339956474183035
momentum_continuation_2w,2025-11-06,5,"LITE,COHR,LLY,MRVL,MU","BKSY,FLY,MSTR,MARA,RIOT",-0.03034854191865315,0.11849783444310058,0.04407464626222372
momentum_continuation_2w,2025-11-07,5,"SNDK,AMZN,LLY,GOOGL,AAPL","BKSY,FLY,RIOT,AAOI,RKLB",0.027338623336033006,0.1209084578401299,0.07412354058808145
momentum_continuation_2w,2025-11-10,5,"SNDK,WDC,LITE,MU,BE","AAOI,FLY,UNH,RIOT,SNPS",-0.08387139740379217,0.07296123069797442,-0.005455083352908875
momentum_continuation_2w,2025-11-11,5,"LLY,SLV,TSEM,AMZN,XLE","AAOI,RIOT,BKSY,CRCL,CRWV",-0.021724792971470584,0.15713392394395173,0.06770456548624057
momentum_continuation_2w,2025-11-12,5,"LITE,SLV,TSEM,MU,LLY","BKSY,CRCL,FLY,AAOI,HIMS",-0.01990894119137867,0.085227501230097,0.032659280019359166
momentum_continuation_2w,2025-11-13,5,"PFE,SLV,GLD,AMZN,LLY","AAOI,BKSY,RIOT,HUT,RKLB",-0.03509984444369505,0.04736603451371826,0.006133095035011603
momentum_continuation_2w,2025-11-14,5,"LLY,XLE,XOM,KO,PFE","AAOI,BKSY,HUT,RIOT,CRWV",0.0022293612011868636,0.02241396715310624,0.012321664177146552
momentum_continuation_2w,2025-11-17,5,"LITE,JNJ,MU,SNDK,SBUX","HUT,RIOT,CRWV,MSTR,BE",0.008808606552402853,0.03464776843533588,0.021728187493869365
momentum_continuation_2w,2025-11-18,5,"LITE,SLV,LLY,GLD,PFE","BKSY,AAOI,HUT,RKLB,RIOT",0.05860415212815488,-0.08237133010570948,-0.011883588988777297
momentum_continuation_2w,2025-11-19,5,"SNDK,LITE,SLV,GOOGL,GLD","AAOI,MARA,CRCL,MSTR,RKLB",0.03541655395825605,-0.034202419380534275,0.0006070672888608859
momentum_continuation_2w,2025-11-20,5,"WMT,GOOGL,TSEM,LLY,LITE","CRCL,MARA,RIOT,AAOI,COIN",0.14859330130823376,-0.22585036037949,-0.03862852953562812
momentum_continuation_2w,2025-11-21,5,"GOOGL,LITE,JNJ,WMT,KO","MARA,AAOI,RIOT,IREN,HUT",0.0694095899505887,-0.2134499644638052,-0.07202018725660825
momentum_continuation_2w,2025-11-24,5,"GOOGL,AVGO,LITE,LLY,PFE","KORU,BE,CRCL,NET,CRWV",-0.002571695568072374,-0.0574077033983702,-0.029989699483221288
momentum_continuation_2w,2025-11-25,5,"GOOGL,AVGO,LLY,AMAT,WMT","CRCL,MARA,KORU,BE,MSTR",0.01702277828266161,-0.1269351343203175,-0.05495617801882795
momentum_continuation_2w,2025-11-26,5,"BKSY,AVGO,AAOI,AMAT,META","NOK,NET,MARA,SNOW,ASTS",0.0382122389191716,-0.08437898923680236,-0.023083375158815377
momentum_continuation_2w,2025-11-28,5,"GOOGL,CRDO,AVGO,INTC,COHR","KORU,NOK,FLY,ORCL,NET",0.01814636043740516,-0.06144248760249449,-0.021648063582544664
momentum_continuation_2w,2025-12-01,5,"SLV,GOOGL,SNPS,WMT,TSEM","FLY,ASTS,MSTR,SNDK,RKLB",0.027665602722871174,-0.19323052060482665,-0.08278245894097774
momentum_continuation_2w,2025-12-02,5,"CRDO,SOXL,INTC,APP,LITE","CVX,IREN,NOK,FLY,XOM",0.04521765658048873,-0.047560181091922595,-0.001171262255716933
momentum_continuation_2w,2025-12-03,5,"SOXL,MRVL,LITE,APP,CRDO","FLY,SNDK,NOK,OKLO,ORCL",0.018763219950089338,-0.09097873228704494,-0.0361077561684778
momentum_continuation_2w,2025-12-04,5,"APP,LITE,ASTS,TSLA,META","SNDK,SNOW,IREN,MSTR,XOM",0.06398080973786528,-0.004762611752104973,0.029609098992880153
momentum_continuation_2w,2025-12-05,5,"SOXL,LITE,MRVL,COHR,CRDO","SNOW,KO,CVX,XOM,IREN",-0.09446075296299346,0.02459580799981733,-0.03493247248158807
momentum_continuation_2w,2025-12-08,5,"SOXL,CRDO,LITE,COHR,ASTS","KO,SNOW,OXY,CVX,XOM",-0.09894443017291846,0.007975671808720252,-0.045484379182099105
momentum_continuation_2w,2025-12-09,5,"APP,SLV,TSEM,INTC,LITE","SNOW,IREN,OXY,SOFI,SBUX",-0.058797220541078034,0.05327996094099898,-0.0027586298000395262
momentum_continuation_2w,2025-12-10,5,"COHR,RKLB,PLTR,SOXL,MU","SNOW,IREN,SOFI,SBUX,ISRG",-0.13494865828590566,0.056269619144649695,-0.03933951957062798
momentum_continuation_2w,2025-12-11,5,"PL,AAOI,FLY,SLV,RKLB","ISRG,IREN,SNOW,OXY,SOFI",-0.07343087771385222,0.04391457204371192,-0.014758152835070149
momentum_continuation_2w,2025-12-12,5,"PL,SLV,CRM,FLY,CRCL","CRDO,IREN,BE,SNOW,NBIS",0.055207300297911835,-0.0028207877507564925,0.026193256273577672
momentum_continuation_2w,2025-12-15,5,"RKLB,SLV,PL,TSLA,AAOI","SNOW,HUT,ARM,RIOT,MARA",0.19032610147393533,-0.07670108605385206,0.056812507710041635
momentum_continuation_2w,2025-12-16,5,"WDC,GS,CRM,WFC,TGT","CRDO,ARM,NBIS,BE,IREN",0.014066836635313228,-0.056757309758115285,-0.021345236561401026
momentum_continuation_2w,2025-12-17,5,"SLV,RKLB,WDC,LITE,PL","SNOW,CRWV,ORCL,CRDO,ASML",0.21253328689069445,-0.10472352304682912,0.053904881921932664
momentum_continuation_2w,2025-12-18,5,"RKLB,WDC,MU,TSLA,PL","MARA,CRDO,ARM,OXY,NBIS",0.09043706149752677,-0.026197390842754232,0.03211983532738627
momentum_continuation_2w,2025-12-19,5,"RKLB,PL,MU,SLV,TSLA","MRVL,ARM,CDNS,OKLO,HIMS",0.0351719193920403,0.030598301193914247,0.032885110292977277
momentum_continuation_2w,2025-12-22,5,"RKLB,SLV,MU,TSLA,FLY","CRWD,MARA,HIMS,ARM,OKLO",-0.041025629473250017,0.06299443948651069,0.010984405006630338
momentum_continuation_2w,2025-12-23,5,"SLV,TSLA,GLD,JPM,MU","ARM,OKLO,MARA,RIOT,CRDO",-0.020096946794162206,0.06734210594532124,0.023622579575579516
momentum_continuation_2w,2025-12-24,5,"RKLB,SLV,MU,TSLA,FLY","OKLO,MARA,COIN,HIMS,MSTR",-0.02516999903526418,0.021128696110732204,-0.0020206514622659877
momentum_continuation_2w,2025-12-26,5,"SLV,MU,GLD,NVDA,SNDK","OKLO,ARM,HIMS,RIOT,MARA",0.02633801956328119,-0.08616149934678474,-0.029911739891751776
momentum_continuation_2w,2025-12-29,5,"KORU,LLY,MU,ISRG,RKLB","ARM,OKLO,MARA,RIOT,BE",0.13792964459991458,-0.14434732149344515,-0.003208838446765283
momentum_continuation_2w,2025-12-30,5,"RKLB,SLV,SNDK,MU,ASTS","MCD,WMT,OKLO,COIN,HD",0.2004591326163594,-0.08540609257750909,0.057526520019425154
momentum_continuation_2w,2025-12-31,5,"RKLB,MU,NVDA,SNDK,HUT","HIMS,OKLO,ARM,COIN,MARA",0.19992634134137766,-0.13725743264446227,0.03133445434845769
momentum_continuation_2w,2026-01-02,5,"MU,SOXL,SNDK,KORU,AAOI","MCD,HD,HIMS,KO,WMT",0.1336571740578723,-0.016210284372803807,0.05872344484253425
momentum_continuation_2w,2026-01-05,5,"SOXL,KORU,IREN,MU,SLV","MCD,SBUX,APP,KO,HD",0.09978953146199046,-0.04605257473420434,0.02686847836389306
momentum_continuation_2w,2026-01-06,5,"SNDK,MU,SOXL,SLV,KORU","CRDO,APP,MCD,TSLA,IGV",0.039240580843100045,-0.0674107066946803,-0.014085062925790127
momentum_continuation_2w,2026-01-07,5,"INTC,BE,MU,NKE,SOXL","CRDO,FN,CRCL,ALAB,FLY",0.09132074411065409,-0.06283720465101963,0.014241769729817229
momentum_continuation_2w,2026-01-08,5,"SNDK,MU,BE,KORU,INTC","AAOI,APP,NET,COHR,FN",0.1386649120710861,-0.06908167556480563,0.03479161825314024
momentum_continuation_2w,2026-01-09,5,"SNDK,INTC,OKLO,SOXL,MU","AAOI,NET,LITE,FN,COHR",0.04114797270104882,-0.03938030401577377,0.000883834342637526
momentum_continuation_2w,2026-01-12,5,"IREN,RKLB,PL,FLY,NBIS","AAOI,LITE,NET,HIMS,ANET",0.02297074667757477,-0.028293498240111913,-0.002661375781268571
momentum_continuation_2w,2026-01-13,5,"SNDK,INTC,OKLO,SOXL,BKSY","CRM,IGV,LITE,QCOM,AAOI",0.097644562909702,0.017149546077856813,0.05739705449377941
momentum_continuation_2w,2026-01-14,5,"SNDK,INTC,SLV,IREN,RIOT","LITE,CRM,ANET,NET,ARM",0.08369696866069462,-0.03655501026718635,0.023570979196754136
momentum_continuation_2w,2026-01-15,5,"SNDK,SOXL,BE,CRWV,KORU","CRM,SNOW,NET,LITE,CRCL",0.08527570989910907,0.030574361407151928,0.0579250356531305
momentum_continuation_2w,2026-01-16,5,"SNDK,BE,ASTS,SOXL,CRWV","CRM,HIMS,QCOM,WFC,NET",-0.010488395198452016,0.006263012650078137,-0.0021126912741869395
momentum_continuation_2w,2026-01-20,5,"SNDK,SLV,INTC,MU,WDC","NET,QCOM,HIMS,CRCL,CRM",0.08279037300027911,-0.025789127161236845,0.028500622919521133
momentum_continuation_2w,2026-01-21,5,"INTC,SNDK,SOXL,IREN,AMD","NET,HIMS,CRM,APP,ISRG",0.04890003969107022,-0.02483008935054167,0.012034975170264275
momentum_continuation_2w,2026-01-22,5,"ASTS,SOXL,CRWV,MU,IREN","CRM,ISRG,CRCL,SNOW,QCOM",0.09611182619973295,0.0480941152157456,0.07210297070773927
momentum_continuation_2w,2026-01-23,5,"SLV,AMD,SNDK,IREN,MU","HIMS,CRCL,QCOM,CRM,ORCL",-0.014803552518999475,0.07128440845341419,0.028240427967207358
momentum_continuation_2w,2026-01-26,5,"SLV,SNDK,CRWV,GLD,ANET","CRCL,CRDO,OKLO,QCOM,COIN",-0.012751318993978255,0.09413188403169459,0.040690282518858166
momentum_continuation_2w,2026-01-27,5,"SNDK,MU,CRWV,SOXL,KORU","CRCL,ORCL,HIMS,COIN,UNH",0.05329575587680726,0.11900370862849426,0.08614973225265075
momentum_continuation_2w,2026-01-28,5,"SNDK,MU,SOXL,SLV,WDC","QCOM,PLTR,ISRG,HOOD,ORCL",-0.10971917650175281,0.11861710564505004,0.004448964571648617
momentum_continuation_2w,2026-01-29,5,"SLV,SNDK,MU,META,WDC","CRCL,COIN,MARA,MSTR,ORCL",-0.11578677765921327,0.2571047720830829,0.07065899721193482
momentum_continuation_2w,2026-01-30,5,"SNDK,MU,LITE,KORU,AAOI","BKSY,CRCL,FLY,NBIS,APP",0.09152410439060998,0.050891551192846204,0.0712078277917281
momentum_continuation_2w,2026-02-02,5,"SNDK,LITE,META,MU,TXN","FLY,CRCL,CRDO,COIN,MARA",0.009392236748255779,0.019036703820810262,0.01421447028453302
