ticker,category_token,kind,extreme_date,entry,period,horizon,mom_bucket,trend_agree,depth_favorable,gamma_regime,signed_ret,signed_baseline,edge,state_edge,correct
RSP,divergence,top,2024-10-15,extreme,H2,20,3,False,True,neg,-0.017793791574279405,-0.007739324749472312,-0.010054466824807092,-0.013233849423292527,0
RSP,divergence,bottom,2025-01-13,confirmation,H2,1,3,True,False,pos,-0.000877433506992098,0.00038557326903472115,-0.001263006776026819,-0.001127098315710245,0
RSP,divergence,bottom,2025-01-13,confirmation,H2,3,3,True,False,pos,-0.005154921853578465,0.001165791703621749,-0.006320713557200213,-0.0059507271121755825,0
RSP,divergence,bottom,2025-01-13,confirmation,H2,5,3,True,False,pos,0.0021387441732929613,0.0019398389714503205,0.00019890520184264078,0.000639547607661846,1
RSP,divergence,bottom,2025-01-13,confirmation,H2,10,3,True,False,pos,-0.006800109679188426,0.0039090265635026,-0.010709136242691026,-0.00886808826527161,0
RSP,divergence,bottom,2025-01-13,confirmation,H2,20,3,True,False,pos,-0.013874417329311828,0.007739324749472312,-0.02161374207878414,-0.018434359480298708,0
RSP,divergence,bottom,2025-01-13,extreme,H2,1,0,True,True,neg,0.00807236503120179,0.00038557326903472115,0.007686791762167068,0.007256171023326083,1
RSP,divergence,bottom,2025-01-13,extreme,H2,3,0,True,True,neg,0.025762867120856514,0.001165791703621749,0.024597075417234764,0.022621957721847514,1
RSP,divergence,bottom,2025-01-13,extreme,H2,5,0,True,True,neg,0.04270910860479771,0.0019398389714503205,0.040769269633347385,0.037365954952771896,1
RSP,divergence,bottom,2025-01-13,extreme,H2,10,0,True,True,neg,0.038587049865460576,0.0039090265635026,0.034678023301957975,0.028255385171556735,1
RSP,divergence,bottom,2025-01-13,extreme,H2,20,0,True,True,neg,0.03480849602106839,0.007739324749472312,0.02706917127159608,0.015843490313654684,1
RSP,divergence,bottom,2025-04-07,confirmation,H2,1,4,False,False,neg,-0.007413028251225584,0.00038557326903472115,-0.007798601520260305,-0.007991835530282857,0
RSP,divergence,bottom,2025-04-07,confirmation,H2,3,4,False,False,neg,0.007529768853607344,0.001165791703621749,0.006363977149985595,0.006067791130424569,1
RSP,divergence,bottom,2025-04-07,confirmation,H2,5,4,False,False,neg,0.034905440112071195,0.0019398389714503205,0.03296560114062087,0.03258374387536778,1
RSP,divergence,bottom,2025-04-07,confirmation,H2,10,4,False,False,neg,0.050490310530002525,0.0039090265635026,0.04658128396649992,0.047373412868355044,1
RSP,divergence,bottom,2025-04-07,confirmation,H2,20,4,False,False,neg,0.039224842400186866,0.007739324749472312,0.031485517650714556,0.040299967450684454,1
RSP,divergence,bottom,2025-04-07,extreme,H2,1,0,False,True,neg,-0.01886187207288126,0.00038557326903472115,-0.01924744534191598,-0.019678066080756965,0
RSP,divergence,bottom,2025-04-07,extreme,H2,3,0,False,True,neg,0.023930198242124945,0.001165791703621749,0.022764406538503194,0.020789288843115945,1
RSP,divergence,bottom,2025-04-07,extreme,H2,5,0,False,True,neg,0.05273625457111697,0.0019398389714503205,0.05079641559966665,0.04739310091909116,1
RSP,divergence,bottom,2025-04-07,extreme,H2,10,0,False,True,neg,0.04779624045679087,0.0039090265635026,0.04388721389328827,0.03746457576288703,1
RSP,divergence,bottom,2025-04-07,extreme,H2,20,0,False,True,neg,0.09097324693654985,0.007739324749472312,0.08323392218707754,0.07200824122913614,1
RSP,1S,1S,2025-07-25,confirmation,H2,1,1,False,False,neg,0.002775057133529213,-0.00038557326903472115,0.0031606304025639342,0.0027331743229527788,1
RSP,1S,1S,2025-07-25,confirmation,H2,3,1,False,False,neg,0.005604527152029526,-0.001165791703621749,0.006770318855651275,0.005421205936342862,1
RSP,1S,1S,2025-07-25,confirmation,H2,5,1,False,False,neg,0.0065295461965392265,-0.0019398389714503205,0.008469385167989547,0.007092474740889156,1
RSP,1S,1S,2025-07-25,confirmation,H2,10,1,False,False,neg,-0.011100228534116852,-0.0039090265635026,-0.007191201970614252,-0.007571167300957372,0
RSP,1S,1S,2025-07-25,confirmation,H2,20,1,False,False,neg,-0.018228316465339178,-0.007739324749472312,-0.010488991715866865,-0.007382281915270452,0
