scope,horizon,std,mad,mean,n,cov_1.0,cov_1.0_nominal,cov_1.96,cov_1.96_nominal,pit_ks_stat,pit_ks_p,pit_ks_n_indep,k_ci_lo,k_ci_hi,ci_n_dates
ticker:SNDK,5,1.0638128965971543,0.9750412456091129,0.477126484538408,149,0.5838926174496645,0.6826894921370859,0.9194630872483222,0.950004209703559,0.30239305093035546,0.006254517190343201,30,0.8566073320195674,1.2173761855864913,149
ticker:SNOW,5,1.0589545376548335,0.89214833885878,0.05971514760720639,149,0.7181208053691275,0.6826894921370859,0.9328859060402684,0.950004209703559,0.1007347817204392,0.8912816570092726,30,0.8008566062177264,1.2798630458232352,149
ticker:SNPS,5,0.9313216564163166,0.657500614295731,-0.030117593238995755,149,0.7785234899328859,0.6826894921370859,0.9395973154362416,0.950004209703559,0.17880116219456102,0.260209582199717,30,0.6465362407438425,1.1438238646758063,149
ticker:SOFI,5,0.8205104552373979,0.7219921200431346,-0.04196659727577262,149,0.8120805369127517,0.6826894921370859,0.9664429530201343,0.950004209703559,0.17878829268110386,0.2602837824491867,30,0.6120414040217053,0.9576751912237765,149
ticker:SOXL,5,0.9846609795570901,1.0190683989518168,0.36948586999056515,149,0.6241610738255033,0.6826894921370859,0.9463087248322147,0.950004209703559,0.2444667529491359,0.045965780706370474,30,0.8254115781119139,1.1027818103038691,149
ticker:SOXX,5,0.9623220134225159,1.0176706710608303,0.3883893620445855,149,0.610738255033557,0.6826894921370859,0.9463087248322147,0.950004209703559,0.25764154852446347,0.030360847065024954,30,0.8028912094252693,1.0825943687688326,149
ticker:SPY,5,0.8941946549526706,0.8736504062084757,0.15759262106456023,149,0.7114093959731543,0.6826894921370859,0.9664429530201343,0.950004209703559,0.17229419261364845,0.2997089963238134,30,0.7194689250428804,1.0100476051106833,149
ticker:TER,5,0.8952130611197782,0.7136906906697226,0.30868780925549405,149,0.7114093959731543,0.6826894921370859,0.9530201342281879,0.950004209703559,0.27668978044150694,0.016011140898726017,30,0.7015900675289289,1.028394842915768,149
ticker:TGT,5,0.8943166663253803,0.9065106021573412,0.2868143092365,149,0.7315436241610739,0.6826894921370859,0.9530201342281879,0.950004209703559,0.22721986642844133,0.0764651671422264,30,0.7440577102555743,1.0382122595297,149
ticker:TLT,5,0.8850099624180642,0.8552418509495142,-0.15433306578854922,149,0.7248322147651006,0.6826894921370859,0.9798657718120806,0.950004209703559,0.13604452718713145,0.5880704896310422,30,0.7277676883928212,1.033962949247301,149
ticker:TSEM,5,0.9093336561982721,0.805028507568893,0.2713985052879342,112,0.75,0.6826894921370859,0.9642857142857143,0.950004209703559,0.22713807386917512,0.15914287568448215,23,0.7110085525124632,1.1238305635747325,112
ticker:TSLA,5,0.9614029826746208,0.8025781318998907,-0.12135415128980495,149,0.7583892617449665,0.6826894921370859,0.9261744966442953,0.950004209703559,0.14579065057532414,0.5007757433161532,30,0.7519686909230084,1.1555862047796694,149
ticker:TSM,5,0.7683505173159361,0.7277567105167619,0.22770753675242875,149,0.7718120805369127,0.6826894921370859,0.9865771812080537,0.950004209703559,0.2311910142338884,0.06824113330708448,30,0.6475610123238247,0.8349569881165617,149
ticker:TXN,5,0.8916137720062787,0.9058912212204876,0.28952237454941615,149,0.7181208053691275,0.6826894921370859,0.9664429530201343,0.950004209703559,0.16195870477161087,0.37067405888492866,30,0.7341577244041344,1.0147277619138368,149
ticker:UNH,5,1.0285767635430256,1.0527546666709409,0.18557714436492365,149,0.6442953020134228,0.6826894921370859,0.9328859060402684,0.950004209703559,0.1770150469748673,0.2706553845216241,30,0.8008350394016673,1.2529846209718756,149
ticker:WDC,5,0.8958852235809839,0.9085392643810298,0.37290958461055645,149,0.6845637583892618,0.6826894921370859,0.959731543624161,0.950004209703559,0.27043625274027827,0.019858506590236802,30,0.7347960077168861,1.0128920660314171,149
ticker:WFC,5,0.8635752169020461,0.813143638771473,0.003339259648776128,149,0.7651006711409396,0.6826894921370859,0.9798657718120806,0.950004209703559,0.1085114316750646,0.8345869587202319,30,0.7143497279211201,0.9795255210674702,149
ticker:WMT,5,0.9279950258971669,0.8293024094178153,0.09103957956625684,149,0.7651006711409396,0.6826894921370859,0.9664429530201343,0.950004209703559,0.1020375614148503,0.8825215484518386,30,0.7337810619329023,1.133789057261857,149
ticker:XLB,5,0.8676526823737676,0.8391545048168687,0.1489004907881913,145,0.7379310344827587,0.6826894921370859,0.9724137931034482,0.950004209703559,0.16172307216515544,0.39212370269966823,29,0.674566554650946,0.9858925670670742,145
ticker:XLC,5,0.9134501793838065,0.9138993124197183,-0.08710569837052703,145,0.7310344827586207,0.6826894921370859,0.9793103448275862,0.950004209703559,0.079009949023569,0.986925734932869,29,0.7688449673136735,1.028763871821763,145
ticker:XLE,5,0.884885785429072,0.8490188191531337,0.30405575349701197,149,0.7046979865771812,0.6826894921370859,0.9798657718120806,0.950004209703559,0.24062683475150914,0.051652189256538694,30,0.7310108834211422,0.9620930199139531,149
ticker:XLF,5,0.7491058903729538,0.7850602272637152,0.08613720771311764,149,0.8120805369127517,0.6826894921370859,0.9865771812080537,0.950004209703559,0.18295506557351626,0.2370600106877424,30,0.6157259951494001,0.867261218726236,149
ticker:XLI,5,0.7227082809011224,0.7986899731131765,0.1960073011454768,145,0.7931034482758621,0.6826894921370859,0.993103448275862,0.950004209703559,0.1883252687819561,0.2249273026807329,29,0.5879780823850161,0.823354337339893,145
ticker:XLK,5,1.0241349594580729,0.8744457826502647,0.22763465791890697,145,0.6413793103448275,0.6826894921370859,0.9310344827586207,0.950004209703559,0.1671235722318503,0.352990825164784,29,0.8205935936919049,1.188116466772507,145
ticker:XLP,5,1.0073293444751679,0.9152223559467266,0.2149221201847539,145,0.7103448275862069,0.6826894921370859,0.9379310344827586,0.950004209703559,0.22194191882326286,0.09795974249492467,29,0.779681210386194,1.1848910886326154,145
ticker:XLU,5,0.9149223323735987,0.894888418881476,0.03962982664326182,145,0.7310344827586207,0.6826894921370859,0.9793103448275862,0.950004209703559,0.09823543364585352,0.9165243837488027,29,0.7428201463227075,1.0723681367106943,145
ticker:XLV,5,0.8781981964302847,0.749689729219376,0.09671204290047573,145,0.7862068965517242,0.6826894921370859,0.9586206896551724,0.950004209703559,0.116592169752568,0.7831288484808949,29,0.6884110765434357,1.0911585750453525,145
ticker:XLY,5,0.8508307963440486,0.6796689370493909,-0.021227554082652696,145,0.7931034482758621,0.6826894921370859,0.9655172413793104,0.950004209703559,0.18218030908629013,0.25785986842822517,29,0.6542114024405842,0.9659342336713239,145
ticker:XOM,5,0.9526321228530255,1.0312446599109755,0.26681009453981225,149,0.697986577181208,0.6826894921370859,0.9731543624161074,0.950004209703559,0.2030904718246713,0.14617308774637627,30,0.7910925144810212,1.0616288143862025,149
pooled,10,1.252608231326839,0.9267695230279853,0.15522273398475517,16068,0.7106671645506597,0.6826894921370859,0.9451082897684839,0.950004209703559,0.056789879055239745,6.029900309410415e-05,1607,0.9310193565573358,1.6743475809519706,144
ticker:AAOI,10,0.9651869164714371,0.7458241266141975,0.40660076274277634,144,0.7638888888888888,0.6826894921370859,0.9097222222222222,0.950004209703559,,,15,0.6751361861423719,1.2324906231680346,144
ticker:AAPL,10,1.025614155654829,1.2540769132630858,0.23014185378676938,144,0.5972222222222222,0.6826894921370859,0.9583333333333334,0.950004209703559,,,15,0.7863990827404431,1.1437379944097168,144
ticker:ALAB,10,1.1133137096019394,0.8525293139768464,0.3648501305662127,144,0.7152777777777778,0.6826894921370859,0.875,0.950004209703559,,,15,0.7920744397829607,1.3781211614212203,144
ticker:AMAT,10,0.9217809764599403,0.8823004111702408,0.48888642274090216,144,0.6875,0.6826894921370859,0.9375,0.950004209703559,,,15,0.6801775490303148,1.0080475031547924,144
ticker:AMD,10,1.1195900871086037,1.0651488906425692,0.5786423874069493,144,0.6180555555555556,0.6826894921370859,0.8333333333333334,0.950004209703559,,,15,0.8044381767139546,1.3569450464898032,144
ticker:AMZN,10,1.0503816316325796,1.0218813264526283,0.13290725685188162,144,0.7222222222222222,0.6826894921370859,0.9166666666666666,0.950004209703559,,,15,0.6976632119871202,1.3213032340542148,144
ticker:ANET,10,0.9468050598402414,0.863558679741772,0.30695003327179926,144,0.7222222222222222,0.6826894921370859,0.9236111111111112,0.950004209703559,,,15,0.7047703471887743,1.1638070052501426,144
ticker:APP,10,1.0406291826286145,1.1560940889996536,-0.18665050521464124,144,0.5902777777777778,0.6826894921370859,0.9583333333333334,0.950004209703559,,,15,0.8634922310310693,1.2037494685122005,144
ticker:ARM,10,1.161554076655263,0.9999482820983641,0.5365750215680574,144,0.6805555555555556,0.6826894921370859,0.8680555555555556,0.950004209703559,,,15,0.8024881938907227,1.4779530896077395,144
ticker:ASML,10,0.8410974385406161,0.8078850371999252,0.34529096731762154,144,0.7986111111111112,0.6826894921370859,0.9583333333333334,0.950004209703559,,,15,0.5819287441284668,0.9200194402676634,144
ticker:ASTS,10,0.9504781923582413,1.100664889101561,0.0237673253729583,144,0.7222222222222222,0.6826894921370859,0.9791666666666666,0.950004209703559,,,15,0.6806017117697724,1.1244632330828557,144
ticker:AVGO,10,0.8638107249250605,0.6619166511180666,0.18784045573942992,144,0.8472222222222222,0.6826894921370859,0.9305555555555556,0.950004209703559,,,15,0.5050852686972019,1.1869468265839627,144
ticker:BAC,10,0.9504472769067752,1.0569208729035784,0.16425979234333277,144,0.6875,0.6826894921370859,0.9791666666666666,0.950004209703559,,,15,0.7487977570072674,1.0786948657976645,144
ticker:BE,10,0.9312619093809518,0.7825150245555308,0.3771406706904506,144,0.7708333333333334,0.6826894921370859,0.8958333333333334,0.950004209703559,,,15,0.5987926778245499,1.1010734152836437,144
ticker:BKSY,10,0.8931030796485296,1.060307553752823,0.14218837765278375,134,0.7313432835820896,0.6826894921370859,0.9776119402985075,0.950004209703559,,,14,0.6876016185735119,0.9542722506569061,134
ticker:BLK,10,0.900811597692177,0.8324840813170774,-0.007620568001598703,144,0.7083333333333334,0.6826894921370859,0.9722222222222222,0.950004209703559,,,15,0.6914757365396526,1.0560268186511874,144
ticker:CDNS,10,0.8302816728186517,0.6776660642930459,0.06525153561712492,144,0.8125,0.6826894921370859,0.9583333333333334,0.950004209703559,,,15,0.5999085432372037,1.0467889317862262,144
ticker:COHR,10,0.7336640069232517,0.6632466362472069,0.2733231698576494,144,0.7638888888888888,0.6826894921370859,0.9930555555555556,0.950004209703559,,,15,0.5798966850510419,0.8796171058930738,144
ticker:COIN,10,1.0315197899229205,1.0053003621043397,-0.20370401701704405,144,0.6736111111111112,0.6826894921370859,0.9305555555555556,0.950004209703559,,,15,0.7093178904403153,1.308727400497944,144
ticker:COST,10,0.9134444294003168,0.6535015604178926,0.2077754547537418,144,0.7847222222222222,0.6826894921370859,0.9375,0.950004209703559,,,15,0.5493950397753514,1.0861258653929018,144
ticker:CRCL,10,1.2926724252626438,1.292897874421441,-0.0754866530279748,144,0.5416666666666666,0.6826894921370859,0.8611111111111112,0.950004209703559,,,15,0.9172098162163678,1.6444427886862183,144
ticker:CRDO,10,1.0607940229258976,0.7447749396449882,0.2617181087831204,144,0.7708333333333334,0.6826894921370859,0.9305555555555556,0.950004209703559,,,15,0.6687072768265314,1.4377467348013222,144
ticker:CRM,10,1.1167819591252082,0.9516766711186947,-0.35820305578148365,144,0.7013888888888888,0.6826894921370859,0.8611111111111112,0.950004209703559,,,15,0.712142825723574,1.2418470119919232,144
ticker:CRWD,10,3.7106527331808232,1.079519745106983,-0.8917163129569851,139,0.6474820143884892,0.6826894921370859,0.9136690647482014,0.950004209703559,,,14,0.861239149996791,5.875547469331832,139
ticker:CRWV,10,0.9016658955644891,0.7732165178186042,0.1424640304282608,144,0.7708333333333334,0.6826894921370859,0.9513888888888888,0.950004209703559,,,15,0.6162838796832409,1.1215015719686994,144
ticker:CVX,10,1.034406060797339,1.079506139571952,0.34452442936431354,144,0.625,0.6826894921370859,0.9375,0.950004209703559,,,15,0.7650760205710184,1.1976997359303767,144
ticker:DIA,10,0.7271143280313676,0.7418335581597397,0.19549343333247518,144,0.8333333333333334,0.6826894921370859,0.9930555555555556,0.950004209703559,,,15,0.5160126255192581,0.8656557158077578,144
ticker:ELV,10,1.1235472866578138,1.0531794003142647,0.10141170671466582,126,0.6587301587301587,0.6826894921370859,0.9047619047619048,0.950004209703559,,,13,0.7793879692653679,1.4047038553385265,126
ticker:FLY,10,1.0000162031593167,1.0763036104120747,0.09047992488068722,144,0.6597222222222222,0.6826894921370859,0.9513888888888888,0.950004209703559,,,15,0.7640220435445981,1.1688311246242502,144
ticker:FN,10,0.7586400741056011,0.733955761517438,0.1566429638177086,130,0.823076923076923,0.6826894921370859,0.9846153846153847,0.950004209703559,,,13,0.5994113748716577,0.9090886734797794,130
ticker:GLD,10,1.102067740813324,0.9561028782595123,-0.07556659224049883,144,0.7083333333333334,0.6826894921370859,0.9097222222222222,0.950004209703559,,,15,0.6957014429431853,1.3665358674952475,144
ticker:GLW,10,1.1125887909694265,1.2455974595399681,0.4545426784335151,144,0.5555555555555556,0.6826894921370859,0.9027777777777778,0.950004209703559,,,15,0.8943440319915251,1.320042874047958,144
ticker:GOOGL,10,1.0214948867925433,1.0759926048661788,0.1456700068182996,144,0.6944444444444444,0.6826894921370859,0.9444444444444444,0.950004209703559,,,15,0.7051212038712993,1.2175116048635457,144
