entry_index,entry_date,entry_price,pivot_index,confirm_lag_bars,resistance,support,stretch,down,outcome,ticker,k_atr,null_hit
156,2026-02-17,97.52,149,6,108.73,73.87,130.27348,52.32652,hit,NBIS,2.5,0.605
173,2026-03-12,108.04,166,6,107.61,86.8,120.47058,73.93942,hit,NBIS,2.5,0.6975
191,2026-04-08,125.0,185,5,129.85,92.26,153.08061999999998,69.02938,hit,NBIS,2.5,0.705
210,2026-05-05,175.92,205,4,166.77,135.51,186.08868,116.19131999999998,hit,NBIS,2.5,0.8325
273,2026-08-05,218.99,268,4,286.69,148.22,372.26446,62.64554,neither,NBIS,2.5,0.435
40,2025-08-29,208.71,34,5,215.53,192.77,229.59568,178.70432000000002,hit,NET,2.5,0.6875
111,2025-12-10,213.46,99,11,253.3,186.38,294.65656,145.02344,stop,NET,2.5,0.1125
143,2026-01-28,184.88,138,4,213.46,169.97,240.33682000000002,143.09318,stop,NET,2.5,0.15
156,2026-02-17,193.68,149,6,205.95,163.05,232.46219999999997,136.53780000000003,stop,NET,2.5,0.3775
169,2026-03-06,195.19,160,8,195.85,160.19,217.88788,138.15212,hit,NET,2.5,0.585
199,2026-04-20,204.81,193,5,225.48,166.99,261.62681999999995,130.84318000000002,hit,NET,2.5,0.33
225,2026-05-27,209.22,215,9,256.79,186.79,300.05000000000007,143.52999999999997,hit,NET,2.5,0.21
253,2026-07-08,273.4,242,10,272.66,218.38,306.20504000000005,184.83495999999997,hit,NET,2.5,0.6825
37,2025-08-26,78.65,26,10,79.24,74.02,82.46596,70.79404,stop,NKE,2.5,0.6875
63,2025-10-02,74.57,58,4,79.17,69.24,85.30674,63.10325999999999,stop,NKE,2.5,0.125
94,2025-11-14,64.17,90,3,74.57,60.8,83.07986,52.29014,stop,NKE,2.5,0.0075
108,2025-12-05,65.86,98,9,66.03,61.43,68.8728,58.587199999999996,hit,NKE,2.5,0.525
126,2026-01-02,63.28,119,6,67.78,57.22,74.30608000000001,50.69392,stop,NKE,2.5,0.11
225,2026-05-27,45.98,218,6,66.3,41.88,81.39156,26.78844000000001,stop,NKE,2.5,0.0
260,2026-07-17,43.76,246,13,47.37,40.75,51.46115999999999,36.65884,stop,NKE,2.5,0.1025
113,2025-12-12,6.27,98,14,7.77,5.87,8.944199999999999,4.6958,neither,NOK,2.5,0.1625
151,2026-02-09,7.18,144,6,6.94,6.29,7.3417,5.8883,hit,NOK,2.5,0.8425
14,2025-07-24,13.71,11,2,13.76,12.71,14.4089,12.061100000000001,stop,NOV,2.5,0.5575
36,2025-08-25,13.16,26,9,14.16,11.88,15.56904,10.470960000000002,hit,NOV,2.5,0.2225
79,2025-10-24,13.84,69,9,13.7,12.31,14.559019999999999,11.450980000000001,hit,NOV,2.5,0.68
184,2026-03-27,19.88,175,8,20.63,18.19,22.137919999999998,16.682080000000003,neither,NOV,2.5,0.6125
220,2026-05-19,20.96,213,6,20.82,19.25,21.79026,18.27974,stop,NOV,2.5,0.785
259,2026-07-16,19.47,251,7,21.45,17.79,23.71188,15.52812,neither,NOV,2.5,0.3925
56,2025-09-23,178.43,44,11,183.16,167.02,193.13451999999998,157.04548000000003,hit,NVDA,2.5,0.6625
121,2025-12-24,188.61,116,4,207.04,170.94,229.3498,148.6302,neither,NVDA,2.5,0.2525
152,2026-02-10,188.54,149,2,192.51,171.88,205.25933999999998,159.13066,stop,NVDA,2.5,0.5775
192,2026-04-09,183.91,185,6,195.56,165.17,214.34102000000001,146.38897999999998,hit,NVDA,2.5,0.3225
214,2026-05-11,219.44,210,3,216.61,196.5,229.03798000000003,184.07201999999998,hit,NVDA,2.5,0.78
256,2026-07-13,203.53,246,9,235.74,192.53,262.44378,165.82622,stop,NVDA,2.5,0.1475
273,2026-08-05,219.22,268,4,212.5,190.01,226.39882,176.11118,neither,NVDA,2.5,0.8125
49,2025-09-12,82.71,32,16,84.09,65.41,95.63424,53.865759999999995,hit,OKLO,2.5,0.8675
66,2025-10-07,134.12,59,6,142.65,110.53,162.50016,90.67984,hit,OKLO,2.5,0.8
129,2026-01-07,97.6,124,4,174.14,71.62,237.49735999999996,8.262640000000019,stop,OKLO,2.5,0.15
196,2026-04-15,63.35,185,10,105.31,45.58,142.22314,8.666859999999993,neither,OKLO,2.5,0.1075
230,2026-06-03,65.21,220,9,79.62,55.88,94.29132000000001,41.20868,stop,OKLO,2.5,0.3225
48,2025-09-11,307.86,43,4,256.43,223.0,277.08974,202.34026,hit,ORCL,2.5,1.0
112,2025-12-11,198.85,101,10,328.33,197.03,409.47339999999997,115.88660000000002,stop,ORCL,2.5,0.0025
132,2026-01-12,204.68,116,15,223.01,178.46,250.54189999999997,150.92810000000003,stop,ORCL,2.5,0.2825
153,2026-02-11,157.16,149,3,204.68,136.48,246.82760000000002,94.33239999999998,stop,ORCL,2.5,0.0475
196,2026-04-15,169.81,192,3,163.12,137.86,178.73068,122.24932000000001,hit,ORCL,2.5,0.57
211,2026-05-06,194.03,207,3,187.5,161.39,203.63598000000002,145.25401999999997,hit,ORCL,2.5,0.6475
272,2026-08-04,145.74,265,6,248.15,114.99,330.44288,32.697119999999984,neither,ORCL,2.5,0.0075
17,2025-07-29,45.46,8,8,46.31,42.63,48.58424,40.355760000000004,stop,OXY,2.5,0.4725
36,2025-08-25,46.4,23,12,45.55,42.54,47.41018,40.67982,hit,OXY,2.5,0.78
95,2025-11-17,41.69,87,7,48.1,39.75,53.2603,34.5897,stop,OXY,2.5,0.0125
125,2025-12-31,41.12,115,9,42.76,38.92,45.13312,36.54688,hit,OXY,2.5,0.24
207,2026-04-30,60.58,198,8,66.24,53.79,73.93409999999999,46.0959,stop,OXY,2.5,0.3225
219,2026-05-18,59.7,213,5,60.76,53.03,65.53714,48.252860000000005,stop,OXY,2.5,0.62
254,2026-07-09,52.3,249,4,60.7,47.94,68.58568000000001,40.05432,neither,OXY,2.5,0.1025
34,2025-08-21,183.32,25,8,204.5,167.06,227.63792,143.92208,neither,PANW,2.5,0.0775
109,2025-12-08,195.35,99,9,221.38,182.9,245.16064,159.11936,stop,PANW,2.5,0.105
130,2026-01-08,190.8,126,3,198.84,179.37,210.87246,167.33754000000002,stop,PANW,2.5,0.3325
169,2026-03-06,165.05,161,7,193.9,141.67,226.17814,109.39185999999998,hit,PANW,2.5,0.02
191,2026-04-08,173.78,184,6,169.74,147.02,183.78096,132.97904,hit,PANW,2.5,0.545
244,2026-06-24,285.26,234,9,300.48,260.52,325.17528000000004,235.82471999999996,hit,PANW,2.5,0.5175
273,2026-08-05,362.66,268,4,358.68,314.15,386.19954,286.63045999999997,neither,PANW,2.5,0.75
23,2025-08-06,23.93,19,3,25.36,23.29,26.63926,22.01074,hit,PFE,2.5,0.0125
62,2025-10-01,27.21,58,3,25.88,23.6,27.289039999999996,22.190960000000004,hit,PFE,2.5,0.9
93,2025-11-13,25.79,73,19,27.37,24.23,29.31052,22.28948,neither,PFE,2.5,0.2975
143,2026-01-28,25.86,120,22,26.43,24.88,27.387900000000002,23.9221,hit,PFE,2.5,0.395
260,2026-07-17,25.05,245,14,28.55,23.67,31.56584,20.65416,neither,PFE,2.5,0.0375
113,2025-12-12,18.24,99,13,15.68,11.16,18.47336,8.36664,hit,PL,2.5,0.975
164,2026-02-27,24.14,149,14,28.78,20.43,33.9403,15.269699999999998,hit,PL,2.5,0.635
50,2025-09-15,171.21,44,5,186.97,153.11,207.89548,132.18452000000002,stop,PLTR,2.5,0.64
108,2025-12-05,181.76,99,8,207.18,154.85,239.51994000000002,122.51005999999998,stop,PLTR,2.5,0.38
168,2026-03-05,152.67,161,6,194.17,128.84,234.54393999999996,88.46606000000001,stop,PLTR,2.5,0.055
200,2026-04-21,145.97,193,6,160.84,128.06,181.09804,107.80196000000001,stop,PLTR,2.5,0.345
228,2026-06-01,160.65,216,11,152.62,130.05,166.56826,116.10174000000002,stop,PLTR,2.5,0.815
250,2026-07-02,129.3,245,4,160.65,107.27,193.63884000000002,74.28116,neither,PLTR,2.5,0.0625
29,2025-08-14,158.09,23,5,162.08,145.84,172.11632000000003,135.80367999999999,hit,QCOM,2.5,0.285
76,2025-10-21,168.83,69,6,173.55,153.59,185.88528000000002,141.25472,hit,QCOM,2.5,0.4675
107,2025-12-04,174.35,98,8,187.68,159.59,205.03962,142.23038,stop,QCOM,2.5,0.3125
129,2026-01-07,180.19,125,3,182.21,171.05,189.10688000000002,164.15312,stop,QCOM,2.5,0.595
197,2026-04-16,134.47,190,6,182.45,124.07,218.52884,87.99116,hit,QCOM,2.5,0.0
224,2026-05-26,248.82,220,3,237.53,195.61,263.43656,169.70344000000003,stop,QCOM,2.5,0.7525
26,2025-08-11,572.85,20,5,568.14,553.88,576.95268,545.06732,hit,QQQ,2.5,0.925
47,2025-09-10,580.7,34,12,580.34,563.28,590.8830800000001,552.7369199999999,hit,QQQ,2.5,0.8125
76,2025-10-21,611.38,69,6,611.44,589.5,624.9989200000001,575.9410799999999,hit,QQQ,2.5,0.8875
104,2025-12-01,617.17,98,5,635.77,585.67,666.7318,554.7081999999999,neither,QQQ,2.5,0.5575
122,2025-12-26,623.89,116,5,627.61,600.41,644.4196000000001,583.6003999999999,stop,QQQ,2.5,0.685
190,2026-04-07,588.59,185,4,633.22,558.28,679.5329200000001,511.96707999999995,hit,QQQ,2.5,0.0575
239,2026-06-16,729.86,235,3,746.16,693.69,778.5864599999999,661.2635400000001,stop,QQQ,2.5,0.6475
273,2026-08-05,717.3,268,4,744.0,661.73,794.84286,610.88714,neither,QQQ,2.5,0.4025
38,2025-08-27,13.55,20,17,14.69,11.03,16.95188,8.76812,hit,RIOT,2.5,0.6
130,2026-01-08,15.13,125,4,23.0,12.67,29.38394,6.28606,stop,RIOT,2.5,0.13
158,2026-02-19,16.22,149,8,19.24,12.06,23.677239999999998,7.622760000000002,stop,RIOT,2.5,0.3575
192,2026-04-09,16.69,185,6,17.09,11.83,20.34068,8.57932,hit,RIOT,2.5,0.6625
264,2026-07-23,23.86,260,3,28.69,18.26,35.13574,11.81426,stop,RIOT,2.5,0.39
41,2025-09-02,49.31,33,7,51.39,40.69,58.0026,34.0774,hit,RKLB,2.5,0.815
108,2025-12-05,49.055,98,9,69.27,39.48,87.68021999999999,21.069779999999998,hit,RKLB,2.5,0.155
196,2026-04-15,73.6,185,10,96.3,57.38,120.35256,33.32744000000001,hit,RKLB,2.5,0.3375
275,2026-08-07,82.83,268,6,150.23,58.6,206.85734,1.9726600000000047,neither,RKLB,2.5,0.08
64,2025-10-03,86.42,49,14,94.18,81.9,101.76904,74.31096000000001,stop,SBUX,2.5,0.03
74,2025-10-17,85.36,69,4,86.72,78.46,91.82468,73.35531999999999,stop,SBUX,2.5,0.245
92,2025-11-12,87.26,86,5,87.22,79.6,91.92916,74.89084,hit,SBUX,2.5,0.515
133,2026-01-13,90.56,126,6,89.42,83.97,92.7881,80.6019,hit,SBUX,2.5,0.7075
190,2026-04-07,95.21,185,4,101.44,86.72,110.53696,77.62304,neither,SBUX,2.5,0.225
237,2026-06-12,103.04,231,5,106.815,94.14,114.64815,86.30685,neither,SBUX,2.5,0.3875
25,2025-08-08,34.88,19,5,35.72,33.32,37.203199999999995,31.8368,hit,SLV,2.5,0.64
91,2025-11-11,46.45,80,10,49.17,42.4,53.353860000000005,38.216139999999996,hit,SLV,2.5,0.7575
165,2026-03-02,81.57,156,8,105.6,66.37,129.84413999999998,42.12586000000001,stop,SLV,2.5,0.4275
196,2026-04-15,71.84,183,12,84.99,60.77,99.95795999999999,45.802040000000005,stop,SLV,2.5,0.5225
214,2026-05-11,78.0,206,7,73.63,64.84,79.06222,59.40778000000001,hit,SLV,2.5,0.92
274,2026-08-06,55.85,259,14,79.35,50.39,97.24727999999999,32.492720000000006,neither,SLV,2.5,0.07
48,2025-09-11,303.93,42,5,301.92,286.43,311.49282,276.85718,hit,SMH,2.5,0.8475
76,2025-10-21,345.3,69,6,346.07,325.34,358.88114,312.52885999999995,hit,SMH,2.5,0.905
105,2025-12-02,359.43,98,6,368.61,325.1,395.49918,298.21082,hit,SMH,2.5,0.7425
122,2025-12-26,365.86,116,5,374.1,339.24,395.64348,317.69652,hit,SMH,2.5,0.755
154,2026-02-12,406.11,149,4,417.52,381.07,440.04609999999997,358.5439,stop,SMH,2.5,0.7625
190,2026-04-07,399.9,185,4,426.16,362.53,465.48334000000006,323.20665999999994,hit,SMH,2.5,0.485
239,2026-06-16,616.0,232,6,637.9,569.69,680.05378,527.5362200000001,stop,SMH,2.5,0.7325
273,2026-08-05,569.7,268,4,668.91,504.22,770.68842,402.44158000000004,neither,SMH,2.5,0.22
122,2025-12-26,250.05,106,15,283.1,194.38,337.92896,139.55103999999997,hit,SNDK,2.5,0.9075
173,2026-03-12,618.82,169,3,695.51,527.33,799.44524,423.3947600000001,hit,SNDK,2.5,0.795
190,2026-04-07,710.8,185,4,772.09,572.5,895.4366200000001,449.15337999999997,hit,SNDK,2.5,0.87
64,2025-10-03,235.09,51,12,241.0,215.95,256.4809,200.46909999999997,hit,SNOW,2.5,0.4225
107,2025-12-04,234.77,99,7,277.14,234.03,303.78198,207.38802,stop,SNOW,2.5,0.0975
153,2026-02-11,178.83,149,3,265.0,156.71,331.92322,89.78678000000001,stop,SNOW,2.5,0.0
199,2026-04-20,150.44,193,5,182.84,121.11,220.98914000000002,82.96086,hit,SNOW,2.5,0.04
250,2026-07-02,260.15,244,5,280.16,225.95,313.66178,192.44821999999996,hit,SNOW,2.5,0.3975
54,2025-09-19,495.5,47,6,645.35,387.78,804.52826,228.60173999999995,stop,SNPS,2.5,0.0125
105,2025-12-02,449.35,96,8,514.79,383.82,595.7294599999999,302.88054,neither,SNPS,2.5,0.1125
197,2026-04-16,441.15,184,12,533.42,380.47,627.9431,285.9469000000001,neither,SNPS,2.5,0.0725
81,2025-10-28,31.66,64,16,29.81,25.24,32.63426,22.41574,hit,SOFI,2.5,0.9725
108,2025-12-05,27.78,98,9,32.21,24.91,36.7214,20.398600000000002,stop,SOFI,2.5,0.49
128,2026-01-06,26.98,116,11,29.6,25.27,32.275940000000006,22.59406,stop,SOFI,2.5,0.405
196,2026-04-15,18.79,185,10,29.28,15.15,38.01234,6.41766,stop,SOFI,2.5,0.0
228,2026-06-01,18.58,220,7,19.5,15.23,22.13886,12.591140000000001,stop,SOFI,2.5,0.365
250,2026-07-02,18.24,235,14,18.58,15.87,20.254779999999997,14.195219999999999,stop,SOFI,2.5,0.5575
272,2026-08-04,18.7,268,3,18.78,15.25,20.961540000000003,13.06846,neither,SOFI,2.5,0.5175
49,2025-09-12,29.3,42,6,29.42,24.91,32.20718,22.122819999999997,hit,SOXL,2.5,0.7
76,2025-10-21,41.51,69,6,42.78,34.21,48.076260000000005,28.91374,hit,SOXL,2.5,0.7775
104,2025-12-01,41.31,98,5,49.38,30.81,60.856260000000006,19.33374,hit,SOXL,2.5,0.45
123,2025-12-29,43.82,116,6,49.65,36.01,58.07952,27.580479999999998,hit,SOXL,2.5,0.5775
154,2026-02-12,63.1,148,5,70.47,53.19,81.14904,42.51096,stop,SOXL,2.5,0.5925
190,2026-04-07,56.55,185,4,71.86,40.62,91.16632,21.313679999999998,hit,SOXL,2.5,0.415
239,2026-06-16,226.19,235,3,280.54,180.65,342.27202,118.91798,stop,SOXL,2.5,0.625
48,2025-09-11,255.19,42,5,254.14,241.68,261.84027999999995,233.97972000000001,hit,SOXX,2.5,0.74
76,2025-10-21,291.33,69,6,291.54,271.99,303.62190000000004,259.9081,hit,SOXX,2.5,0.9075
104,2025-12-01,296.92,98,5,309.6,268.1,335.247,242.45300000000003,hit,SOXX,2.5,0.5925
122,2025-12-26,306.04,116,5,316.33,285.23,335.54979999999995,266.01020000000005,hit,SOXX,2.5,0.6475
154,2026-02-12,351.5,148,5,361.13,330.38,380.13349999999997,311.3765,stop,SOXX,2.5,0.705
190,2026-04-07,347.76,185,4,368.0,309.79,403.97378,273.81622000000004,hit,SOXX,2.5,0.53
239,2026-06-16,591.24,232,6,615.68,539.77,662.5923799999999,492.85762,stop,SOXX,2.5,0.7925
81,2025-08-11,635.92,75,5,637.1,621.72,646.60484,612.2151600000001,hit,SPY,2.5,0.8225
132,2025-10-22,667.8,124,7,673.11,653.02,685.52562,640.60438,hit,SPY,2.5,0.8
158,2025-11-28,683.39,153,4,687.39,652.53,708.93348,630.9865199999999,neither,SPY,2.5,0.87
198,2026-01-28,695.42,192,5,695.16,677.58,706.0244399999999,666.7155600000001,stop,SPY,2.5,0.8025
245,2026-04-07,659.22,240,4,695.49,631.97,734.74536,592.71464,hit,SPY,2.5,0.2275
294,2026-06-16,750.33,290,3,759.57,725.43,780.6685200000001,704.3314799999999,stop,SPY,2.5,0.745
327,2026-08-04,771.33,323,3,754.95,729.46,770.7028200000001,713.70718,hit,SPY,2.5,0.97
19,2025-07-31,107.43,15,3,98.62,90.15,103.85446,84.91554000000001,hit,TER,2.5,1.0
81,2025-10-28,144.38,69,11,147.87,132.08,157.62822,122.32178000000002,hit,TER,2.5,0.7925
103,2025-11-28,181.89,98,4,187.59,155.9,207.17442,136.31558,hit,TER,2.5,0.84
182,2026-03-25,323.36,169,12,342.82,273.05,385.93786,229.93214000000003,hit,TER,2.5,0.8575
212,2026-05-07,354.11,206,5,418.08,306.33,487.14149999999995,237.2685,hit,TER,2.5,0.66
225,2026-05-27,375.83,219,5,382.48,321.05,420.44374000000005,283.08626000000004,hit,TER,2.5,0.8075
273,2026-08-05,389.39,268,4,483.84,319.41,585.45774,217.79226000000006,neither,TER,2.5,0.4725
28,2025-08-13,105.36,20,7,107.43,99.77,112.16388,95.03611999999998,stop,TGT,2.5,0.58
76,2025-10-21,94.4,69,6,106.26,85.53,119.07114000000001,72.71886,stop,TGT,2.5,0.0075
104,2025-12-01,91.36,98,5,97.77,83.68,106.47761999999999,74.97238000000002,hit,TGT,2.5,0.0675
148,2026-02-04,114.13,143,4,111.28,101.74,117.17572,95.84428,hit,TGT,2.5,0.7775
236,2026-06-11,132.64,214,21,132.1,118.44,140.54188,109.99812,hit,TGT,2.5,0.6925
259,2026-07-16,140.21,251,7,141.2,126.1,150.53179999999998,116.7682,neither,TGT,2.5,0.7075
18,2025-07-30,86.87,7,10,86.99,85.01,88.21363999999998,83.78636000000002,hit,TLT,2.5,0.5925
45,2025-09-08,89.74,41,3,88.33,85.63,89.9986,83.9614,hit,TLT,2.5,0.9375
103,2025-11-28,90.21,94,8,92.06,88.87,94.03142,86.89858000000001,stop,TLT,2.5,0.38
142,2026-01-27,87.8,137,4,90.64,86.65,93.10582,84.18418000000001,stop,TLT,2.5,0.14
153,2026-02-11,88.06,148,4,88.35,86.54,89.46857999999999,85.42142000000001,hit,TLT,2.5,0.4725
225,2026-05-27,85.3,220,4,90.82,83.02,95.64039999999999,78.1996,stop,TLT,2.5,0.0025
104,2025-12-01,111.86,98,5,106.42,91.61,115.57258,82.45742,hit,TSEM,2.5,0.9975
137,2026-01-20,129.0,116,20,128.94,112.59,139.0443,102.48570000000001,hit,TSEM,2.5,0.95
176,2026-03-17,137.86,169,6,147.53,110.59,170.35892,87.76108,hit,TSEM,2.5,0.845
239,2026-06-16,268.53,234,4,288.53,228.08,325.88809999999995,190.72190000000003,stop,TSEM,2.5,0.845
27,2025-08-12,340.84,20,6,332.56,302.63,351.05674,284.13326,hit,TSLA,2.5,0.9025
107,2025-12-04,454.53,99,7,468.37,391.09,516.12904,343.33095999999995,stop,TSLA,2.5,0.7975
197,2026-04-16,388.9,191,5,489.88,343.25,580.49734,252.63266,neither,TSLA,2.5,0.075
249,2026-07-01,425.3,245,3,445.27,375.12,488.62269999999995,331.76730000000003,stop,TSLA,2.5,0.5275
45,2025-09-08,247.19,34,10,245.6,227.33,256.89086,216.03914000000003,hit,TSM,2.5,0.7375
110,2025-12-09,303.41,99,10,305.09,275.06,323.64853999999997,256.50146,hit,TSM,2.5,0.8125
122,2025-12-26,302.84,116,5,310.14,276.96,330.64524,256.45475999999996,hit,TSM,2.5,0.7075
192,2026-04-09,365.49,185,6,387.73,316.5,431.75014000000004,272.47986,hit,TSM,2.5,0.51
29,2025-08-14,193.71,20,8,221.25,180.86,246.21102,155.89898000000002,stop,TXN,2.5,0.0
103,2025-11-28,168.27,98,4,206.06,153.33,238.64713999999998,120.74286000000002,neither,TXN,2.5,0.0
129,2026-01-07,185.71,125,3,182.6,173.49,188.22997999999998,167.86002000000002,hit,TXN,2.5,0.665
192,2026-04-09,214.98,185,6,226.56,186.42,251.36652,161.61347999999998,hit,TXN,2.5,0.2425
242,2026-06-22,332.28,235,6,324.89,282.01,351.38984,255.51015999999998,stop,TXN,2.5,0.79
107,2025-12-04,333.49,97,9,369.92,309.09,407.51294000000007,271.4970599999999,stop,UNH,2.5,0.325
165,2026-03-02,294.93,149,15,356.26,268.55,410.46477999999996,214.34522000000004,stop,UNH,2.5,0.0875
190,2026-04-07,307.73,184,5,294.93,259.02,317.12238,236.82761999999997,hit,UNH,2.5,0.78
234,2026-06-09,413.0,224,9,401.16,376.86,416.17740000000003,361.8426,hit,UNH,2.5,0.8475
80,2025-10-27,126.67,71,8,131.31,113.13,142.54524,101.89475999999999,hit,WDC,2.5,0.95
109,2025-12-08,169.78,99,9,174.22,139.19,195.86854,117.54146,hit,WDC,2.5,0.935
177,2026-03-18,304.9,169,7,296.56,245.25,328.26958,213.54041999999998,hit,WDC,2.5,0.9775
191,2026-04-08,338.78,185,5,316.93,251.67,357.26068000000004,211.33932,hit,WDC,2.5,0.9925
239,2026-06-16,681.08,235,3,594.11,490.09,658.39436,425.8056399999999,hit,WDC,2.5,1.0
38,2025-08-27,82.5,24,13,84.32,77.05,88.81285999999999,72.55714,neither,WFC,2.5,0.36
72,2025-10-15,86.46,69,2,85.16,77.62,89.81971999999999,72.96028000000001,hit,WFC,2.5,0.63
147,2026-02-03,92.31,138,8,96.39,86.12,102.73686,79.77314000000001,stop,WFC,2.5,0.44
183,2026-03-26,79.02,174,8,94.61,74.1,107.28518,61.42481999999999,stop,WFC,2.5,0.005
230,2026-06-03,78.68,218,11,86.64,73.42,94.80996,65.25004,neither,WFC,2.5,0.1025
16,2025-07-28,97.61,5,10,99.35,94.4,102.40909999999998,91.34090000000002,hit,WMT,2.5,0.2425
44,2025-09-05,100.51,37,6,103.93,96.05,108.79984000000002,91.18015999999999,hit,WMT,2.5,0.445
99,2025-11-21,105.32,97,1,109.03,100.61,114.23356,95.40644,hit,WMT,2.5,0.39
133,2026-01-13,120.36,120,12,116.79,110.9,120.43002000000001,107.25998,hit,WMT,2.5,0.965
189,2026-04-06,126.79,179,9,133.89,119.02,143.07966,109.83034,stop,WMT,2.5,0.44
237,2026-06-12,121.04,229,7,134.2,113.06,147.26451999999998,99.99548000000001,stop,WMT,2.5,0.1525
29,2025-07-24,45.645,22,6,46.135,44.57,47.102169999999994,43.602830000000004,stop,XLB,2.5,0.6475
44,2025-08-14,45.015,35,8,46.185,43.36,47.93085000000001,41.614149999999995,stop,XLB,2.5,0.475
108,2025-11-13,43.785,101,6,46.305,42.36,48.74301,39.92199,stop,XLB,2.5,0.115
117,2025-11-26,44.445,113,3,44.075,42.23,45.215210000000006,41.089789999999994,hit,XLB,2.5,0.735
202,2026-04-01,50.46,194,7,53.62,46.98,57.72352,42.876479999999994,neither,XLB,2.5,0.1575
241,2026-05-28,51.36,235,5,52.41,49.04,54.492659999999994,46.95734,neither,XLB,2.5,0.5
283,2026-07-29,51.74,276,6,52.72,50.03,54.382419999999996,48.367580000000004,neither,XLB,2.5,0.4825
92,2025-10-22,115.64,84,7,119.41,112.8,123.49498,108.71502,stop,XLC,2.5,0.6375
117,2025-11-26,114.46,113,3,117.16,109.97,121.60342,105.52658,neither,XLC,2.5,0.54
156,2026-01-26,117.77,152,3,118.29,113.47,121.26876000000001,110.49123999999999,stop,XLC,2.5,0.6975
183,2026-03-05,118.44,171,11,120.08,114.4,123.59024,110.88976000000001,stop,XLC,2.5,0.6525
204,2026-04-06,111.76,199,4,118.79,107.04,126.0515,99.77850000000001,stop,XLC,2.5,0.115
268,2026-07-08,109.46,260,7,119.1,105.58,127.45535999999998,97.22464,stop,XLC,2.5,0.04
287,2026-08-04,112.04,279,7,113.38,105.38,118.324,100.43599999999999,neither,XLC,2.5,0.4325
17,2025-07-29,44.475,11,5,44.565,42.535,45.819539999999996,41.28046,stop,XLE,2.5,0.5925
36,2025-08-25,44.185,26,9,44.475,42.125,45.9273,40.6727,hit,XLE,2.5,0.45
90,2025-11-10,45.175,69,20,45.995,42.61,48.086929999999995,40.51807,hit,XLE,2.5,0.4025
127,2026-01-05,46.89,115,11,46.18,43.81,47.644659999999995,42.34534000000001,hit,XLE,2.5,0.81
207,2026-04-30,59.65,198,8,62.56,55.02,67.21972,50.36028,stop,XLE,2.5,0.4775
219,2026-05-18,60.58,213,5,59.65,55.7,62.0911,53.258900000000004,stop,XLE,2.5,0.9275
257,2026-07-14,56.95,249,7,61.29,52.81,66.53063999999999,47.56936,neither,XLE,2.5,0.29
30,2025-08-15,52.46,24,5,53.44,51.37,54.71926,50.09074,neither,XLF,2.5,0.2925
93,2025-11-13,52.98,73,19,54.25,51.76,55.78882,50.22118,stop,XLF,2.5,0.2325
103,2025-11-28,53.33,98,4,53.67,51.11,55.25208000000001,49.527919999999995,hit,XLF,2.5,0.47
192,2026-04-09,51.33,184,7,56.4,47.81,61.708619999999996,42.501380000000005,neither,XLF,2.5,0.0025
237,2026-06-12,53.34,230,6,52.63,50.87,53.71768000000001,49.78231999999999,hit,XLF,2.5,0.83
77,2025-10-01,153.8,35,41,154.99,149.74,158.2345,146.49550000000002,stop,XLI,2.5,0.7975
96,2025-10-28,154.68,84,11,155.59,149.9,159.10642,146.38358,stop,XLI,2.5,0.7825
119,2025-12-01,151.44,113,5,155.79,147.83,160.70927999999998,142.91072000000003,hit,XLI,2.5,0.3275
207,2026-04-09,172.19,200,6,178.9,156.61,192.67522,142.83478000000002,neither,XLI,2.5,0.1875
247,2026-06-05,174.18,235,11,176.87,168.74,181.89434,163.71566,hit,XLI,2.5,0.62
288,2026-08-05,186.35,283,4,185.56,176.66,191.0602,171.1598,neither,XLI,2.5,0.7775
63,2025-09-11,135.53,49,13,134.155,129.455,137.0596,126.55040000000002,hit,XLK,2.5,0.9525
95,2025-10-27,149.5,84,10,145.345,139.195,149.1457,135.3943,hit,XLK,2.5,0.9925
121,2025-12-03,144.995,113,7,152.065,136.075,161.94682,126.19317999999998,stop,XLK,2.5,0.5375
137,2025-12-26,146.53,131,5,148.73,139.39,154.50212,133.61787999999999,stop,XLK,2.5,0.7175
205,2026-04-07,137.43,200,4,149.23,127.5,162.65913999999998,114.07086000000001,hit,XLK,2.5,0.0825
254,2026-06-16,186.44,250,3,198.21,176.63,211.54644000000002,163.29355999999999,stop,XLK,2.5,0.5225
288,2026-08-05,185.91,283,4,192.15,166.57,207.95844000000002,150.76155999999997,neither,XLK,2.5,0.5425
40,2025-08-08,82.48,34,5,82.22,79.78,83.72792,78.27208,hit,XLP,2.5,0.66
90,2025-10-20,79.66,80,9,83.22,77.46,86.77968,73.90032,stop,XLP,2.5,0.02
115,2025-11-24,77.0,103,11,79.74,75.6,82.29852,73.04147999999999,hit,XLP,2.5,0.0725
147,2026-01-12,80.18,144,2,79.65,76.62,81.52254,74.74746,hit,XLP,2.5,0.5625
223,2026-05-01,84.17,211,11,90.01,81.06,95.5411,75.5289,neither,XLP,2.5,0.055
251,2026-06-11,85.27,244,6,86.09,81.83,88.72268000000001,79.19731999999999,hit,XLP,2.5,0.47
275,2026-07-17,85.19,257,17,85.82,82.18,88.06951999999998,79.93048000000002,hit,XLP,2.5,0.505
51,2025-08-25,42.13,46,4,42.85,40.94,44.03038,39.75962,stop,XLRE,2.5,0.3525
