entry_index,entry_date,entry_price,pivot_index,confirm_lag_bars,resistance,support,stretch,down,outcome,ticker,k_atr,null_hit
195,2026-04-14,163.0,192,2,163.12,137.86,178.73068,122.24932000000001,hit,ORCL,2.0,0.3575
210,2026-05-05,185.35,207,2,187.5,161.39,203.63598000000002,145.25401999999997,hit,ORCL,2.0,0.435
272,2026-08-04,145.74,265,6,248.15,114.99,330.44288,32.697119999999984,neither,ORCL,2.0,0.0075
15,2025-07-25,44.71,8,6,46.31,42.63,48.58424,40.355760000000004,stop,OXY,2.0,0.2925
29,2025-08-14,44.77,23,5,45.55,42.54,47.41018,40.67982,hit,OXY,2.0,0.475
52,2025-09-17,47.19,46,5,48.05,45.14,49.84837999999999,43.341620000000006,stop,OXY,2.0,0.58
93,2025-11-13,42.02,87,5,48.1,39.75,53.2603,34.5897,stop,OXY,2.0,0.0225
125,2025-12-31,41.12,115,9,42.76,38.92,45.13312,36.54688,hit,OXY,2.0,0.24
206,2026-04-29,60.76,198,7,66.24,53.79,73.93409999999999,46.0959,stop,OXY,2.0,0.325
219,2026-05-18,59.7,213,5,60.76,53.03,65.53714,48.252860000000005,stop,OXY,2.0,0.62
253,2026-07-08,53.59,249,3,60.7,47.94,68.58568000000001,40.05432,neither,OXY,2.0,0.1525
33,2025-08-20,184.43,25,7,204.5,167.06,227.63792,143.92208,neither,PANW,2.0,0.055
80,2025-10-27,220.29,73,6,217.79,205.51,225.37904,197.92095999999998,stop,PANW,2.0,0.83
108,2025-12-05,198.84,99,8,221.38,182.9,245.16064,159.11936,stop,PANW,2.0,0.1425
130,2026-01-08,190.8,126,3,198.84,179.37,210.87246,167.33754000000002,stop,PANW,2.0,0.3325
167,2026-03-04,158.56,161,5,193.9,141.67,226.17814,109.39185999999998,hit,PANW,2.0,0.0
188,2026-04-02,163.21,184,3,169.74,147.02,183.78096,132.97904,hit,PANW,2.0,0.27
201,2026-04-22,181.2,193,7,173.78,155.73,184.9349,144.5751,hit,PANW,2.0,0.795
242,2026-06-22,286.4,234,7,300.48,260.52,325.17528000000004,235.82471999999996,hit,PANW,2.0,0.5425
259,2026-07-16,353.99,253,5,357.53,320.59,380.35891999999996,297.76108,stop,PANW,2.0,0.6575
272,2026-08-04,366.34,268,3,358.68,314.15,386.19954,286.63045999999997,neither,PANW,2.0,0.7625
23,2025-08-06,23.93,19,3,25.36,23.29,26.63926,22.01074,hit,PFE,2.0,0.0125
62,2025-10-01,27.21,58,3,25.88,23.6,27.289039999999996,22.190960000000004,hit,PFE,2.0,0.9
92,2025-11-12,25.87,73,18,27.37,24.23,29.31052,22.28948,neither,PFE,2.0,0.2525
103,2025-11-28,25.74,98,4,25.87,24.4,26.778460000000003,23.491539999999997,hit,PFE,2.0,0.54
139,2026-01-22,26.1,120,18,26.43,24.88,27.387900000000002,23.9221,hit,PFE,2.0,0.5025
259,2026-07-16,25.14,245,13,28.55,23.67,31.56584,20.65416,neither,PFE,2.0,0.025
108,2025-12-05,12.77,99,8,15.68,11.16,18.47336,8.36664,hit,PL,2.0,0.4975
159,2026-02-20,23.9,149,9,28.78,20.43,33.9403,15.269699999999998,hit,PL,2.0,0.6775
189,2026-04-06,35.02,185,3,35.37,27.89,39.992639999999994,23.267360000000004,hit,PL,2.0,0.8075
50,2025-09-15,171.21,44,5,186.97,153.11,207.89548,132.18452000000002,stop,PLTR,2.0,0.64
107,2025-12-04,177.92,99,7,207.18,154.85,239.51994000000002,122.51005999999998,stop,PLTR,2.0,0.3175
166,2026-03-03,147.22,161,4,194.17,128.84,234.54393999999996,88.46606000000001,stop,PLTR,2.0,0.025
199,2026-04-20,145.89,193,5,160.84,128.06,181.09804,107.80196000000001,stop,PLTR,2.0,0.3075
227,2026-05-29,156.54,216,10,152.62,130.05,166.56826,116.10174000000002,stop,PLTR,2.0,0.7225
250,2026-07-02,129.3,245,4,160.65,107.27,193.63884000000002,74.28116,neither,PLTR,2.0,0.0625
28,2025-08-13,156.59,23,4,162.08,145.84,172.11632000000003,135.80367999999999,hit,QCOM,2.0,0.1875
74,2025-10-17,163.45,69,4,173.55,153.59,185.88528000000002,141.25472,hit,QCOM,2.0,0.315
106,2025-12-03,175.07,98,7,187.68,159.59,205.03962,142.23038,stop,QCOM,2.0,0.3
129,2026-01-07,180.19,125,3,182.21,171.05,189.10688000000002,164.15312,stop,QCOM,2.0,0.595
163,2026-02-26,145.59,149,13,182.45,136.3,210.97069999999997,107.77930000000002,stop,QCOM,2.0,0.005
196,2026-04-15,133.05,190,5,145.82,124.07,159.26149999999998,110.62849999999999,hit,QCOM,2.0,0.1
224,2026-05-26,248.82,220,3,237.53,195.61,263.43656,169.70344000000003,stop,QCOM,2.0,0.7525
242,2026-06-22,221.9,235,6,251.02,191.2,287.98876,154.23123999999999,stop,QCOM,2.0,0.345
24,2025-08-07,569.24,20,3,568.14,553.88,576.95268,545.06732,hit,QQQ,2.0,0.8475
40,2025-08-29,570.4,34,5,580.34,563.28,590.8830800000001,552.7369199999999,stop,QQQ,2.0,0.45
76,2025-10-21,611.38,69,6,611.44,589.5,624.9989200000001,575.9410799999999,hit,QQQ,2.0,0.8875
103,2025-11-28,619.25,98,4,635.77,585.67,666.7318,554.7081999999999,neither,QQQ,2.0,0.5075
121,2025-12-24,623.93,116,4,627.61,600.41,644.4196000000001,583.6003999999999,stop,QQQ,2.0,0.695
142,2026-01-27,631.13,137,4,627.17,608.06,638.97998,596.25002,stop,QQQ,2.0,0.8325
188,2026-04-02,584.98,185,2,633.22,558.28,679.5329200000001,511.96707999999995,hit,QQQ,2.0,0.0175
239,2026-06-16,729.86,235,3,746.16,693.69,778.5864599999999,661.2635400000001,stop,QQQ,2.0,0.6475
272,2026-08-04,723.85,268,3,744.0,661.73,794.84286,610.88714,neither,QQQ,2.0,0.415
36,2025-08-25,13.28,20,15,14.69,11.03,16.95188,8.76812,hit,RIOT,2.0,0.4675
104,2025-12-01,15.48,99,4,23.0,12.71,29.35922,6.350780000000001,stop,RIOT,2.0,0.1675
128,2026-01-06,14.98,125,2,16.13,12.67,18.268279999999997,10.53172,hit,RIOT,2.0,0.5225
152,2026-02-10,14.83,149,2,19.24,12.06,23.677239999999998,7.622760000000002,stop,RIOT,2.0,0.255
191,2026-04-08,16.11,185,5,17.09,11.83,20.34068,8.57932,hit,RIOT,2.0,0.5425
210,2026-05-05,20.35,206,3,18.61,15.98,20.235339999999997,14.35466,hit,RIOT,2.0,0.9275
242,2026-06-22,28.63,235,6,28.25,24.08,30.827060000000003,21.502939999999995,stop,RIOT,2.0,0.68
264,2026-07-23,23.86,260,3,28.69,18.26,35.13574,11.81426,stop,RIOT,2.0,0.39
37,2025-08-26,48.13,33,3,51.39,40.69,58.0026,34.0774,hit,RKLB,2.0,0.64
65,2025-10-06,58.5,59,5,54.04,46.26,58.84804,41.45196,hit,RKLB,2.0,0.9575
108,2025-12-05,49.055,98,9,69.27,39.48,87.68021999999999,21.069779999999998,hit,RKLB,2.0,0.155
119,2025-12-22,77.55,116,2,63.53,53.96,69.44426,48.04574,hit,RKLB,2.0,1.0
177,2026-03-18,69.48,154,22,96.3,66.01,115.01921999999999,47.29078000000001,stop,RKLB,2.0,0.1475
192,2026-04-09,66.74,185,6,78.59,57.38,91.69778000000001,44.272220000000004,hit,RKLB,2.0,0.465
214,2026-05-11,117.35,206,7,90.04,77.02,98.08636000000001,68.97363999999999,hit,RKLB,2.0,1.0
249,2026-07-01,100.07,245,3,150.23,80.69,193.20571999999999,37.71428,stop,RKLB,2.0,0.2075
273,2026-08-05,74.82,268,4,101.65,58.6,128.25490000000002,31.9951,neither,RKLB,2.0,0.2675
26,2025-08-11,91.74,20,5,96.94,86.86,103.16944,80.63056,stop,SBUX,2.0,0.0925
57,2025-09-24,84.27,49,7,94.18,81.9,101.76904,74.31096000000001,stop,SBUX,2.0,0.005
73,2025-10-16,84.34,69,3,86.72,78.46,91.82468,73.35531999999999,stop,SBUX,2.0,0.1575
90,2025-11-10,84.6,86,3,87.22,79.6,91.92916,74.89084,hit,SBUX,2.0,0.1925
118,2025-12-19,88.33,110,7,87.26,82.28,90.33764000000001,79.20236,hit,SBUX,2.0,0.635
129,2026-01-07,86.69,120,8,89.42,83.86,92.85608,80.42392,hit,SBUX,2.0,0.26
151,2026-02-09,98.98,146,4,97.62,91.69,101.28474000000001,88.02525999999999,hit,SBUX,2.0,0.7375
190,2026-04-07,95.21,185,4,101.44,86.72,110.53696,77.62304,neither,SBUX,2.0,0.225
237,2026-06-12,103.04,231,5,106.815,94.14,114.64815,86.30685,neither,SBUX,2.0,0.3875
23,2025-08-06,34.35,19,3,35.72,33.32,37.203199999999995,31.8368,hit,SLV,2.0,0.435
36,2025-08-25,35.02,32,3,35.0,33.87,35.69834,33.171659999999996,hit,SLV,2.0,0.685
91,2025-11-11,46.45,80,10,49.17,42.4,53.353860000000005,38.216139999999996,hit,SLV,2.0,0.7575
103,2025-11-28,51.21,99,3,48.32,45.3,50.18636,43.43364,hit,SLV,2.0,0.98
129,2026-01-07,70.96,125,3,71.12,64.42,75.26060000000001,60.2794,hit,SLV,2.0,0.9125
161,2026-02-24,79.08,156,4,105.6,66.37,129.84413999999998,42.12586000000001,stop,SLV,2.0,0.29
193,2026-04-10,69.08,183,9,84.99,60.77,99.95795999999999,45.802040000000005,stop,SLV,2.0,0.3875
213,2026-05-08,73.01,206,6,73.63,64.84,79.06222,59.40778000000001,hit,SLV,2.0,0.795
239,2026-06-16,63.39,235,3,79.35,57.66,92.75442,44.255579999999995,stop,SLV,2.0,0.32
274,2026-08-06,55.85,259,14,63.47,50.39,71.55344,42.306560000000005,neither,SLV,2.0,0.4375
28,2025-08-13,301.28,20,7,296.26,283.95,303.86758,276.34242,stop,SMH,2.0,0.97
40,2025-08-29,290.29,34,5,301.92,287.46,310.85628,278.52371999999997,stop,SMH,2.0,0.3275
47,2025-09-10,300.83,42,4,298.88,286.43,306.5741,278.7359,hit,SMH,2.0,0.79
74,2025-10-17,342.83,69,4,346.07,325.34,358.88114,312.52885999999995,hit,SMH,2.0,0.8325
104,2025-12-01,352.96,98,5,368.61,325.1,395.49918,298.21082,hit,SMH,2.0,0.6225
120,2025-12-23,363.16,116,3,374.1,339.24,395.64348,317.69652,hit,SMH,2.0,0.6575
154,2026-02-12,406.11,149,4,417.52,381.07,440.04609999999997,358.5439,stop,SMH,2.0,0.7625
188,2026-04-02,392.32,185,2,426.16,362.53,465.48334000000006,323.20665999999994,hit,SMH,2.0,0.325
239,2026-06-16,616.0,232,6,637.9,569.69,680.05378,527.5362200000001,stop,SMH,2.0,0.7325
273,2026-08-05,569.7,268,4,668.91,504.22,770.68842,402.44158000000004,neither,SMH,2.0,0.22
61,2025-09-30,112.2,58,2,106.4,94.29,113.88398000000001,86.80602,hit,SNDK,2.0,0.97
113,2025-12-12,206.18,106,6,283.1,194.38,337.92896,139.55103999999997,hit,SNDK,2.0,0.5875
160,2026-02-23,666.49,152,7,695.51,541.64,790.60166,446.54834,stop,SNDK,2.0,0.895
173,2026-03-12,618.82,169,3,666.49,527.33,752.49088,441.32912000000005,hit,SNDK,2.0,0.8025
188,2026-04-02,701.59,185,2,772.09,572.5,895.4366200000001,449.15337999999997,hit,SNDK,2.0,0.8425
225,2026-05-27,1589.94,219,5,1562.34,1333.01,1704.06594,1191.28406,hit,SNDK,2.0,0.8925
237,2026-06-12,1980.1,232,4,1831.5,1559.32,1999.70724,1391.11276,hit,SNDK,2.0,0.965
246,2026-06-26,2090.71,244,1,2273.73,1914.46,2495.75886,1692.4311400000001,stop,SNDK,2.0,0.71
273,2026-08-05,1350.5,268,4,2335.0,1015.89,3150.20998,200.6800199999999,neither,SNDK,2.0,0.49
40,2025-08-29,238.66,25,14,223.5,191.73,243.13386,172.09614,hit,SNOW,2.0,0.79
64,2025-10-03,235.09,51,12,241.0,215.95,256.4809,200.46909999999997,hit,SNOW,2.0,0.4225
106,2025-12-03,265.0,99,6,277.14,234.03,303.78198,207.38802,stop,SNOW,2.0,0.5175
129,2026-01-07,233.5,114,14,265.0,215.28,295.72696,184.55304,stop,SNOW,2.0,0.1725
153,2026-02-11,178.83,149,3,234.53,156.71,282.62275999999997,108.61724000000001,stop,SNOW,2.0,0.02
170,2026-03-09,182.84,160,9,182.58,157.6,198.01764000000003,142.16235999999998,stop,SNOW,2.0,0.4675
197,2026-04-16,143.55,193,3,182.84,121.11,220.98914000000002,82.96086,hit,SNOW,2.0,0.015
219,2026-05-18,164.24,207,11,155.57,136.47,167.3738,124.6662,hit,SNOW,2.0,0.77
249,2026-07-01,261.19,244,4,280.16,225.95,313.66178,192.44821999999996,hit,SNOW,2.0,0.41
54,2025-09-19,495.5,47,6,645.35,387.78,804.52826,228.60173999999995,stop,SNPS,2.0,0.0125
104,2025-12-01,438.29,96,7,514.79,383.82,595.7294599999999,302.88054,neither,SNPS,2.0,0.1175
195,2026-04-14,418.8,184,10,533.42,380.47,627.9431,285.9469000000001,neither,SNPS,2.0,0.045
275,2026-08-07,415.99,269,5,534.56,372.33,634.8181399999999,272.07186,neither,SNPS,2.0,0.025
69,2025-10-10,26.19,64,4,29.81,25.24,32.63426,22.41574,hit,SOFI,2.0,0.475
93,2025-11-13,28.39,88,4,31.66,27.16,34.441,24.379,stop,SOFI,2.0,0.405
104,2025-12-01,29.03,98,5,32.21,24.91,36.7214,20.398600000000002,stop,SOFI,2.0,0.5975
128,2026-01-06,26.98,116,11,29.72,25.27,32.470099999999995,22.5199,stop,SOFI,2.0,0.4
195,2026-04-14,17.91,185,9,29.28,15.15,38.01234,6.41766,stop,SOFI,2.0,0.0
227,2026-05-29,18.22,220,6,19.5,15.23,22.13886,12.591140000000001,stop,SOFI,2.0,0.3475
242,2026-06-22,17.1,235,6,18.58,15.87,20.254779999999997,14.195219999999999,stop,SOFI,2.0,0.3075
272,2026-08-04,18.7,268,3,18.78,15.25,20.961540000000003,13.06846,neither,SOFI,2.0,0.5175
28,2025-08-13,29.27,23,4,27.61,23.99,29.84716,21.75284,stop,SOXL,2.0,0.8625
40,2025-08-29,26.04,34,5,29.42,25.35,31.935260000000003,22.83474,stop,SOXL,2.0,0.2225
48,2025-09-11,29.17,42,5,28.53,24.91,30.76716,22.67284,hit,SOXL,2.0,0.7625
74,2025-10-17,40.29,69,4,42.78,34.21,48.076260000000005,28.91374,hit,SOXL,2.0,0.6975
104,2025-12-01,41.31,98,5,49.38,30.81,60.856260000000006,19.33374,hit,SOXL,2.0,0.45
121,2025-12-24,44.21,116,4,49.65,36.01,58.07952,27.580479999999998,hit,SOXL,2.0,0.5625
154,2026-02-12,63.1,148,5,70.47,53.19,81.14904,42.51096,stop,SOXL,2.0,0.5925
188,2026-04-02,52.75,185,2,71.86,40.62,91.16632,21.313679999999998,hit,SOXL,2.0,0.3025
208,2026-05-01,130.4,205,2,128.32,109.56,139.91368,97.96632000000001,hit,SOXL,2.0,0.78
224,2026-05-26,225.79,219,4,190.42,151.75,214.31805999999997,127.85194000000001,hit,SOXL,2.0,0.985
239,2026-06-16,226.19,235,3,280.54,180.65,342.27202,118.91798,stop,SOXL,2.0,0.625
28,2025-08-13,253.88,23,4,247.95,236.93,254.76036,230.11964,hit,SOXX,2.0,0.945
40,2025-08-29,245.32,34,5,254.14,242.36,261.42004,235.07996000000003,stop,SOXX,2.0,0.2425
48,2025-09-11,255.19,42,5,252.55,241.68,259.26766000000003,234.96234,hit,SOXX,2.0,0.7875
73,2025-10-16,288.98,69,3,291.54,271.99,303.62190000000004,259.9081,hit,SOXX,2.0,0.78
103,2025-11-28,296.74,98,4,309.6,268.1,335.247,242.45300000000003,hit,SOXX,2.0,0.525
120,2025-12-23,304.96,116,3,316.33,285.23,335.54979999999995,266.01020000000005,hit,SOXX,2.0,0.6025
154,2026-02-12,351.5,148,5,361.13,330.38,380.13349999999997,311.3765,stop,SOXX,2.0,0.705
183,2026-03-26,328.85,169,13,368.0,323.51,395.49482,296.01518,stop,SOXX,2.0,0.21
188,2026-04-02,339.61,185,2,345.25,309.79,367.16427999999996,287.87572000000006,hit,SOXX,2.0,0.715
224,2026-05-26,570.09,219,4,532.76,495.87,555.5580199999999,473.07198,hit,SOXX,2.0,0.995
239,2026-06-16,591.24,232,6,615.68,539.77,662.5923799999999,492.85762,stop,SOXX,2.0,0.7925
273,2026-08-05,530.7,268,4,655.01,465.0,772.4361799999999,347.57382,neither,SOXX,2.0,0.205
8,2025-04-25,550.64,4,3,539.12,513.88,554.7183200000001,498.28168,hit,SPY,2.0,0.8675
81,2025-08-11,635.92,75,5,637.1,621.72,646.60484,612.2151600000001,hit,SPY,2.0,0.8225
131,2025-10-21,671.29,124,6,673.11,653.02,685.52562,640.60438,hit,SPY,2.0,0.86
157,2025-11-26,679.68,153,3,687.39,652.53,708.93348,630.9865199999999,neither,SPY,2.0,0.8325
176,2025-12-24,690.38,171,4,689.17,671.4,700.1518599999999,660.41814,stop,SPY,2.0,0.8175
197,2026-01-27,695.49,192,4,695.16,677.58,706.0244399999999,666.7155600000001,stop,SPY,2.0,0.8175
207,2026-02-10,692.12,204,2,695.49,677.62,706.53366,666.57634,stop,SPY,2.0,0.75
243,2026-04-02,655.83,240,2,693.95,631.97,732.25364,593.66636,hit,SPY,2.0,0.2075
294,2026-06-16,750.33,290,3,759.57,725.43,780.6685200000001,704.3314799999999,stop,SPY,2.0,0.745
307,2026-07-07,747.71,301,5,754.83,728.99,770.79912,713.02088,hit,SPY,2.0,0.6825
327,2026-08-04,771.33,323,3,754.95,729.46,770.7028200000001,713.70718,hit,SPY,2.0,0.97
19,2025-07-31,107.43,15,3,98.62,90.15,103.85446,84.91554000000001,hit,TER,2.0,1.0
77,2025-10-22,138.84,69,7,147.87,132.08,157.62822,122.32178000000002,hit,TER,2.0,0.6625
103,2025-11-28,181.89,98,4,187.59,155.9,207.17442,136.31558,hit,TER,2.0,0.84
127,2026-01-05,219.5,116,10,204.01,185.21,215.62839999999997,173.59160000000003,hit,TER,2.0,0.9975
182,2026-03-25,323.36,169,12,342.82,273.05,385.93786,229.93214000000003,hit,TER,2.0,0.8575
190,2026-04-07,320.48,185,4,323.36,276.35,352.41218000000003,247.29782000000003,hit,TER,2.0,0.855
211,2026-05-06,382.48,206,4,418.08,306.33,487.14149999999995,237.2685,hit,TER,2.0,0.7825
225,2026-05-27,375.83,219,5,382.48,321.05,420.44374000000005,283.08626000000004,hit,TER,2.0,0.8075
238,2026-06-15,432.41,235,2,409.67,347.59,448.03544000000005,309.22455999999994,hit,TER,2.0,0.9425
273,2026-08-05,389.39,268,4,483.84,319.41,585.45774,217.79226000000006,neither,TER,2.0,0.4725
24,2025-08-07,105.67,20,3,107.43,99.77,112.16388,95.03611999999998,stop,TGT,2.0,0.415
73,2025-10-16,90.07,69,3,106.26,85.53,119.07114000000001,72.71886,stop,TGT,2.0,0.0
103,2025-11-28,90.62,98,4,97.77,83.68,106.47761999999999,74.97238000000002,hit,TGT,2.0,0.0525
147,2026-02-03,111.3,143,3,111.28,101.74,117.17572,95.84428,hit,TGT,2.0,0.605
187,2026-04-01,120.45,179,7,120.8,113.26,125.45971999999999,108.60028000000001,hit,TGT,2.0,0.6375
221,2026-05-20,122.33,214,6,132.1,118.44,140.54188,109.99812,stop,TGT,2.0,0.285
256,2026-07-13,134.77,251,4,141.2,126.1,150.53179999999998,116.7682,neither,TGT,2.0,0.435
13,2025-07-23,86.04,7,5,86.99,85.01,88.21363999999998,83.78636000000002,hit,TLT,2.0,0.1675
44,2025-09-05,88.56,41,2,88.33,85.63,89.9986,83.9614,hit,TLT,2.0,0.71
70,2025-10-13,90.57,65,4,90.35,88.67,91.38824,87.63176,hit,TLT,2.0,0.715
102,2025-11-26,90.64,94,7,92.06,88.87,94.03142,86.89858000000001,stop,TLT,2.0,0.41
135,2026-01-15,88.31,126,8,90.64,87.03,92.87098,84.79902,stop,TLT,2.0,0.195
141,2026-01-26,88.35,137,3,88.33,86.65,89.36824,85.61176,stop,TLT,2.0,0.59
153,2026-02-11,88.06,148,4,88.35,86.54,89.46857999999999,85.42142000000001,hit,TLT,2.0,0.4725
196,2026-04-15,86.83,184,11,90.82,85.64,94.02123999999999,82.43876,stop,TLT,2.0,0.0425
224,2026-05-26,85.1,220,3,87.21,83.02,89.79942,80.43057999999999,stop,TLT,2.0,0.1275
22,2025-08-05,50.13,20,1,49.9,44.67,53.13214,41.43786,hit,TSEM,2.0,0.7825
36,2025-08-25,57.57,27,8,50.98,46.1,53.995839999999994,43.084160000000004,hit,TSEM,2.0,1.0
103,2025-11-28,108.11,98,4,106.42,91.61,115.57258,82.45742,hit,TSEM,2.0,0.9825
137,2026-01-20,129.0,116,20,128.94,112.59,139.0443,102.48570000000001,hit,TSEM,2.0,0.95
152,2026-02-10,136.57,148,3,138.93,121.28,149.8377,110.3723,stop,TSEM,2.0,0.895
176,2026-03-17,137.86,169,6,147.53,110.59,170.35892,87.76108,hit,TSEM,2.0,0.845
188,2026-04-02,197.8,185,2,188.74,158.58,207.37888,139.94112,hit,TSEM,2.0,0.9925
211,2026-05-06,216.87,205,5,226.45,193.55,246.7822,173.2178,hit,TSEM,2.0,0.805
239,2026-06-16,268.53,234,4,288.53,228.08,325.88809999999995,190.72190000000003,stop,TSEM,2.0,0.845
265,2026-07-24,233.37,252,12,316.85,211.93,381.69056,147.08944,stop,TSEM,2.0,0.355
273,2026-08-05,211.14,268,4,260.42,187.84,305.27444,142.98556,neither,TSEM,2.0,0.47
26,2025-08-11,339.03,20,5,332.56,302.63,351.05674,284.13326,hit,TSLA,2.0,0.8775
81,2025-10-28,460.55,69,11,459.46,413.49,487.86945999999995,385.08054000000004,stop,TSLA,2.0,0.9075
105,2025-12-02,429.24,99,5,468.37,391.09,516.12904,343.33095999999995,stop,TSLA,2.0,0.6075
197,2026-04-16,388.9,191,5,489.88,343.25,580.49734,252.63266,neither,TSLA,2.0,0.075
226,2026-05-28,442.1,220,5,445.27,404.11,470.70687999999996,378.67312000000004,stop,TSLA,2.0,0.68
248,2026-06-30,420.6,245,2,442.1,375.12,483.49364,333.72636,stop,TSLA,2.0,0.5075
16,2025-07-28,242.75,12,3,245.6,234.6,252.398,227.802,stop,TSM,2.0,0.8375
28,2025-08-13,241.44,23,4,245.6,231.37,254.39414,222.57586,stop,TSM,2.0,0.6175
39,2025-08-28,238.27,34,4,244.29,227.33,254.77128,216.84872000000001,stop,TSM,2.0,0.5175
71,2025-10-14,295.94,69,1,304.52,280.66,319.26547999999997,265.91452000000004,stop,TSM,2.0,0.7525
107,2025-12-04,292.93,99,7,305.09,275.06,323.64853999999997,256.50146,hit,TSM,2.0,0.6175
121,2025-12-24,298.8,116,4,310.14,276.96,330.64524,256.45475999999996,hit,TSM,2.0,0.6425
191,2026-04-08,365.9,185,5,387.73,316.5,431.75014000000004,272.47986,hit,TSM,2.0,0.5475
242,2026-06-22,467.67,235,6,446.69,408.75,470.13692,385.30308,hit,TSM,2.0,0.9675
273,2026-08-05,414.0,268,4,477.57,374.67,541.1622,311.0778,neither,TSM,2.0,0.2575
28,2025-08-13,193.29,20,7,221.25,180.86,246.21102,155.89898000000002,stop,TXN,2.0,0.0025
103,2025-11-28,168.27,98,4,206.06,153.33,238.64713999999998,120.74286000000002,neither,TXN,2.0,0.0
129,2026-01-07,185.71,125,3,182.6,173.49,188.22997999999998,167.86002000000002,hit,TXN,2.0,0.665
190,2026-04-07,199.735,185,4,226.56,186.42,251.36652,161.61347999999998,hit,TXN,2.0,0.105
239,2026-06-16,305.71,235,3,324.89,282.01,351.38984,255.51015999999998,stop,TXN,2.0,0.4775
103,2025-11-28,329.77,97,5,369.92,309.09,407.51294000000007,271.4970599999999,stop,UNH,2.0,0.255
128,2026-01-06,348.97,120,7,341.84,324.8,352.37071999999995,314.26928000000004,hit,UNH,2.0,0.845
140,2026-01-23,356.26,136,3,348.97,331.02,360.0631000000001,319.92689999999993,stop,UNH,2.0,0.85
156,2026-02-17,289.09,149,6,356.26,268.55,410.46477999999996,214.34522000000004,stop,UNH,2.0,0.0625
165,2026-03-02,294.93,161,3,293.19,273.95,305.08032000000003,262.05967999999996,stop,UNH,2.0,0.5975
189,2026-04-06,281.36,184,4,294.93,259.02,317.12238,236.82761999999997,hit,UNH,2.0,0.39
233,2026-06-08,406.57,224,8,401.16,376.86,416.17740000000003,361.8426,hit,UNH,2.0,0.76
37,2025-08-26,79.71,23,13,78.69,73.78,81.72438,70.74562,hit,WDC,2.0,0.975
74,2025-10-17,126.2,71,2,131.31,113.13,142.54524,101.89475999999999,hit,WDC,2.0,0.9525
104,2025-12-01,163.54,99,4,174.22,139.19,195.86854,117.54146,hit,WDC,2.0,0.9175
135,2026-01-15,222.1,130,4,219.38,187.68,238.9706,168.0894,hit,WDC,2.0,0.9625
176,2026-03-17,313.81,169,6,296.56,245.25,328.26958,213.54041999999998,hit,WDC,2.0,0.98
188,2026-04-02,294.97,185,2,316.93,251.67,357.26068000000004,211.33932,hit,WDC,2.0,0.8525
225,2026-05-27,530.6,220,4,515.83,455.8,552.9285400000001,418.70146,hit,WDC,2.0,0.9025
238,2026-06-15,653.53,235,2,594.11,490.09,658.39436,425.8056399999999,hit,WDC,2.0,1.0
38,2025-08-27,82.5,24,13,84.32,77.05,88.81285999999999,72.55714,neither,WFC,2.0,0.36
72,2025-10-15,86.46,69,2,85.16,77.62,89.81971999999999,72.96028000000001,hit,WFC,2.0,0.63
107,2025-12-04,90.21,98,8,87.3,82.4,90.3282,79.37180000000001,hit,WFC,2.0,0.92
145,2026-01-30,90.49,138,6,96.39,86.12,102.73686,79.77314000000001,stop,WFC,2.0,0.3025
182,2026-03-25,80.26,174,7,94.61,74.1,107.28518,61.42481999999999,stop,WFC,2.0,0.015
225,2026-05-27,76.11,218,6,86.64,73.42,94.80996,65.25004,neither,WFC,2.0,0.03
16,2025-07-28,97.61,5,10,99.35,94.4,102.40909999999998,91.34090000000002,hit,WMT,2.0,0.2425
43,2025-09-04,100.93,37,5,103.93,96.05,108.79984000000002,91.18015999999999,hit,WMT,2.0,0.445
99,2025-11-21,105.32,97,1,109.03,100.61,114.23356,95.40644,hit,WMT,2.0,0.39
133,2026-01-13,120.36,120,12,116.79,110.9,120.43002000000001,107.25998,hit,WMT,2.0,0.965
188,2026-04-02,125.79,179,8,133.89,119.02,143.07966,109.83034,stop,WMT,2.0,0.4225
234,2026-06-09,118.88,229,4,134.2,113.06,147.26451999999998,99.99548000000001,stop,WMT,2.0,0.1
257,2026-07-14,113.7,249,7,121.04,108.82,128.59196000000003,101.26803999999998,stop,WMT,2.0,0.31
269,2026-07-30,111.1,264,4,114.95,108.4,118.9979,104.35210000000001,neither,WMT,2.0,0.4175
28,2025-07-23,46.12,22,5,46.135,44.57,47.102169999999994,43.602830000000004,stop,XLB,2.0,0.76
43,2025-08-13,45.49,35,7,46.185,43.36,47.93085000000001,41.614149999999995,stop,XLB,2.0,0.535
107,2025-11-12,44.075,101,5,46.305,42.36,48.74301,39.92199,stop,XLB,2.0,0.105
117,2025-11-26,44.445,113,3,44.075,42.23,45.215210000000006,41.089789999999994,hit,XLB,2.0,0.735
128,2025-12-12,45.15,125,2,44.7,43.39,45.50958000000001,42.58042,hit,XLB,2.0,0.72
198,2026-03-26,49.09,194,3,53.62,46.98,57.72352,42.876479999999994,neither,XLB,2.0,0.0725
227,2026-05-07,51.4,224,2,52.23,50.65,53.20643999999999,49.67356,stop,XLB,2.0,0.45
240,2026-05-27,51.18,235,4,52.41,49.04,54.492659999999994,46.95734,neither,XLB,2.0,0.4875
253,2026-06-15,52.5,250,2,51.63,49.6,52.88454,48.34546,hit,XLB,2.0,0.8275
283,2026-07-29,51.74,276,6,52.72,50.03,54.382419999999996,48.367580000000004,neither,XLB,2.0,0.4825
