variant,start,n_rungs,sharpe,cagr,maxdd_pct,ret_6m,maxdd_6m_pct,ret_12m,maxdd_12m_pct,ret_36m,maxdd_36m_pct
bear_2015-08-01,2015-08-01,260,1.869829197295134,0.19593421293650315,-0.5149452923837562,0.1717490775753432,-0.050224008426673454,0.6454418657260632,-0.050224008426673454,1.8220735739782143,-0.1373399503905378
bear_2018-09-20,2018-09-20,184,1.9234756121137353,0.24384154311650086,-0.5038849183916202,0.11012621538569833,-0.21014605156730246,0.31121879524123086,-0.21014605156730246,1.5490862945726414,-0.5038849183916203
bear_2020-02-19,2020-02-19,146,2.579240441628926,0.2954455150377917,-0.2858621815003673,0.35225342316056674,-0.1463353239200141,1.0016176186935444,-0.1463353239200141,1.6703150789871986,-0.1463353239200141
bear_2022-01-03,2022-01-03,100,2.344632728667467,0.34342774923734143,-0.2858621815003673,0.07034827711406799,-0.035246587006336934,0.15647235278176597,-0.12231487102737634,1.839620110869871,-0.12231487102737634
baseline_iter3_spx,,470,1.6799501117798388,0.1359987810048131,-0.8986421501951686,,,,,,
baseline_spy_buyhold,,,0.6202475749011619,0.08777321146931127,-0.8153307759606974,,,,,,
