risk_pct,first_entry_date,first_mlpc,max_mlpc,c0_floor_start,c0_floor_throughout
0.1,2006-01-03,1819.2185416331029,28408.27641397517,19000.0,285000
0.2,2006-01-03,1819.2185416331029,28408.27641397517,10000.0,143000
0.5,2006-01-03,1819.2185416331029,28408.27641397517,4000.0,57000
1.0,2006-01-03,1819.2185416331029,28408.27641397517,2000.0,29000
