entry_date,spot,vix,rv,vrp_z,w,short_put,long_put,width,credit_pts,credit_usd,max_loss_usd,contracts,margin_usd,exit_date,exit_spot,breached,net_pnl_usd,ror
2008-05-30,1400.38,17.83,0.1307,0.457,0.913,1352.4,1313.4,39.0,7.765,6212.0,3125.0,8,25003.0,2008-07-14,1228.3,True,-25323.0,-1.013
2008-06-06,1360.68,23.56,0.1734,0.847,1.0,1298.5,1249.2,49.3,10.081,7057.0,3919.0,7,27433.0,2008-07-21,1260.0,True,-20262.0,-0.739
2008-06-20,1317.93,22.87,0.1827,0.372,0.743,1259.5,1213.1,46.4,9.466,4733.0,3695.0,5,18476.0,2008-08-04,1249.01,True,-753.0,-0.041
2008-06-27,1278.38,23.44,0.1966,0.139,0.278,1220.3,1174.2,46.1,9.421,1884.0,3665.0,2,7330.0,2008-08-11,1305.32,False,1788.0,0.244
2008-07-07,1252.31,25.78,0.1612,1.731,1.0,1189.7,1140.4,49.3,10.197,7138.0,3911.0,7,27377.0,2008-08-18,1278.6,False,6776.0,0.247
2008-07-14,1228.3,28.48,0.175,2.04,1.0,1160.6,1107.6,53.0,11.108,6665.0,4191.0,6,25148.0,2008-08-25,1266.84,False,6328.0,0.252
2009-01-02,931.8,39.19,0.3624,0.48,0.96,862.5,808.7,53.7,11.844,7107.0,4190.0,6,25143.0,2009-02-17,789.17,True,-25500.0,-1.014
2009-01-09,890.35,42.82,0.3147,1.493,1.0,818.6,763.1,55.6,12.456,7474.0,4312.0,6,25873.0,2009-02-24,773.14,True,-20198.0,-0.781
2009-01-16,850.12,46.11,0.2694,2.313,1.0,777.0,720.4,56.7,12.893,7736.0,4376.0,6,26258.0,2009-03-03,696.33,True,-26644.0,-1.015
2009-01-26,836.57,45.69,0.3549,1.222,1.0,765.2,709.9,55.3,12.561,7536.0,4274.0,6,25646.0,2009-03-10,719.6,True,-20215.0,-0.788
2009-02-02,825.44,45.52,0.3623,1.109,1.0,755.3,700.9,54.4,12.343,7406.0,4205.0,6,25228.0,2009-03-17,778.12,False,7035.0,0.279
2009-02-09,869.89,43.64,0.3708,0.787,1.0,798.6,743.4,55.2,12.424,3727.0,4280.0,3,12839.0,2009-03-24,806.25,False,3540.0,0.276
2009-02-17,789.17,48.66,0.417,0.826,1.0,718.1,663.0,55.1,12.695,7617.0,4244.0,6,25466.0,2009-03-31,797.87,False,7237.0,0.284
2009-02-24,773.14,45.49,0.3854,0.79,1.0,707.5,656.5,50.9,11.553,8087.0,3936.0,7,27553.0,2009-04-07,815.55,False,7681.0,0.279
2009-03-03,696.33,50.93,0.3729,1.497,1.0,631.1,580.5,50.6,11.779,7067.0,3885.0,6,23310.0,2009-04-15,852.06,False,6713.0,0.288
